year,id,word_count,cooccur_topic1_letter,cooccur_topic2_white,cooccur_topic4_land,cooccur_topic5_fame,smallpox_burial_cooccurrences,cooccur_topic3_would,cooccur_topic4_good,cooccur_topic3_brig,cooccur_topic1_received,cooccur_topic4_viii,cooccur_topic1_year,smallpox_sick_cooccurrences,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic2_plain,cooccur_topic2_black,cooccur_topic4_town,cooccur_topic3_day,cooccur_topic5_notice,smallpox_epidemic_cooccurrences,cooccur_topic5_county,smallpox_death_cooccurrences,cooccur_topic3_state,cooccur_topic3_great,smallpox_died_cooccurrences,cooccur_topic2_cotton,smallpox_plague_cooccurrences,cooccur_topic4_portland,cooccur_topic5_make,cooccur_topic5_hereby,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1806,10_1806-05-19_p2_sn83016082_00332895060_1806051901_0831,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98681694,0.0045551243,0.0034926527,0.0027924243,0.002342873
1806,17_1806-06-09_p4_sn83016082_00332895060_1806060901_0845,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63944644,0.029129706,0.29872665,0.017771503,0.0149257
1806,2_1806-04-28_p1_sn83016082_00332895060_1806042801_0818,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6926153,0.00412852,0.0031609456,0.0025455945,0.29754964
1806,51_1806-03-03_p4_sn83016082_00332895060_1806030301_0790,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105209015,0.058055185,0.0440325,0.76286393,0.029839337
1806,10_1806-06-16_p1_sn83016082_00332895060_1806061601_0846,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04864049,0.033148006,0.02511454,0.020311764,0.8727852
1806,6_1806-01-13_p2_sn83016082_00332895060_1806011301_0764,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056275215,0.0023108914,0.8950919,0.045162167,0.0011598148
1806,1_1806-04-14_p2_sn83016082_00332895060_1806041401_0812,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015026961,0.009364474,0.965129,0.0057006786,0.004778891
1806,36_1806-03-17_p3_sn83016082_00332895060_1806031701_0797,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31429097,0.02572158,0.01967565,0.015859563,0.62445223
1806,7_1806-01-27_p1_sn83016082_00332895060_1806012701_0767,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29217723,0.0026472341,0.49519324,0.001606837,0.2083754
1806,6_1806-01-27_p1_sn83016082_00332895060_1806012701_0767,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15233877,0.0022585364,0.72846025,0.11581464,0.0011277185
1806,11_1806-04-07_p1_sn83016082_00332895060_1806040701_0807,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757224,0.003842927,0.0029402447,0.0023797457,0.23361303
1806,30_1806-04-14_p2_sn83016082_00332895060_1806041401_0812,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9581117,0.014461975,0.011056556,0.008896933,0.007472908
1806,20_1806-01-27_p4_sn83016082_00332895060_1806012701_0770,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2840277,0.1454519,0.22249573,0.34661958,0.001405119
1806,12_1806-05-12_p4_sn83016082_00332895060_1806051201_0829,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01606381,0.96310943,0.008369892,0.0067733,0.005683586
1806,10_1806-03-24_p2_sn83016082_00332895060_1806032401_0800,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10911031,0.012218963,0.008903609,0.0071119205,0.86265516
1806,47_1806-05-12_p2_sn83016082_00332895060_1806051201_0827,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8319435,0.05817205,0.044496655,0.035542306,0.029845426
1806,4_1806-02-10_p4_sn83016082_00332895060_1806021001_0778,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003337334,0.9924498,0.0016966689,0.001368099,0.0011480607
1806,1_1806-06-02_p4_sn83016082_00332895060_1806060201_0841,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032531933,0.0020839502,0.0015803401,0.9920154,0.0010670549
1806,22_1806-04-07_p2_sn83016082_00332895060_1806040701_0808,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8316281,0.05839078,0.044596035,0.03554191,0.029843185
1806,9_1806-04-28_p3_sn83016082_00332895060_1806042801_0820,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012015597,0.008227883,0.006284504,0.005079635,0.9683924
1806,8_1806-03-31_p2_sn83016082_00332895060_1806033101_0804,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023219541,0.00146835,0.9945728,0.0008902728,0.0007465712
1806,4_1806-04-21_p1_sn83016082_00332895060_1806042101_0814,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18772903,0.021471351,0.77608716,0.001090588,0.013621833
1806,26_1806-02-10_p1_sn83016082_00332895060_1806021001_0775,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77748555,0.07672167,0.058571037,0.047384966,0.039836768
