year,id,word_count,cooccur_topic4_house,cooccur_topic3_prize,cooccur_topic1_hundred,smallpox_burial_cooccurrences,cooccur_topic5_would,cooccur_topic5_like,smallpox_sick_cooccurrences,cooccur_topic1_year,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic1_dollar,cooccur_topic4_street,cooccur_topic3_number,smallpox_epidemic_cooccurrences,cooccur_topic5_upon,cooccur_topic3_ticket,cooccur_topic4_wilmington,smallpox_death_cooccurrences,cooccur_topic3_state,smallpox_died_cooccurrences,cooccur_topic5_every,smallpox_plague_cooccurrences,cooccur_topic4_market,cooccur_topic2_said,cooccur_topic5_time,cooccur_topic1_shall,cooccur_topic4_john,cooccur_topic2_country,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1828,6_1828-04-03_p3_sn82014309_00414182926_1828040301_0363,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99175316,0.0028882027,0.0021608826,0.001741186,0.001456581
1828,14_1828-01-25_p4_sn83025530_00271740220_1828012501_0341,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3323001,0.45663786,0.20465286,0.0034903812,0.0029188285
1828,4_1828-01-29_p1_sn83025530_00271740220_1828012901_0342,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9678778,0.011163879,0.008482758,0.006788976,0.0056865267
1828,1_1828-02-22_p2_sn83025530_00271740220_1828022201_0375,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024917822,0.0017202995,0.0012682047,0.0010199634,0.97107375
1828,1_1828-01-08_p3_sn83025530_00271740220_1828010801_0318,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004179982,0.0024989787,0.0018646067,0.99019897,0.0012574447
1828,17_1828-06-12_p2_sn82014309_00414182926_1828061201_0402,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98493344,0.005285893,0.0039547468,0.0031704197,0.0026554808
1828,42_1828-02-21_p4_sn82014309_00414182926_1828022101_0340,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7762525,0.07765687,0.058793716,0.047499016,0.039797958
1828,44_1828-03-06_p3_sn82014309_00414182926_1828030601_0347,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014312487,0.00966122,0.9651228,0.0059276056,0.0049758763
1828,41_1828-01-18_p4_sn83025530_00271740220_1828011801_0333,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42575023,0.041077472,0.029612653,0.48363292,0.019926637
1828,27_1828-01-10_p4_sn82014309_00414182926_1828011001_0316,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96028906,0.013858364,0.010414986,0.008409282,0.0070283655
1828,12_1828-01-17_p3_sn82014309_00414182926_1828011701_0319,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009551032,0.005315682,0.0039377594,0.91415805,0.06703744
1828,7_1828-02-12_p1_sn83025530_00271740220_1828021201_0358,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17953244,0.29649007,0.5232155,0.000414399,0.0003475519
1828,12_1828-07-10_p4_sn82014309_00414182926_1828071001_0420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011811404,0.40763533,0.0050559863,0.57208294,0.0034142497
