year,id,word_count,cooccur_topic2_little,cooccur_topic1_house,cooccur_topic4_range,cooccur_topic4_land,cooccur_topic3_public,smallpox_burial_cooccurrences,cooccur_topic5_would,cooccur_topic1_good,smallpox_sick_cooccurrences,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic3_dollar,cooccur_topic4_black,cooccur_topic2_court,smallpox_epidemic_cooccurrences,cooccur_topic5_upon,cooccur_topic2_county,smallpox_death_cooccurrences,cooccur_topic5_great,cooccur_topic5_state,smallpox_died_cooccurrences,cooccur_topic4_township,smallpox_plague_cooccurrences,cooccur_topic4_said,cooccur_topic5_people,cooccur_topic1_time,cooccur_topic3_shall,cooccur_topic3_hundred,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1831,6_1831-05-04_p4_sn84021903_00414187432_1831050401_0067,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83964694,0.10980436,0.00087384856,0.049083248,0.0005916478
1831,6_1831-08-31_p4_sn87062070_0039334295A_1831083101_0303,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55296236,0.22992419,0.0017665286,0.21416347,0.0011834316
1831,23_1831-04-28_p3_sn84020071_00414182938_1831042801_0471,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9599642,0.014167107,0.010448652,0.008392123,0.007027988
1831,19_1831-11-12_p3_sn84021903_00414187432_1831111201_0174,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010777075,0.00070771243,0.33286428,0.00042328605,0.664927
1831,18_1831-12-17_p3_sn84021903_00414187432_1831121701_0194,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21564141,0.39612922,0.37885898,0.005102714,0.0042676907
1831,9_1831-05-04_p1_sn84021903_00414187432_1831050401_0064,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853146,0.032369144,0.1760209,0.00590797,0.7003874
1831,33_1831-06-11_p3_sn84021903_00414187432_1831061101_0090,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47849974,0.0029543808,0.0022079798,0.0017691852,0.51456875
1831,35_1831-07-16_p1_sn84021903_00414187432_1831071601_0108,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5031717,0.0047905156,0.0034944864,0.08213279,0.40641052
1831,9_1831-12-15_p1_sn84020071_00414182938_1831121501_0599,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8882134,0.0007843852,0.022995645,0.00044491354,0.08756163
1831,6_1831-11-17_p2_sn84020071_00414182938_1831111701_0584,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30106643,0.00081395876,0.0005935243,0.00047463112,0.6970515
1831,7_1831-09-07_p4_sn87062070_0039334295A_1831090701_0307,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072410465,0.0046586874,0.98305494,0.002744799,0.002300544
1831,36_1831-11-09_p1_sn87062070_0039334295A_1831110901_0334,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12744595,0.07752211,0.059011463,0.6962128,0.039807677
1831,41_1831-07-30_p3_sn84021903_00414187432_1831073001_0118,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025482632,0.22084403,0.011905606,0.009522904,0.7322448
1831,6_1831-05-04_p3_sn87062070_0039334295A_1831050401_0236,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3924625,0.05759498,0.00096973835,0.0007760531,0.54819673
1831,20_1831-10-27_p4_sn84020071_00414182938_1831102701_0574,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94990563,0.0034451392,0.042852774,0.0020653007,0.0017312348
1831,11_1831-10-12_p2_sn87062070_0039334295A_1831101201_0325,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08607933,0.00094034907,0.0006997748,0.0005590163,0.9117215
1831,28_1831-05-04_p3_sn87062070_0039334295A_1831050401_0236,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009638662,0.0056788796,0.004243802,0.0033986147,0.97704
1831,10_1831-07-21_p2_sn84020071_00414182938_1831072101_0518,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6461308,0.0007647377,0.00056640705,0.00045441356,0.35208356
1831,3_1831-05-04_p4_sn87062070_0039334295A_1831050401_0237,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6794794,0.0023251842,0.31564927,0.0013850888,0.0011610299
1831,2_1831-09-17_p2_sn84021903_00414187432_1831091701_0145,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28805298,0.0034525925,0.0025803242,0.0020666951,0.7038474
1831,19_1831-10-01_p2_sn84021903_00414187432_1831100101_0149,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025932673,0.32367164,0.634983,0.008382521,0.0070301644
1831,31_1831-07-30_p2_sn84021903_00414187432_1831073001_0117,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25276616,0.058891077,0.36753458,0.02674259,0.2940656
1831,23_1831-02-16_p3_sn84021903_00414187432_1831021601_0030,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63499594,0.01029215,0.34331587,0.0061979163,0.005198179
1831,7_1831-09-10_p2_sn84021903_00414187432_1831091001_0141,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01489931,0.5498905,0.42472073,0.0057065464,0.0047828676
1831,30_1831-07-16_p1_sn84021903_00414187432_1831071601_0108,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31638557,0.002252797,0.0016876347,0.0013604516,0.6783135
1831,18_1831-07-14_p3_sn84020071_00414182938_1831071401_0515,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009420748,0.9796091,0.0044245287,0.0035595584,0.0029860768
1831,31_1831-02-16_p2_sn84021903_00414187432_1831021601_0029,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408303,0.40202364,0.0018218171,0.07003588,0.5220356
1831,3_1831-01-26_p4_sn84021903_00414187432_1831012601_0019,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051825913,0.3815421,0.61007667,0.0017398341,0.0014588367
1831,3_1831-01-05_p1_sn87062070_0039334295A_1831010501_0166,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013067698,0.00081650075,0.00060678663,0.00048587428,0.9967841
1831,23_1831-08-24_p4_sn87062070_0039334295A_1831082401_0299,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34213856,0.64630747,0.0046524834,0.0037575273,0.0031438502
1831,16_1831-06-29_p4_sn87062070_0039334295A_1831062901_0269,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26304945,0.0065961145,0.7230752,0.0039593833,0.0033197792
1831,28_1831-03-02_p3_sn84021903_00414187432_1831030201_0034,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128794145,0.008468555,0.9696224,0.0049105803,0.00411911
1831,15_1831-04-13_p1_sn87062070_0039334295A_1831041301_0222,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014477366,0.009711809,0.96490383,0.0059315753,0.0049754614
1831,34_1831-11-12_p3_sn84021903_00414187432_1831111201_0174,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008373172,0.004624432,0.9819629,0.0027406544,0.0022987444
1831,18_1831-01-26_p2_sn84021903_00414187432_1831012601_0017,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006933452,0.12961818,0.8584084,0.002741338,0.0022986298
1831,13_1831-11-19_p4_sn84021903_00414187432_1831111901_0179,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07844007,0.6659351,0.25253937,0.0016792071,0.0014063661
1831,80_1831-03-23_p4_sn84021903_00414187432_1831032301_0043,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017405463,0.9626444,0.008026527,0.0064916345,0.005432
1831,23_1831-06-29_p3_sn87062070_0039334295A_1831062901_0268,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017620837,0.010387352,0.19530997,0.0062047397,0.7704771
1831,8_1831-08-20_p2_sn84021903_00414187432_1831082001_0129,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008021363,0.0005316831,0.00038247433,0.0003060297,0.9979777
1831,4_1831-02-16_p4_sn84021903_00414187432_1831021601_0031,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004093731,0.33844966,0.0018307845,0.6543944,0.0012315117
1831,17_1831-03-30_p1_sn84021903_00414187432_1831033001_0044,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011612342,0.04089912,0.0005250209,0.0004214832,0.95699316
1831,33_1831-04-13_p3_sn87062070_0039334295A_1831041301_0224,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00821575,0.9820186,0.0039373217,0.0031735355,0.0026548083
1831,2_1831-12-10_p1_sn84021903_00414187432_1831121001_0188,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008569524,0.0005599841,0.29137102,0.00033680623,0.7068752
1831,21_1831-02-02_p1_sn84021903_00414187432_1831020201_0020,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96714646,0.0118355,0.00852656,0.0068010045,0.005690542
1831,7_1831-08-10_p1_sn87062070_0039334295A_1831081001_0290,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34329078,0.0014266851,0.0010712333,0.0008599934,0.65335137
1831,15_1831-08-03_p1_sn87062070_0039334295A_1831080301_0286,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4277467,0.120546214,0.018134823,0.0015684577,0.4320038
1831,59_1831-04-20_p4_sn84021903_00414187432_1831042001_0059,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70774114,0.008232259,0.1920897,0.004917696,0.087019265
1831,6_1831-08-27_p1_sn84021903_00414187432_1831082701_0132,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005756103,0.0034681796,0.12398967,0.0020388213,0.8647473
1831,24_1831-12-17_p4_sn84021903_00414187432_1831121701_0195,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08621387,0.73356277,0.17426479,0.0032395264,0.0027190314
1831,1_1831-05-18_p3_sn84021903_00414187432_1831051801_0074,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413156,0.27025813,0.0023171173,0.0018545133,0.3124142
1831,16_1831-02-09_p4_sn84021903_00414187432_1831020901_0027,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9778895,0.007916934,0.005728878,0.0046086065,0.0038561514
1831,4_1831-08-27_p4_sn84021903_00414187432_1831082701_0135,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051297317,0.0030645484,0.9884038,0.0018501366,0.001551832
1831,25_1831-10-08_p3_sn84021903_00414187432_1831100801_0154,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008146308,0.0051048,0.0038716805,0.0030997489,0.97977746
1831,9_1831-10-13_p1_sn84020071_00414182938_1831101301_0563,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24232279,0.08744211,0.00058775657,0.020301571,0.64934576
1831,7_1831-01-08_p4_sn84021903_00414187432_1831010801_0011,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003829368,0.33662856,0.0017231399,0.6566592,0.0011597776
1831,13_1831-05-11_p3_sn84021903_00414187432_1831051101_0070,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3001883,0.01997383,0.65795726,0.011917133,0.009963453
1831,23_1831-03-23_p4_sn84021903_00414187432_1831032301_0043,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015344078,0.07190181,0.9022793,0.0056967475,0.0047781086
1831,26_1831-12-01_p3_sn84020071_00414182938_1831120101_0593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3328376,0.22998515,0.175693,0.14213863,0.11934564
1831,6_1831-05-12_p2_sn84020071_00414182938_1831051201_0478,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001150011,0.0006932551,0.00052024395,0.00041601577,0.99722046
1831,24_1831-09-17_p2_sn84021903_00414187432_1831091701_0145,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7745796,0.0036652952,0.0026845837,0.2172578,0.0018126619
1831,33_1831-10-29_p3_sn84021903_00414187432_1831102901_0166,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036234755,0.021502769,0.016156552,0.012946044,0.91315985
1831,63_1831-01-08_p3_sn84021903_00414187432_1831010801_0010,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16989362,0.33180523,0.0047170254,0.0037579306,0.48982614
1831,30_1831-05-18_p4_sn84021903_00414187432_1831051801_0075,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095253455,0.00064903725,0.0004914658,0.99757534,0.00033164295
1831,39_1831-03-30_p3_sn84021903_00414187432_1831033001_0046,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22808872,0.0054076985,0.111043595,0.0031737164,0.6522863
1831,6_1831-12-15_p1_sn84020071_00414182938_1831121501_0599,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010088931,0.0006296709,0.17894413,0.00037254373,0.81904477
1831,18_1831-10-15_p3_sn84021903_00414187432_1831101501_0158,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26171958,0.06147205,0.2753634,0.0027396542,0.3987054
1831,5_1831-09-14_p4_sn87062070_0039334295A_1831091401_0311,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028410675,0.0016414403,0.001211691,0.0009701785,0.9933356
1831,29_1831-10-29_p3_sn84021903_00414187432_1831102901_0166,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015070857,0.96795833,0.006882068,0.005487494,0.0046012714
1831,14_1831-08-25_p3_sn84020071_00414182938_1831082501_0539,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63448095,0.0007629154,0.11192695,0.00045469453,0.25237447
1831,24_1831-10-29_p4_sn84021903_00414187432_1831102901_0167,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025198985,0.94345593,0.012563291,0.010249635,0.008532163
1831,27_1831-05-04_p3_sn87062070_0039334295A_1831050401_0236,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29097816,0.0075647742,0.005521247,0.0044567077,0.69147915
1831,1_1831-10-12_p4_sn87062070_0039334295A_1831101201_0327,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067299,0.9849831,0.0033465687,0.0026868216,0.0022535995
1831,8_1831-12-24_p3_sn84021903_00414187432_1831122401_0202,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022431793,0.67632043,0.28668392,0.007910512,0.0066533615
1831,5_1831-06-11_p1_sn84021903_00414187432_1831061101_0088,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577572,0.0046837735,0.0035410484,0.0028527852,0.41135043
1831,30_1831-04-27_p3_sn87062070_0039334295A_1831042701_0232,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58311164,0.40110615,0.006405751,0.005100611,0.0042757737
1831,7_1831-02-23_p2_sn87062070_0039334295A_1831022301_0195,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44135514,0.0008330806,0.0006207804,0.24977373,0.30741724
1831,14_1831-05-25_p3_sn84021903_00414187432_1831052501_0078,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011819445,0.0068747937,0.005266599,0.0041890834,0.9718501
