year,id,word_count,cooccur_topic2_church,cooccur_topic3_time,smallpox_death_cooccurrences,smallpox_epidemic_cooccurrences,cooccur_topic1_city,cooccur_topic5_people,smallpox_sick_cooccurrences,cooccur_topic1_county,cooccur_topic4_train,smallpox_plague_cooccurrences,cooccur_topic4_house,cooccur_topic2_made,smallpox_burial_cooccurrences,cooccur_topic4_year,smallpox_outbreak_cooccurrences,smallpox_pandemic_cooccurrences,cooccur_topic4_street,cooccur_topic5_would,cooccur_topic3_little,cooccur_topic3_good,smallpox_died_cooccurrences,cooccur_topic5_state,cooccur_topic2_said,cooccur_topic5_party,cooccur_topic4_sale,cooccur_topic5_york,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1874,32_1874-08-05_p12_sn83030313_00271743877_1874080501_0412,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2412519,0.017202443,0.7225569,0.010339243,0.008649565
1874,27_1874-07-04_p1_sn82014896_0021110465A_1874070401_0167,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06251976,0.0060024066,0.9249172,0.0035716011,0.0029889701
1874,38_1874-03-24_p3_sn84026837_00271740372_1874032401_0306,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010531851,0.0066559147,0.004983396,0.003970522,0.9738583
1874,18_1874-11-07_p6_sn83030313_00271743889_1874110701_0511,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028999873,0.01641449,0.19485267,0.009645591,0.7500874
1874,26_1874-11-18_p1_sn83030313_00271743889_1874111801_0651,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033557676,0.021239625,0.016092934,0.91825444,0.010855332
1874,22_1874-04-02_p1_sn86053573_00294558317_1874040201_0012,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030676253,0.018393204,0.0136288125,0.9281147,0.009187036
1874,2_1874-08-29_p4_sn84021912_00211104260_1874082901_0208,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97863376,0.0076223765,0.0055417907,0.004462082,0.0037399875
1874,56_1874-11-12_p12_sn83030313_00271743889_1874111201_0584,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046940524,0.029437555,0.8908386,0.0178438,0.014939445
1874,4_1874-07-02_p2_sn84026837_00271740372_1874070201_0661,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21557447,0.0028090456,0.0021035846,0.0016810626,0.77783185
1874,24_1874-12-01_p3_sn84038806_00280768911_1874120101_0515,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8849661,0.10525558,0.0039417003,0.0031741557,0.002662497
1874,7_1874-05-27_p3_sn84026837_00271740372_1874052701_0533,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002203612,0.037044168,0.0010636079,0.95897627,0.0007123139
1874,12_1874-04-25_p1_sn82014896_0021110465A_1874042501_0124,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49007282,0.005791534,0.25958484,0.24167463,0.0028761532
1874,13_1874-06-10_p10_sn85025567_00212472207_1874061001_0360,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3983444,0.31199205,0.17583133,0.11343644,0.00039577347
1874,9_1874-07-08_p10_sn83030313_00271743877_1874070801_0102,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24720296,0.00079852296,0.005519497,0.15190709,0.5945719
1874,3_1874-05-30_p12_sn83030214_00206531174_1874053001_0510,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006763084,0.4876466,0.0032042426,0.0025690482,0.499817
1874,65_1874-05-30_p4_sn82014998_00279557840_1874053001_0311,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932756,0.023477986,0.017593686,0.014229146,0.011943192
1874,1_1874-11-07_p2_sn82014896_0021110465A_1874110701_0243,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24897002,0.41633236,0.33357254,0.00061231136,0.00051273004
1874,90_1874-08-14_p4_sn84038806_00280768911_1874081401_0152,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96929234,0.0107890675,0.008012028,0.0064755348,0.005430989
1874,49_1874-10-14_p4_sn84038806_00280768911_1874101401_0358,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9736193,0.00944166,0.0068433094,0.0054906113,0.0046051648
1874,4_1874-12-20_p4_sn84038806_00280768911_1874122001_0588,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98995256,0.0035030455,0.0026350678,0.002125859,0.0017833938
1874,16_1874-12-04_p4_sn83030214_00206531198_1874120401_0558,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54996216,0.10337808,0.0046603223,0.053133246,0.2888662
1874,6_1874-07-23_p4_sn84038806_00280768911_1874072301_0084,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7266999,0.2706558,0.0010645811,0.0008590141,0.00072070106
1874,62_1874-12-11_p1_sn84020594_00271742563_1874121101_0592,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033080794,0.9270939,0.016024329,0.012937951,0.010862972
1874,81_1874-09-16_p4_sn84038806_00280768911_1874091601_0264,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97575396,0.008427586,0.006409535,0.0051200213,0.0042888504
1874,30_1874-08-06_p4_sn84038806_00280768911_1874080601_0124,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055285916,0.023440432,0.017771505,0.89152575,0.011976383
1874,22_1874-08-22_p2_sn84020594_00271742563_1874082201_0209,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04168363,0.025474235,0.6592739,0.261557,0.012011205
1874,26_1874-12-20_p5_sn83030313_00271743889_1874122001_1037,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19561286,0.022294108,0.23625709,0.00034140414,0.54549456
1874,46_1874-02-16_p3_sn84026837_00271740372_1874021601_0178,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065082447,0.9513275,0.0031273286,0.0025012125,0.036535744
1874,13_1874-05-15_p4_sn86053573_00294558317_1874051501_0261,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00857371,0.19462134,0.004068614,0.79000664,0.0027297174
1874,27_1874-05-28_p3_sn84020071_00393347260_1874052801_0501,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013202056,0.38910842,0.0061781607,0.58738196,0.004129425
1874,12_1874-04-23_p2_sn84026837_00271740372_1874042301_0411,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05720489,0.928991,0.0055837757,0.004472278,0.003748025
1874,22_1874-08-19_p4_sn84038806_00280768911_1874081901_0168,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4122322,0.54379785,0.017730797,0.01428104,0.011958063
1874,28_1874-09-16_p4_sn84038806_00280768911_1874091601_0264,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97277886,0.009653772,0.0070798504,0.0057025636,0.0047849445
1874,63_1874-12-08_p4_sn84038806_00280768911_1874120801_0544,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983789,0.005696573,0.0042490596,0.0034145997,0.0028506825
1874,76_1874-12-05_p2_sn84026820_00271765289_1874120501_0216,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9543562,0.01627572,0.011862848,0.009536213,0.007969058
1874,17_1874-06-11_p3_sn83030214_00206531174_1874061101_0601,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68923545,0.29700145,0.005566848,0.004457828,0.0037384953
1874,28_1874-12-02_p1_sn83030214_00206531198_1874120201_0537,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034048904,0.019749083,0.01473736,0.0119064525,0.9195582
1874,12_1874-04-07_p3_sn84022991_00513688076_1874040701_0966,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6281106,0.0047210143,0.0034926415,0.002808003,0.36086783
1874,81_1874-07-17_p3_sn83030214_00206531186_1874071701_0133,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06684706,0.039469257,0.64233786,0.231182,0.020163847
1874,12_1874-04-23_p5_sn83030214_00206531174_1874042301_0193,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008638463,0.005484881,0.97974694,0.0033386094,0.0027911772
1874,32_1874-12-12_p5_sn83030214_00206531198_1874121201_0633,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8312045,0.059132807,0.04409729,0.035701033,0.029864434
1874,10_1874-11-18_p3_sn85025567_00212472207_1874111801_0610,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32634985,0.014816639,0.011217304,0.640131,0.0074851834
1874,27_1874-07-20_p4_sn83030313_00271743877_1874072001_0226,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034691583,0.021275308,0.016121892,0.91702086,0.010890316
1874,7_1874-08-19_p8_sn83030313_00271743877_1874081901_0562,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041985232,0.096855,0.8961188,0.0015385336,0.0012891358
1874,23_1874-07-20_p1_sn84020594_00271742563_1874072001_0090,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112165315,0.006988695,0.974075,0.004199203,0.0035205383
1874,26_1874-02-24_p3_sn84022991_00513688076_1874022401_0942,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041830987,0.0262588,0.41582304,0.5028106,0.013276613
1874,11_1874-11-07_p2_sn82014998_00279557840_1874110701_0401,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14305313,0.00864858,0.18299042,0.0050983895,0.66020954
1874,17_1874-09-20_pNone_sn86086284_00280762027_1874092001_0052,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014748509,0.21601367,0.65629804,0.00054644706,0.12566699
1874,16_1874-07-04_p2_sn82014896_0021110465A_1874070401_0168,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3176596,0.008418032,0.23259401,0.437187,0.0041413913
1874,5_1874-03-12_pNone_sn83030313_00271743853_1874031201_0828,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64559907,0.2699917,0.08345958,0.0005169434,0.000432715
1874,12_1874-09-14_p8_sn83030313_00271743877_1874091401_0888,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011352559,0.5847608,0.00048786207,0.00039193555,0.41322416
1874,135_1874-08-24_p4_sn83016025_00279525371_1874082401_0302,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1072703,0.061757363,0.045601327,0.75467086,0.030700149
1874,10_1874-03-29_p11_sn83030313_00271743853_1874032901_1049,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2945645,0.19800846,0.0029770164,0.002389066,0.50206095
1874,3_1874-06-13_p6_sn83030214_00206531174_1874061301_0622,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07083561,0.6962522,0.0017191183,0.0013755808,0.2298174
1874,30_1874-09-05_p3_sn82014805_00271740372_1874090501_0892,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043259636,0.7753628,0.017716765,0.1516829,0.0119779715
1874,53_1874-10-25_p9_sn83030313_00271743889_1874102501_0340,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44081736,0.014001614,0.5296561,0.008447984,0.007076837
1874,23_1874-08-25_p2_sn84020594_00271742563_1874082501_0217,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867872,0.004989725,0.003751144,0.98003805,0.002542389
1874,25_1874-12-18_p5_sn83030313_00271743889_1874121801_1017,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33349437,0.010899356,0.008069842,0.6420999,0.0054365057
1874,18_1874-06-19_p4_sn83030214_00206531174_1874061901_0670,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012567881,0.00725365,0.005437996,0.004342767,0.9703978
1874,1_1874-11-18_p9_sn85025567_00212472207_1874111801_0616,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06117579,0.003959331,0.707713,0.2252106,0.0019412308
