year,id,word_count,cooccur_topic1_house,smallpox_burial_cooccurrences,cooccur_topic5_price,cooccur_topic3_would,cooccur_topic5_good,smallpox_sick_cooccurrences,cooccur_topic4_year,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic5_stock,cooccur_topic2_street,cooccur_topic2_york,cooccur_topic4_cure,cooccur_topic2_ship,smallpox_epidemic_cooccurrences,cooccur_topic3_upon,cooccur_topic4_medicine,cooccur_topic1_county,cooccur_topic5_assortment,smallpox_death_cooccurrences,cooccur_topic3_state,cooccur_topic3_great,smallpox_died_cooccurrences,cooccur_topic4_every,cooccur_topic4_disease,smallpox_plague_cooccurrences,cooccur_topic1_said,cooccur_topic5_sale,cooccur_topic3_time,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1848,7_1848-10-14_p1_sn83045784_00415661587_1848101401_0355,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1911701,0.7918487,0.006882072,0.005500996,0.0045981025
1848,25_1848-04-22_p8_sn83045784_00415661587_1848042201_0162,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022026217,0.0013488596,0.9949395,0.0008210276,0.0006879636
1848,13_1848-10-28_p3_sn82016488_00513688039_1848102801_0214,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79659355,0.044389687,0.0027426647,0.0021997038,0.15407445
1848,25_1848-09-19_p2_sn82007022_00393342894_1848091901_0368,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01510828,0.009127506,0.9656619,0.005501026,0.004601308
1848,31_1848-02-23_pNone_sn82014359_00332895643_1848022301_0371,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23895575,0.44716457,0.0028786452,0.0023044979,0.30869663
1848,14_1848-05-16_p2_sn82007022_00393342894_1848051601_0300,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008697474,0.0052044853,0.0038086276,0.70572925,0.27656016
1848,6_1848-01-22_p7_sn83045784_00415661587_1848012201_0057,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066998816,0.0004235211,0.9984356,0.00025640236,0.00021441103
1848,30_1848-08-23_p3_sn85042147_00296022615_1848082301_0351,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023477068,0.01486032,0.9452661,0.008920558,0.0074759754
1848,9_1848-06-17_p2_sn82016488_00513688039_1848061701_0149,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03507878,0.010154247,0.9438368,0.0059480877,0.0049821394
1848,23_1848-03-21_p4_sn86050185_00414187420_1848032101_0075,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128270015,0.0072805453,0.29446363,0.68188775,0.0035411345
1848,14_1848-08-22_p1_sn86050185_00414187420_1848082201_0152,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010518683,0.0006104461,0.99766046,0.00036867088,0.00030856964
1848,17_1848-09-13_p3_sn85042147_00296022615_1848091301_0363,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009010304,0.0051305536,0.98015255,0.0031041885,0.002602456
1848,2_1848-03-28_p3_sn82007022_00393342894_1848032801_0277,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032218606,0.0018424161,0.99293905,0.0010870717,0.00090965955
1848,1_1848-07-22_p8_sn83045784_00415661587_1848072201_0266,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010761288,0.0006545508,0.9975418,0.00039599396,0.00033153399
1848,54_1848-05-30_p3_sn86050185_00414187420_1848053001_0114,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97410905,0.00900413,0.006814507,0.005478081,0.004594266
1848,60_1848-11-18_p1_sn82015378_0029587238A_1848111801_0484,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01601714,0.007074933,0.0050961417,0.0040930994,0.96771866
1848,46_1848-09-16_p3_sn82016488_00513688039_1848091601_0190,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08892434,0.8012142,0.044372596,0.035607673,0.029881151
1848,84_1848-04-26_p4_sn82014751_00513688210_1848042601_0318,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9437884,0.01954918,0.014790352,0.011915904,0.009956186
1848,81_1848-03-21_p4_sn86050185_00414187420_1848032101_0075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3328376,0.22998515,0.175693,0.14213863,0.11934564
1848,19_1848-04-15_p2_sn82016488_00513688039_1848041501_0113,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4268822,0.033576682,0.5021172,0.02034773,0.017076164
1848,1_1848-07-25_p4_sn86050185_00414187420_1848072501_0143,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054704803,0.0026785478,0.35581708,0.0015898051,0.6344442
1848,10_1848-09-06_p2_sn82014751_00513688210_1848090601_0388,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016483955,0.010036675,0.96251243,0.0059681954,0.0049987254
1848,58_1848-01-24_p2_sn82007022_00393342894_1848012401_0244,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97732556,0.007921262,0.005979775,0.0047738827,0.003999561
1848,55_1848-01-24_p2_sn82007022_00393342894_1848012401_0244,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021051202,0.011778054,0.7633182,0.19788066,0.0059719523
1848,1_1848-05-16_p3_sn82007022_00393342894_1848051601_0301,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00878821,0.0055042347,0.9795967,0.0033271068,0.0027838107
