year,id,word_count,cooccur_topic2_house,cooccur_topic3_bank,smallpox_burial_cooccurrences,cooccur_topic5_would,cooccur_topic4_good,smallpox_sick_cooccurrences,cooccur_topic2_year,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic4_street,cooccur_topic1_court,cooccur_topic2_york,smallpox_epidemic_cooccurrences,cooccur_topic5_upon,cooccur_topic4_medicine,cooccur_topic2_mile,cooccur_topic1_county,smallpox_death_cooccurrences,cooccur_topic3_state,smallpox_died_cooccurrences,cooccur_topic4_disease,cooccur_topic5_every,smallpox_plague_cooccurrences,cooccur_topic5_said,cooccur_topic4_sale,cooccur_topic3_people,cooccur_topic5_time,cooccur_topic1_shall,cooccur_topic2_john,cooccur_topic3_country,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1835,4_1835-07-17_p2_sn87062070_0039334295A_1835071701_0931,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63939804,0.00589484,0.3483104,0.003480205,0.0029164776
1835,14_1835-01-01_p4_sn84020071_0041418294A_1835010101_0010,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9882433,0.0041813347,0.0030536945,0.0024615435,0.0020601007
1835,13_1835-03-26_p2_sn84020071_0041418294A_1835032601_0056,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96909416,0.010908522,0.008065655,0.0064958245,0.005435891
1835,12_1835-07-02_p3_sn84020071_0041418294A_1835070201_0111,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021890879,0.568603,0.16026416,0.24743082,0.0018110939
1835,44_1835-01-22_p3_sn84020071_0041418294A_1835012201_0021,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02127903,0.5159267,0.16332993,0.29242638,0.0070379367
1835,13_1835-07-31_p2_sn87062070_0039334295A_1835073101_0939,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07638394,0.0009196384,0.30410936,0.0005420699,0.618045
1835,20_1835-01-23_p2_sn87062070_0039334295A_1835012301_0857,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95166945,0.016885245,0.0127371205,0.010176201,0.008531999
1835,12_1835-06-12_p2_sn87062070_0039334295A_1835061201_0911,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051132705,0.00081350456,0.9471733,0.00047913723,0.00040131647
1835,2_1835-08-27_p1_sn84020071_0041418294A_1835082701_0141,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14904734,0.3702795,0.0014061143,0.0011239335,0.47814307
1835,8_1835-11-06_p3_sn87062070_0039334295A_1835110601_0996,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008501814,0.30209434,0.003429019,0.002747451,0.6832274
1835,27_1835-11-20_p2_sn87062070_0039334295A_1835112001_1003,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077171415,0.023640795,0.017849144,0.014231186,0.86710745
1835,1_1835-02-05_p3_sn84020071_0041418294A_1835020501_0029,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23900591,0.002400333,0.49706164,0.0014415461,0.2600905
1835,24_1835-03-27_p3_sn87062070_0039334295A_1835032701_0874,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02254393,0.014581012,0.9464955,0.0089079505,0.007471597
1835,13_1835-01-02_p1_sn87062070_0039334295A_1835010201_0844,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002946161,0.0017400444,0.6219569,0.0010262147,0.37233073
1835,37_1835-05-07_p3_sn84020071_0041418294A_1835050701_0081,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004800498,0.49428257,0.0019967733,0.0016045693,0.49731556
1835,6_1835-11-20_p4_sn87062070_0039334295A_1835112001_1005,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041266144,0.2047287,0.0020765981,0.78766227,0.0014058552
1835,17_1835-08-06_p3_sn84020071_0041418294A_1835080601_0131,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34848425,0.06285187,0.028752148,0.06211756,0.4977941
1835,23_1835-07-10_p3_sn87062070_0039334295A_1835071001_0928,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03279602,0.018042425,0.40337774,0.009522311,0.5362615
1835,33_1835-09-18_p3_sn87062070_0039334295A_1835091801_0968,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17197321,0.0069115916,0.59033334,0.0039613913,0.22682044
1835,16_1835-06-05_p2_sn87062070_0039334295A_1835060501_0907,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047714557,0.008330507,0.93491554,0.0049166065,0.0041228333
1835,4_1835-09-18_p3_sn87062070_0039334295A_1835091801_0968,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002341912,0.0013257058,0.75785196,0.0007973998,0.23768301
1835,17_1835-08-13_p2_sn84020071_0041418294A_1835081301_0134,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123172544,0.0032169076,0.0023782079,0.0019049384,0.8693274
1835,15_1835-05-08_p1_sn87062070_0039334295A_1835050801_0890,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017470747,0.06803018,0.008832949,0.007137446,0.8985287
1835,9_1835-01-09_p1_sn87062070_0039334295A_1835010901_0848,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97260314,0.0098210415,0.007089968,0.0057085454,0.004777342
1835,14_1835-05-01_p3_sn87062070_0039334295A_1835050101_0888,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14475806,0.26318857,0.29796806,0.00048156385,0.29360375
1835,6_1835-05-28_p2_sn84020071_0041418294A_1835052801_0090,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042030723,0.077623874,0.080135055,0.04884839,0.78918964
1835,9_1835-08-13_p3_sn84020071_0041418294A_1835081301_0135,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057909098,0.7414274,0.029440666,0.15130155,0.019921236
1835,6_1835-03-20_p1_sn87062070_0039334295A_1835032001_0868,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26045275,0.06514036,0.0018764994,0.0015035145,0.6710269
1835,5_1835-08-28_p3_sn87062070_0039334295A_1835082801_0956,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027898202,0.7442089,0.012612721,0.2067486,0.00853155
1835,2_1835-08-07_p2_sn87062070_0039334295A_1835080701_0943,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019267244,0.012334416,0.70191175,0.007520317,0.25896627
1835,8_1835-09-17_p4_sn84020071_0041418294A_1835091701_0156,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9831742,0.005870641,0.004411491,0.003557353,0.00298629
1835,19_1835-02-26_p4_sn84020071_0041418294A_1835022601_0042,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9823025,0.0061747013,0.0046370425,0.0037436294,0.003142215
1835,10_1835-07-16_p1_sn84020071_0041418294A_1835071601_0117,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020380033,0.013747779,0.14187029,0.8169696,0.007032254
1835,66_1835-07-24_p4_sn87062070_0039334295A_1835072401_0937,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009770288,0.0065065753,0.004781828,0.9757108,0.0032304723
1835,23_1835-10-09_p4_sn87062070_0039334295A_1835100901_0981,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01823904,0.011872254,0.008455205,0.95574445,0.0056890477
1835,11_1835-04-24_p4_sn87062070_0039334295A_1835042401_0885,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031447636,0.038987175,0.051835254,0.9049736,0.001059199
1835,7_1835-08-28_p3_sn87062070_0039334295A_1835082801_0956,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17035933,0.00078176084,0.62527174,0.00046117188,0.20312595
1835,8_1835-10-02_p2_sn87062070_0039334295A_1835100201_0975,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021918152,0.0012895671,0.45987284,0.0007758696,0.5161436
1835,14_1835-07-24_p1_sn87062070_0039334295A_1835072401_0934,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041656,0.0028772717,0.00207948,0.0016824434,0.9891952
1835,30_1835-05-28_p3_sn84020071_0041418294A_1835052801_0091,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2856816,0.51671445,0.006149487,0.004918456,0.18653601
1835,29_1835-08-28_p3_sn87062070_0039334295A_1835082801_0956,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32378742,0.6422799,0.013759378,0.010963586,0.009209707
1835,14_1835-01-23_p2_sn87062070_0039334295A_1835012301_0857,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017190967,0.010528458,0.007764661,0.0062079974,0.958308
1835,38_1835-08-07_p2_sn87062070_0039334295A_1835080701_0943,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16596144,0.008099416,0.5687804,0.0049189134,0.25223982
1835,7_1835-06-04_p3_sn84020071_0041418294A_1835060401_0095,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22004096,0.6252771,0.00052443147,0.00041996554,0.15373757
1835,12_1835-04-02_p1_sn84020071_0041418294A_1835040201_0059,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10181859,0.03497274,0.14192052,0.0004554553,0.7208327
1835,6_1835-07-30_p2_sn84020071_0041418294A_1835073001_0126,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050145537,0.08754222,0.00046847435,0.00037631625,0.8614675
1835,14_1835-05-22_p3_sn87062070_0039334295A_1835052201_0900,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013797355,0.00083878386,0.99686456,0.0004987572,0.0004181701
1835,62_1835-11-27_p3_sn87062070_0039334295A_1835112701_1008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3328376,0.22998515,0.175693,0.14213863,0.11934564
1835,41_1835-09-10_p3_sn84020071_0041418294A_1835091001_0151,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5904454,0.3875468,0.0088857375,0.0071391463,0.0059828525
1835,34_1835-10-30_p3_sn87062070_0039334295A_1835103001_0992,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61780053,0.0031267,0.07949003,0.0018795662,0.29770315
1835,19_1835-01-09_p3_sn87062070_0039334295A_1835010901_0850,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009325239,0.005483409,0.48537105,0.0033128366,0.4965075
1835,3_1835-12-04_p4_sn87062070_0039334295A_1835120401_1013,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004019502,0.9910555,0.0019839783,0.0015990211,0.0013420905
1835,2_1835-02-13_p1_sn87062070_0039334295A_1835021301_0860,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008926148,0.18667477,0.40289596,0.0029196169,0.39858353
1835,30_1835-03-05_p2_sn84020071_0041418294A_1835030501_0044,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7728337,0.20801453,0.0077625676,0.006193834,0.005195273
1835,63_1835-09-18_p4_sn87062070_0039334295A_1835091801_0969,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022618657,0.9529976,0.009817043,0.007930802,0.0066357995
1835,3_1835-09-24_p2_sn84020071_0041418294A_1835092401_0158,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011393874,0.0006970166,0.026328241,0.00041529565,0.97142
1835,5_1835-07-23_p4_sn84020071_0041418294A_1835072301_0124,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033943953,0.0021167079,0.0015893254,0.99183285,0.0010666994
1835,30_1835-11-20_p2_sn87062070_0039334295A_1835112001_1003,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2720562,0.005745271,0.65642375,0.06292822,0.0028464927
1835,4_1835-05-15_p1_sn87062070_0039334295A_1835051501_0894,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065413914,0.9857582,0.003106445,0.0024983322,0.0020956362
