year,id,word_count,cooccur_topic1_letter,cooccur_topic2_white,cooccur_topic4_land,cooccur_topic5_fame,smallpox_burial_cooccurrences,cooccur_topic3_would,cooccur_topic4_good,cooccur_topic3_brig,cooccur_topic1_received,cooccur_topic4_viii,cooccur_topic1_year,smallpox_sick_cooccurrences,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic2_plain,cooccur_topic2_black,cooccur_topic4_town,cooccur_topic3_day,cooccur_topic5_notice,smallpox_epidemic_cooccurrences,cooccur_topic5_county,smallpox_death_cooccurrences,cooccur_topic3_state,cooccur_topic3_great,smallpox_died_cooccurrences,cooccur_topic2_cotton,smallpox_plague_cooccurrences,cooccur_topic4_portland,cooccur_topic5_make,cooccur_topic5_hereby,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1807,12_1807-12-07_p1_sn83016082_00332895072_1807120701_0304,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9662798,0.01167156,0.008938395,0.0071217567,0.005988463
1807,15_1807-11-02_pNone_sn83016082_00332895072_1807110201_0286,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056935437,0.22288571,0.005370953,0.5903387,0.124469206
1807,31_1807-06-08_pNone_sn83016082_00332895072_1807060801_0202,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5364177,0.009305797,0.44377926,0.00571185,0.0047853217
1807,33_1807-11-02_pNone_sn83016082_00332895072_1807110201_0287,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1880635,0.80148894,0.0042130165,0.0033893955,0.0028451951
1807,15_1807-10-05_pNone_sn83016082_00332895072_1807100501_0268,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5987958,0.36736006,0.01368652,0.010967536,0.009190114
1807,12_1807-05-11_pNone_sn83016082_00332895072_1807051101_0185,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5185687,0.0050907745,0.470641,0.0031005826,0.0025989776
1807,5_1807-11-02_pNone_sn83016082_00332895072_1807110201_0286,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109650485,0.3354347,0.007090175,0.54304427,0.004780413
1807,14_1807-06-01_p1_sn83016082_00332895072_1807060101_0196,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6958713,0.10649464,0.00882462,0.18180914,0.0070003285
1807,12_1807-11-02_pNone_sn83016082_00332895072_1807110201_0287,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013071566,0.9712211,0.006321816,0.0051194583,0.0042660874
1807,49_1807-11-02_pNone_sn83016082_00332895072_1807110201_0287,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028990675,0.014448249,0.011112238,0.80657303,0.13887577
