year,id,word_count,cooccur_topic3_house,cooccur_topic5_white,cooccur_topic2_bank,cooccur_topic3_public,cooccur_topic1_work,smallpox_burial_cooccurrences,cooccur_topic4_would,cooccur_topic4_good,cooccur_topic4_france,cooccur_topic1_received,smallpox_sick_cooccurrences,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic5_black,cooccur_topic2_town,cooccur_topic5_company,smallpox_epidemic_cooccurrences,cooccur_topic2_county,smallpox_death_cooccurrences,cooccur_topic4_state,cooccur_topic1_read,cooccur_topic4_great,cooccur_topic1_american,smallpox_died_cooccurrences,cooccur_topic5_cotton,smallpox_plague_cooccurrences,cooccur_topic2_time,cooccur_topic1_vessel,cooccur_topic5_shall,cooccur_topic3_bill,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1811,21_1811-07-15_pNone_sn83016082_00332895084_1811071501_0321,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04643519,0.8987412,0.022050923,0.017830536,0.014942104
1811,11_1811-07-01_pNone_sn83016082_00332895084_1811070101_0310,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3705748,0.017303929,0.012604269,0.01018037,0.58933663
1811,5_1811-07-01_pNone_sn83016082_00332895084_1811070101_0310,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006667769,0.0036510571,0.9857093,0.0021620616,0.001809714
1811,31_1811-07-15_pNone_sn83016082_00332895084_1811071501_0321,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77325743,0.080885865,0.058589596,0.047450747,0.039816394
1811,3_1811-07-15_pNone_sn83016082_00332895084_1811071501_0321,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06730348,0.0077534053,0.005881566,0.004743179,0.9143184
1811,7_1811-07-15_pNone_sn83016082_00332895084_1811071501_0321,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17503549,0.79576784,0.011752666,0.0094845975,0.007959398
1811,7_1811-12-02_pNone_sn83016082_00332895084_1811120201_0401,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26791564,0.0107135605,0.70945203,0.0064895116,0.0054292576
1811,31_1811-12-02_pNone_sn83016082_00332895084_1811120201_0401,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018113919,0.011351338,0.9580711,0.006779695,0.005684008
1811,3_1811-07-01_p2_sn83016082_00332895084_1811070101_0311,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25265554,0.24047552,0.0055658733,0.4975689,0.0037341677
1811,12_1811-07-01_pNone_sn83016082_00332895084_1811070101_0310,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02901281,0.02015672,0.9289965,0.011858982,0.009975023
1811,24_1811-07-15_pNone_sn83016082_00332895084_1811071501_0321,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2892002,0.67084765,0.01614886,0.0129411025,0.010862242
