year,id,word_count,cooccur_topic1_house,cooccur_topic2_white,cooccur_topic5_land,cooccur_topic2_silk,cooccur_topic3_bank,cooccur_topic3_public,cooccur_topic5_faid,smallpox_burial_cooccurrences,cooccur_topic4_would,smallpox_sick_cooccurrences,cooccur_topic4_year,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic2_black,cooccur_topic5_court,cooccur_topic1_town,smallpox_epidemic_cooccurrences,cooccur_topic4_part,cooccur_topic3_upon,cooccur_topic5_county,smallpox_death_cooccurrences,cooccur_topic4_state,smallpox_died_cooccurrences,cooccur_topic2_cotton,smallpox_plague_cooccurrences,cooccur_topic5_said,cooccur_topic3_make,cooccur_topic2_large,cooccur_topic1_shall,cooccur_topic4_country,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1817,31_1817-10-07_pNone_sn83016082_00332895096_1817100701_0545,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028269967,0.14226656,0.8076532,0.011853775,0.009956579
1817,38_1817-07-15_p2_sn83016082_00332895096_1817071501_0495,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13181993,0.32887134,0.010508716,0.00839409,0.520406
1817,29_1817-06-10_p1_sn83016082_00332895096_1817061001_0474,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062659024,0.0040498083,0.32700574,0.61986667,0.04281193
1817,21_1817-07-22_p2_sn83016082_00332895096_1817072201_0499,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98273134,0.0059625013,0.0045821005,0.003660597,0.0030634403
1817,45_1817-07-15_p4_sn83016082_00332895096_1817071501_0497,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16674218,0.11513097,0.58732474,0.07107041,0.05973177
1817,12_1817-01-11_p1_sn83016082_00332895096_1817011101_0398,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63789064,0.337644,0.009912965,0.007916175,0.0066362
1817,45_1817-01-11_p2_sn83016082_00332895096_1817011101_0399,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86277467,0.049388286,0.03537971,0.02854878,0.023908513
1817,3_1817-06-10_p1_sn83016082_00332895096_1817061001_0474,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5949235,0.010063083,0.00744467,0.0059529254,0.38161585
1817,4_1817-07-22_p3_sn83016082_00332895096_1817072201_0500,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7497506,0.10571325,0.13608655,0.004596541,0.0038530899
1817,31_1817-09-30_p4_sn83016082_00332895096_1817093001_0541,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37736845,0.5950695,0.011175761,0.00892256,0.007463757
1817,10_1817-07-22_p4_sn83016082_00332895096_1817072201_0501,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010030621,0.1384053,0.0037954818,0.8452257,0.0025428685
1817,27_1817-01-11_p1_sn83016082_00332895096_1817011101_0398,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20295084,0.7813268,0.006365394,0.0050929645,0.0042640674
1817,26_1817-07-15_p2_sn83016082_00332895096_1817071501_0495,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02785882,0.016025532,0.011759977,0.9363925,0.00796317
1817,20_1817-07-22_p3_sn83016082_00332895096_1817072201_0500,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081984075,0.9811334,0.0042890464,0.0034677882,0.0029112934
1817,20_1817-07-15_p4_sn83016082_00332895096_1817071501_0497,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01826451,0.012181229,0.9557851,0.0074843303,0.0062848846
1817,37_1817-07-15_p2_sn83016082_00332895096_1817071501_0495,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4125552,0.002834447,0.31780538,0.2653482,0.0014568617
1817,1_1817-01-11_p3_sn83016082_00332895096_1817011101_0400,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008421062,0.04029062,0.0041378546,0.0033192392,0.9438312
1817,34_1817-07-15_p2_sn83016082_00332895096_1817071501_0495,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008370133,0.17641209,0.0036539407,0.80912477,0.0024391508
1817,29_1817-06-24_p4_sn83016082_00332895096_1817062401_0485,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9436202,0.019746464,0.014781354,0.011897543,0.009954352
1817,2_1817-07-15_p3_sn83016082_00332895096_1817071501_0496,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003987105,0.117329955,0.0017650101,0.87573534,0.0011825432
1817,18_1817-07-22_p4_sn83016082_00332895096_1817072201_0501,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00620448,0.98583764,0.0032014705,0.0025859356,0.0021704847
