year,id,word_count,cooccur_topic4_house,cooccur_topic3_prize,cooccur_topic1_hundred,smallpox_burial_cooccurrences,cooccur_topic5_would,cooccur_topic5_like,smallpox_sick_cooccurrences,cooccur_topic1_year,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic1_dollar,cooccur_topic4_street,cooccur_topic3_number,smallpox_epidemic_cooccurrences,cooccur_topic5_upon,cooccur_topic3_ticket,cooccur_topic4_wilmington,smallpox_death_cooccurrences,cooccur_topic3_state,smallpox_died_cooccurrences,cooccur_topic5_every,smallpox_plague_cooccurrences,cooccur_topic4_market,cooccur_topic2_said,cooccur_topic5_time,cooccur_topic1_shall,cooccur_topic4_john,cooccur_topic2_country,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1827,7_1827-01-12_p1_sn82014894_00271740219_1827011201_0030,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9891549,0.00377416,0.0028488175,0.002296123,0.0019259822
1827,13_1827-08-16_p3_sn85042523_00271740244_1827081601_0839,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059707932,0.005298598,0.003878827,0.0030340408,0.9280806
1827,13_1827-12-14_p3_sn83025530_00271740220_1827121401_0287,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019890685,0.87451196,0.009380511,0.007503976,0.088712886
1827,36_1827-07-19_p3_sn85042523_00271740244_1827071901_0823,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018047035,0.96099854,0.008476888,0.00678811,0.0056894184
1827,5_1827-09-13_p1_sn85042523_00271740244_1827091301_0853,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048219133,0.014578531,0.0014873318,0.0011883498,0.9345267
1827,2_1827-11-27_p4_sn83025530_00271740220_1827112701_0275,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6988041,0.002242473,0.0016980711,0.29610625,0.0011491672
1827,36_1827-06-21_p2_sn85042523_00271740244_1827062101_0805,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51373625,0.01329186,0.33802852,0.1283043,0.0066390126
1827,35_1827-01-25_p3_sn85042523_00271740244_1827012501_0721,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040529394,0.047264256,0.15009294,0.0014295173,0.7971603
1827,22_1827-10-19_p4_sn83025530_00271740220_1827101901_0225,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031967506,0.021642422,0.01609839,0.9194334,0.010858322
1827,1_1827-01-04_p1_sn85042523_00271740244_1827010401_0707,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09837393,0.5776863,0.002266877,0.0018065285,0.31986645
