year,id,word_count,cooccur_topic2_house,cooccur_topic3_bank,smallpox_burial_cooccurrences,cooccur_topic5_would,cooccur_topic4_good,smallpox_sick_cooccurrences,cooccur_topic2_year,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic4_street,cooccur_topic1_court,cooccur_topic2_york,smallpox_epidemic_cooccurrences,cooccur_topic5_upon,cooccur_topic4_medicine,cooccur_topic2_mile,cooccur_topic1_county,smallpox_death_cooccurrences,cooccur_topic3_state,smallpox_died_cooccurrences,cooccur_topic4_disease,cooccur_topic5_every,smallpox_plague_cooccurrences,cooccur_topic5_said,cooccur_topic4_sale,cooccur_topic3_people,cooccur_topic5_time,cooccur_topic1_shall,cooccur_topic2_john,cooccur_topic3_country,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1839,34_1839-05-28_p4_sn83016527_00212475130_1839052801_0510,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028095106,0.19730958,0.0013370058,0.7976448,0.0008991427
1839,4_1839-11-07_p1_sn82014358_00332895631_1839110701_0340,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016634893,0.81113034,0.007769118,0.006197906,0.15826774
1839,34_1839-11-21_p2_sn82014358_00332895631_1839112101_0349,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18717898,0.5934681,0.08824649,0.071399115,0.059707265
1839,3_1839-08-15_p1_sn83030312_00271743130_1839081501_0478,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003354868,0.41485807,0.5343385,0.0011508222,0.046297785
1839,35_1839-07-06_p3_sn86053569_00415661502_1839070601_0419,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10486589,0.32863247,0.007726829,0.5535684,0.005206417
1839,37_1839-04-06_p3_sn87065654_00295878216_1839040601_0709,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064121354,0.9868235,0.002733772,0.0021924663,0.0018381305
1839,44_1839-07-29_p3_sn83030312_00271743130_1839072901_0420,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014723412,0.9676204,0.0071358327,0.005733505,0.004786885
1839,5_1839-01-08_p2_sn83016864_00295878186_1839010801_0623,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069628414,0.004362202,0.83959687,0.0025980538,0.14648005
1839,4_1839-04-27_pNone_sn87065654_00295878216_1839042701_0720,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17692593,0.005416852,0.0039692833,0.0031685187,0.8105194
1839,28_1839-12-07_p4_sn87065654_00295878216_1839120701_0846,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038944494,0.025804318,0.906139,0.015817814,0.01329426
1839,10_1839-12-05_p2_sn82014358_00332895631_1839120501_0357,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97137743,0.010288544,0.007416469,0.0059372485,0.0049803313
1839,14_1839-07-27_p2_sn86053569_00415661502_1839072701_0430,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015071762,0.9666478,0.007349434,0.0059547597,0.0049762414
1839,42_1839-07-03_p4_sn85042147_00202197966_1839070301_0318,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5985533,0.3963434,0.0020563754,0.0016571559,0.0013897779
1839,16_1839-01-05_p2_sn86053569_00415661502_1839010501_0314,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019357324,0.67832834,0.009375998,0.28664926,0.006289084
1839,7_1839-11-28_p1_sn82014358_00332895631_1839112801_0352,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016475083,0.010286316,0.0077120336,0.0062182085,0.9593084
1839,31_1839-07-27_p1_sn86053569_00415661502_1839072701_0429,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034693897,0.023341727,0.017975288,0.9120368,0.01195229
1839,37_1839-10-03_pNone_sn83030312_00271743130_1839100301_0649,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036142857,0.0023357396,0.0017693329,0.9910973,0.0011833606
1839,6_1839-11-09_p3_sn83016867_00295877637_1839110901_0457,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007101692,0.35012564,0.38037032,0.26030436,0.0020980218
1839,17_1839-05-31_pNone_sn83030312_00271743130_1839053101_0202,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00432199,0.002812835,0.0021218066,0.89822286,0.09252049
1839,18_1839-09-18_pNone_sn83030312_00271743130_1839091801_0594,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011335153,0.16815442,0.005544851,0.8112286,0.0037370457
1839,5_1839-02-07_pNone_sn83016942_00295878204_1839020701_0800,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24000023,0.16529483,0.0025453353,0.0020398218,0.59011984
1839,14_1839-07-30_p3_sn83030312_00271743130_1839073001_0424,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008172741,0.44323003,0.0036437125,0.0029155544,0.542038
1839,28_1839-09-25_p2_sn83030312_00271743130_1839092501_0619,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018953972,0.4860555,0.0010629805,0.0008558718,0.49307165
1839,42_1839-07-29_p1_sn83030312_00271743130_1839072901_0418,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058336962,0.25514305,0.029502781,0.6371046,0.019912617
1839,2_1839-12-26_p2_sn84020071_0041418294A_1839122601_1052,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005615012,0.1645091,0.5998381,0.0018297993,0.22820799
1839,12_1839-12-26_p2_sn82014358_00332895631_1839122601_0369,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089579426,0.013119906,0.8827363,0.007916507,0.00664796
1839,1_1839-07-25_p1_sn84020071_0041418294A_1839072501_0963,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9907881,0.0032136433,0.002413434,0.0019492054,0.0016355703
1839,6_1839-01-19_p4_sn86053569_00415661502_1839011901_0324,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08241995,0.0047588614,0.0035536732,0.906875,0.0023925528
1839,14_1839-04-06_p3_sn87065654_00295878216_1839040601_0709,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010669832,0.09367137,0.0046542,0.0037587536,0.88724583
1839,7_1839-10-26_p4_sn83030312_00271743130_1839102601_0725,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02937973,0.02019077,0.014803821,0.34017792,0.5954477
1839,42_1839-11-21_p3_sn82014358_00332895631_1839112101_0350,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072491104,0.33244208,0.38659272,0.09130684,0.18240929
1839,8_1839-08-31_pNone_sn83030312_00271743130_1839083101_0534,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020731768,0.2477641,0.12430659,0.6001581,0.007039457
1839,21_1839-09-09_p1_sn83030312_00271743130_1839090901_0562,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008221621,0.0054036,0.004055362,0.497083,0.48523638
1839,26_1839-12-23_p7_sn83030312_00271743130_1839122301_0924,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011961203,0.07777317,0.22788958,0.6927903,0.0003508806
1839,21_1839-12-24_p3_sn83030312_00271743130_1839122401_0929,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03227112,0.08814188,0.013677282,0.010986314,0.8549234
1839,9_1839-04-27_pNone_sn87065654_00295878216_1839042701_0720,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3770901,0.0042342125,0.23442437,0.002546808,0.38170454
1839,11_1839-01-12_p4_sn86053569_00415661502_1839011201_0320,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016145542,0.96385795,0.008085709,0.006481601,0.005429173
1839,42_1839-08-05_p4_sn83030312_00271743130_1839080501_0445,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03222534,0.92793185,0.016024718,0.012963864,0.010854169
1839,10_1839-12-26_p3_sn84020071_0041418294A_1839122601_1053,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85867435,0.12562405,0.0063380376,0.005089139,0.0042744493
1839,1_1839-09-18_p2_sn83030312_00271743130_1839091801_0595,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055769708,0.35023284,0.0038725503,0.0031040704,0.5870209
1839,56_1839-09-18_pNone_sn83030312_00271743130_1839091801_0594,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013461098,0.010432463,0.0067997803,0.96471006,0.0045965216
1839,32_1839-01-02_pNone_sn86053970_0029587885A_1839010201_0485,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83184147,0.058571868,0.04407792,0.035606742,0.02990196
1839,2_1839-11-04_pNone_sn83030312_00271743130_1839110401_0752,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036977322,0.13297437,0.14364374,0.7186257,0.0010584369
1839,2_1839-06-27_p4_sn84020071_0041418294A_1839062701_0950,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026157175,0.32926565,0.001144174,0.17221408,0.49476036
1839,8_1839-11-23_p2_sn83030312_00271743130_1839112301_0819,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3030808,0.33773416,0.19468498,0.007128836,0.15737124
1839,37_1839-04-23_pNone_sn83016884_00295877662_1839042301_0632,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11942906,0.17646296,0.009308263,0.6885092,0.0062905033
1839,11_1839-09-13_pNone_sn83030312_00271743130_1839091301_0580,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050461357,0.0027476558,0.0020441187,0.74721193,0.24295014
1839,24_1839-07-30_pNone_sn83016884_0041566199A_1839073001_0037,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2887983,0.64836276,0.02530819,0.020442467,0.01708833
1839,62_1839-10-25_p1_sn83030312_00271743130_1839102501_0718,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036701903,0.024774615,0.017698191,0.9088829,0.011942431
1839,11_1839-11-30_p2_sn87065654_00295878216_1839113001_0840,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013018979,0.008273375,0.8186855,0.15589455,0.0041275606
1839,36_1839-06-12_pNone_sn85042147_00202197966_1839061201_0306,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035232518,0.92474085,0.016192043,0.01297191,0.01086272
1839,6_1839-05-18_p2_sn87065654_00295878216_1839051801_0732,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051634563,0.036112852,0.95497566,0.0020396549,0.001708334
1839,14_1839-02-06_p3_sn83016864_00295878186_1839020601_0630,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11095512,0.008944046,0.0065590567,0.0052732565,0.86826855
1839,15_1839-09-07_pNone_sn83030312_00271743130_1839090701_0559,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025561871,0.45800143,0.0118652,0.2647577,0.23981379
1839,14_1839-01-12_p3_sn86053569_00415661502_1839011201_0319,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066975513,0.0042655487,0.0031729373,0.00255702,0.98330694
1839,10_1839-12-23_p4_sn83030312_00271743130_1839122301_0921,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29318377,0.23413551,0.0119705135,0.18673874,0.2739715
1839,2_1839-10-25_p1_sn83030312_00271743130_1839102501_0718,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009929184,0.0065196874,0.0049111512,0.97532165,0.0033182933
1839,16_1839-11-16_p4_sn83016867_00295877637_1839111601_0462,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27664655,0.0063425773,0.0046655866,0.21896747,0.49337783
