year,id,word_count,cooccur_topic5_church,smallpox_kill_cooccurrences,smallpox_plague_cooccurrences,smallpox_sick_cooccurrences,cooccur_topic4_train,smallpox_grave_cooccurrences,smallpox_outbreak_cooccurrences,smallpox_perish_cooccurrences,smallpox_mortality_cooccurrences,cooccur_topic3_state,cooccur_topic4_steamship,cooccur_topic3_party,cooccur_topic2_house,cooccur_topic5_said,smallpox_burial_cooccurrences,smallpox_epidemic_cooccurrences,smallpox_fatality_cooccurrences,smallpox_infection_cooccurrences,smallpox_contagion_cooccurrences,cooccur_topic1_county,cooccur_topic4_york,cooccur_topic5_time,smallpox_casualty_cooccurrences,cooccur_topic5_would,smallpox_death_cooccurrences,smallpox_disease_cooccurrences,smallpox_endemic_cooccurrences,smallpox_suffering_cooccurrences,smallpox_victim_cooccurrences,smallpox_afflicted_cooccurrences,smallpox_succumb_cooccurrences,cooccur_topic1_city,cooccur_topic3_people,cooccur_topic1_street,cooccur_topic4_sale,smallpox_case_cooccurrences,cooccur_topic5_upon,smallpox_died_cooccurrences,smallpox_pandemic_cooccurrences,smallpox_obituary_cooccurrences,cooccur_topic4_market,cooccur_topic2_good,cooccur_topic2_year,smallpox_deceased_cooccurrences,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1870,3_1870-01-29_p1_sn82014998_00279558029_1870012901_0091,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80458754,0.18259239,0.0051671886,0.0041695517,0.003483447
1870,94_1870-03-02_p1_sn83045462_00280654334_1870030201_0728,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9757125,0.00859396,0.0063290736,0.0050947266,0.0042697308
1870,24_1870-10-13_p9_sn83030313_00271743725_1870101301_0170,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9598592,0.014104243,0.010472355,0.0084786825,0.0070855087
1870,5_1870-08-03_p11_sn83030313_00271743713_1870080301_0355,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014183248,0.6034843,0.22488123,0.00053715636,0.169679
1870,22_1870-12-26_p4_sn83030313_00271743725_1870122601_1074,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129996855,0.0077191466,0.0057803974,0.0044648773,0.9690359
1870,18_1870-01-29_p3_sn82014899_00211105483_1870012901_0791,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028742969,0.019424409,0.92999995,0.011871393,0.00996133
1870,16_1870-02-21_p2_sn83030313_00271743695_1870022101_0577,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58449763,0.0108992895,0.008114646,0.006508674,0.3899798
1870,5_1870-02-01_p9_sn83030313_00271743695_1870020101_0368,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39123726,0.60390264,0.001965876,0.0015751156,0.0013191866
1870,8_1870-06-25_p2_sn85025134_00279556720_1870062501_0298,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6770354,0.0077590644,0.306735,0.004607281,0.0038632853
1870,74_1870-04-20_p3_sn83030272_00206536111_1870042001_0399,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515663,0.46408907,0.022505077,0.44667685,0.015162683
1870,19_1870-09-09_p4_sn83030214_0020653106A_1870090901_0066,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071791805,0.009046164,0.90920585,0.0054146135,0.0045415955
1870,12_1870-11-17_p1_sn84020071_00393347259_1870111701_0187,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001000214,0.34783748,0.00045648628,0.00036522854,0.65034056
1870,18_1870-10-31_p5_sn83030313_00271743725_1870103101_0398,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40043026,0.2734399,0.00029925085,0.0002403816,0.32559016
1870,18_1870-07-22_p7_sn83030313_00271743713_1870072201_0215,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011777542,0.10346236,0.1395633,0.7415051,0.0036916072
1870,14_1870-05-20_pNone_sn83009571_00279523921_1870052001_0296,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173974,0.0032970319,0.81907284,0.0019931307,0.0016630451
1870,9_1870-11-12_p3_sn83030214_0020653106A_1870111201_0529,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005547739,0.05353272,0.002522058,0.9366906,0.0017068898
1870,38_1870-10-30_p4_sn83030313_00271743725_1870103001_0379,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46743205,0.49878624,0.013627486,0.010960557,0.00919365
1870,2_1870-10-14_p3_sn83030313_00271743725_1870101401_0176,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23533012,0.0020045352,0.4728341,0.001182092,0.28864914
1870,7_1870-03-15_p3_sn83030313_00271743695_1870031501_0814,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02677817,0.0004849132,0.892387,0.08010589,0.00024400128
1870,34_1870-03-27_p11_sn83030313_00271743695_1870032701_0950,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9434638,0.019850463,0.014757007,0.011933313,0.009995375
1870,27_1870-06-14_p1_sn83030313_00271743701_1870061401_0908,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74611306,0.0041583558,0.003084119,0.0024663336,0.24417816
1870,61_1870-01-01_p3_sn83030272_00206536111_1870010101_0010,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3065215,0.68771833,0.0023193373,0.0018733653,0.0015674584
1870,13_1870-06-02_p3_sn90061771_00200292807_1870060201_0093,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6616159,0.005177273,0.327505,0.0031001733,0.002601624
1870,3_1870-01-07_p8_sn83030313_00271743695_1870010701_0089,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023020525,0.0014474635,0.001085878,0.9944298,0.00073477667
1870,17_1870-09-10_p4_sn83030214_0020653106A_1870091001_0074,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007378511,0.004651975,0.005161608,0.15105177,0.8317562
1870,19_1870-01-29_p4_sn82015099_00279556689_1870012901_0436,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014326866,0.0009457125,0.0006955707,0.9964581,0.00046788913
1870,16_1870-08-06_p1_sn87090488_00295878526_1870080601_0299,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021403509,0.74646556,0.07618875,0.00079527806,0.17441006
1870,8_1870-09-09_p6_sn83030313_00271743713_1870090901_0752,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053358614,0.118034504,0.3130639,0.0017627752,0.561803
1870,1_1870-04-25_p7_sn83030313_00271743701_1870042501_0322,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006662319,0.0038226827,0.25903094,0.3485153,0.38196877
1870,23_1870-08-06_p1_sn82014998_00279558029_1870080601_0199,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052627195,0.8764591,0.11444739,0.0020833332,0.0017473953
1870,38_1870-03-09_p6_sn83030313_00271743695_1870030901_0753,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010558218,0.10919662,0.8729568,0.003967458,0.003320822
1870,40_1870-07-28_p3_sn82014248_00332895163_1870072801_0705,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040055797,0.9106776,0.020044774,0.015892541,0.013329267
1870,54_1870-08-16_p2_sn84022991_00513688076_1870081601_0268,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9098846,0.003447853,0.08291474,0.002042233,0.0017106571
1870,16_1870-12-10_p9_sn83030313_00271743725_1870121001_0886,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011937615,0.9200826,0.000531816,0.07783518,0.00035663397
1870,38_1870-09-27_p13_sn83030313_00271743713_1870092701_0978,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9470997,0.018803552,0.013906067,0.010980901,0.009209857
1870,3_1870-04-23_p8_sn83030214_00206530947_1870042301_0826,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29025474,0.047574367,0.0014251131,0.0011436002,0.65960217
1870,10_1870-02-02_p4_sn83030214_00206530947_1870020201_0238,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060442085,0.0034758537,0.98665696,0.0020790927,0.0017438638
1870,41_1870-03-10_p1_sn84020071_00393347259_1870031001_0043,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3896453,0.009710925,0.5900398,0.005775936,0.0048279515
