year,id,word_count,cooccur_topic1_house,cooccur_topic2_white,cooccur_topic5_land,cooccur_topic2_silk,cooccur_topic3_bank,cooccur_topic3_public,cooccur_topic5_faid,smallpox_burial_cooccurrences,cooccur_topic4_would,smallpox_sick_cooccurrences,cooccur_topic4_year,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic2_black,cooccur_topic5_court,cooccur_topic1_town,smallpox_epidemic_cooccurrences,cooccur_topic4_part,cooccur_topic3_upon,cooccur_topic5_county,smallpox_death_cooccurrences,cooccur_topic4_state,smallpox_died_cooccurrences,cooccur_topic2_cotton,smallpox_plague_cooccurrences,cooccur_topic5_said,cooccur_topic3_make,cooccur_topic2_large,cooccur_topic1_shall,cooccur_topic4_country,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1819,17_1819-04-27_p3_sn83016083_00332895096_1819042701_0866,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42563212,0.20494676,0.017741375,0.014271286,0.3374085
1819,13_1819-12-14_p4_sn85025061_00513684939_1819121401_0267,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026360983,0.014860351,0.01116651,0.94013965,0.0074724853
1819,17_1819-02-02_p3_sn83016083_00332895096_1819020201_0822,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024486875,0.015513554,0.9425522,0.009487404,0.007959939
1819,9_1819-06-01_p3_sn85025061_00513684939_1819060101_0158,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26296577,0.5093667,0.2186348,0.004910579,0.00412218
1819,2_1819-05-11_p3_sn83016083_00332895096_1819051101_0874,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011804005,0.006530627,0.471316,0.36885583,0.14149348
1819,20_1819-10-26_p3_sn85025061_00513684939_1819102601_0238,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044484707,0.044297505,0.0018547467,0.94815385,0.0012453628
1819,1_1819-04-20_p1_sn83016083_00332895096_1819042001_0860,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742419,0.0042916657,0.24851887,0.00259928,0.0021712673
1819,32_1819-08-31_pNone_sn85025061_00513684939_1819083101_0207,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018561002,0.06432399,0.90463173,0.0067870617,0.0056962604
1819,20_1819-12-28_p1_sn85025061_00513684939_1819122801_0272,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90749115,0.009277786,0.0727557,0.0056943344,0.004781055
1819,5_1819-01-12_p3_sn83016083_00332895096_1819011201_0810,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048947586,0.0031499884,0.0023844445,0.0019242009,0.9876466
