year,id,word_count,cooccur_topic1_house,cooccur_topic2_bank,smallpox_burial_cooccurrences,cooccur_topic3_would,cooccur_topic1_good,cooccur_topic4_remedy,smallpox_sick_cooccurrences,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic4_street,cooccur_topic2_york,cooccur_topic4_cure,cooccur_topic5_court,cooccur_topic5_bill,smallpox_epidemic_cooccurrences,cooccur_topic3_upon,cooccur_topic4_medicine,cooccur_topic5_county,cooccur_topic1_also,smallpox_death_cooccurrences,cooccur_topic2_city,cooccur_topic3_great,cooccur_topic5_state,smallpox_died_cooccurrences,cooccur_topic4_disease,smallpox_plague_cooccurrences,cooccur_topic5_said,cooccur_topic1_sale,cooccur_topic3_time,cooccur_topic2_john,cooccur_topic2_last,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1844,46_1844-02-08_p4_sn83030213_00206530194_1844020801_0460,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005788318,0.0036918777,0.00276439,0.9858874,0.0018679755
1844,11_1844-08-28_p3_sn83030213_00206530200_1844082801_0511,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07362018,0.006583279,0.70590985,0.003861961,0.21002473
1844,25_1844-12-24_p1_sn83030313_00271742903_1844122401_0718,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019241784,0.5308502,0.0088975215,0.43503338,0.0059771826
1844,26_1844-12-18_p3_sn82007022_00393342882_1844121801_0269,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5819556,0.0048488267,0.003627566,0.00291571,0.40665233
1844,2_1844-11-21_p1_sn83030213_00206530212_1844112101_0069,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041229697,0.0027224051,0.0020455066,0.9897343,0.0013748409
1844,89_1844-03-19_p3_sn83030213_00206530194_1844031901_0607,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9692112,0.010796255,0.008061269,0.0064949794,0.0054363124
1844,85_1844-08-03_p2_sn83030213_00206530200_1844080301_0426,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104898326,0.87881434,0.006574202,0.0052849464,0.0044282167
1844,43_1844-09-07_p2_sn83030213_00206530200_1844090701_0546,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30521092,0.6703395,0.009866719,0.007940047,0.0066428855
1844,26_1844-09-27_p3_sn83030313_00271742903_1844092701_0372,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23475929,0.73143667,0.013600948,0.010988506,0.009214613
1844,82_1844-12-07_p3_sn84037932_00415668946_1844120701_0218,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90328676,0.03405544,0.025257442,0.020336697,0.017063659
1844,14_1844-03-15_p2_sn83030213_00206530194_1844031501_0590,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015993666,0.671604,0.006375932,0.005100341,0.3009261
1844,12_1844-07-31_p1_sn83030213_00206530200_1844073101_0413,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021146815,0.97495615,0.0015761629,0.0012627639,0.001058109
1844,29_1844-02-15_p3_sn83030213_00206530194_1844021501_0483,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6085774,0.009889358,0.0074155075,0.0059644585,0.36815336
1844,2_1844-06-03_p2_sn83030213_00206530200_1844060301_0218,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026292163,0.0016824765,0.0012309852,0.0009853148,0.993472
1844,5_1844-10-02_p2_sn83030213_00206530200_1844100201_0630,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12226056,0.25755855,0.61816126,0.0010989961,0.0009206351
1844,34_1844-10-17_p4_sn83030313_00271742903_1844101701_0455,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4595192,0.002212675,0.0016728936,0.5354675,0.0011277574
1844,21_1844-12-13_p4_sn83030313_00271742903_1844121301_0689,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9838419,0.005652029,0.004247949,0.003409014,0.0028491162
1844,11_1844-10-09_p4_sn85042147_00296022603_1844100901_0168,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7666811,0.0032317238,0.051966004,0.0019039639,0.17621715
1844,24_1844-04-03_p4_sn83030213_00206530200_1844040301_0012,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9791875,0.0074216635,0.005427797,0.004331851,0.0036311678
1844,97_1844-10-25_p3_sn83030213_00206530200_1844102501_0711,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01161764,0.0066071893,0.0049298718,0.97352475,0.0033205405
1844,2_1844-06-15_p3_sn87090169_00295878174_1844061501_0402,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086673,0.00278571,0.002086853,0.0016788575,0.98478127
1844,93_1844-07-23_p4_sn83030313_00271742903_1844072301_0105,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073908684,0.005028896,0.0036246562,0.9815127,0.0024428412
1844,40_1844-05-29_p2_sn82007022_00393342882_1844052901_0152,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040279206,0.91062677,0.019981664,0.015820106,0.013292354
1844,65_1844-07-17_p3_sn83030313_00271742903_1844071701_0080,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015436331,0.96621007,0.0074338927,0.0059371395,0.00498265
1844,41_1844-03-13_p3_sn83030213_00206530194_1844031301_0583,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015236859,0.28462046,0.0063300375,0.6895407,0.004271972
1844,5_1844-03-20_p1_sn82007022_00393342882_1844032001_0111,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050033317,0.0030822542,0.9884947,0.0018639727,0.0015558297
1844,2_1844-09-12_p3_sn84020071_00414182951_1844091201_0905,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011488777,0.49172845,0.005381807,0.004325719,0.48707527
1844,12_1844-08-10_p4_sn82016488_00513688040_1844081001_0296,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46823472,0.11975761,0.4088019,0.0017457341,0.0014600701
1844,51_1844-05-04_p3_sn87090169_00295878174_1844050401_0386,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026511246,0.017066972,0.0126441065,0.010193925,0.93358374
1844,50_1844-10-03_p2_sn83030313_00271742903_1844100301_0395,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005093947,0.0032602688,0.89293313,0.0019559695,0.09675673
1844,8_1844-10-22_p2_sn83030313_00271742903_1844102201_0473,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009800361,0.0063504777,0.00467082,0.0037506986,0.9754277
1844,73_1844-09-11_p2_sn83030213_00206530200_1844091101_0558,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046154726,0.33937466,0.17971474,0.0016819849,0.47461313
1844,8_1844-07-08_p2_sn83030213_00206530200_1844070801_0334,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007679162,0.8410837,0.14608493,0.0028039939,0.002348213
1844,30_1844-02-06_p1_sn82007022_00393342882_1844020601_0087,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074026594,0.0050149783,0.0037609292,0.0030307767,0.9807907
