year,id,word_count,cooccur_topic2_little,cooccur_topic1_house,cooccur_topic4_range,cooccur_topic4_land,cooccur_topic3_public,smallpox_burial_cooccurrences,cooccur_topic5_would,cooccur_topic1_good,smallpox_sick_cooccurrences,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic3_dollar,cooccur_topic4_black,cooccur_topic2_court,smallpox_epidemic_cooccurrences,cooccur_topic5_upon,cooccur_topic2_county,smallpox_death_cooccurrences,cooccur_topic5_great,cooccur_topic5_state,smallpox_died_cooccurrences,cooccur_topic4_township,smallpox_plague_cooccurrences,cooccur_topic4_said,cooccur_topic5_people,cooccur_topic1_time,cooccur_topic3_shall,cooccur_topic3_hundred,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1834,44_1834-06-27_p4_sn87062070_0039334295A_1834062701_0765,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13047993,0.0061059617,0.85668904,0.0036600013,0.0030650573
1834,14_1834-11-13_p3_sn84020071_00414182938_1834111301_1203,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044444264,0.002297744,0.3513949,0.0013709973,0.6404919
1834,4_1834-01-09_p2_sn84020071_00414182938_1834010901_1030,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19010846,0.055648446,0.0008786186,0.0007029511,0.75266147
1834,6_1834-10-02_p1_sn84020071_00414182938_1834100201_1181,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6367322,0.021524131,0.00075202755,0.0006053816,0.34038624
1834,4_1834-11-28_p4_sn87062070_0039334295A_1834112801_0833,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3910972,0.60332847,0.002251661,0.0018092566,0.001513322
1834,42_1834-09-12_p4_sn87062070_0039334295A_1834091201_0793,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021896785,0.95072955,0.011015854,0.008895858,0.007461966
1834,33_1834-02-21_p3_sn87062070_0039334295A_1834022101_0724,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022218078,0.0013426756,0.9847355,0.0110358335,0.00066427095
1834,26_1834-01-24_p3_sn87062070_0039334295A_1834012401_0716,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09895068,0.058701858,0.0442469,0.03556483,0.76253575
1834,10_1834-02-06_p4_sn84020071_00414182938_1834020601_1048,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072768503,0.004479303,0.9832999,0.002688027,0.0022559382
1834,27_1834-02-13_p1_sn84020071_00414182938_1834021301_1049,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5828682,0.38781184,0.011841857,0.009506118,0.007971936
