year,id,word_count,cooccur_topic2_house,cooccur_topic3_bank,smallpox_burial_cooccurrences,cooccur_topic5_would,cooccur_topic4_good,smallpox_sick_cooccurrences,cooccur_topic2_year,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic4_street,cooccur_topic1_court,cooccur_topic2_york,smallpox_epidemic_cooccurrences,cooccur_topic5_upon,cooccur_topic4_medicine,cooccur_topic2_mile,cooccur_topic1_county,smallpox_death_cooccurrences,cooccur_topic3_state,smallpox_died_cooccurrences,cooccur_topic4_disease,cooccur_topic5_every,smallpox_plague_cooccurrences,cooccur_topic5_said,cooccur_topic4_sale,cooccur_topic3_people,cooccur_topic5_time,cooccur_topic1_shall,cooccur_topic2_john,cooccur_topic3_country,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1837,16_1837-02-28_p3_sn83030311_00271743117_1837022801_0208,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002982291,0.16208066,0.0011318866,0.46676394,0.36704123
1837,33_1837-06-06_p3_sn87065592_00415662385_1837060601_0512,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90414244,0.03319387,0.025300847,0.020309808,0.017052991
1837,1_1837-02-23_p4_sn84020071_0041418294A_1837022301_0462,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12323,0.87058157,0.0024963468,0.0020090868,0.001683087
1837,37_1837-03-08_p4_sn83030311_00271743117_1837030801_0237,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01576276,0.75103503,0.0073819766,0.22084133,0.0049789324
1837,18_1837-09-12_pNone_sn83030312_00271743117_1837091201_0416,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081464145,0.0055930517,0.0042079566,0.979207,0.0028455784
1837,6_1837-01-13_p2_sn87062070_0039334295A_1837011301_1239,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013725599,0.33874327,0.00060416595,0.0004835089,0.6587965
1837,7_1837-05-20_p3_sn83030311_00271743117_1837052001_0492,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062185614,0.11764583,0.0027394283,0.8715575,0.0018387502
1837,5_1837-04-10_p4_sn83030311_00271743117_1837041001_0349,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054503335,0.04078495,0.002616617,0.94938916,0.0017589785
1837,10_1837-02-03_p4_sn87062070_0039334295A_1837020301_1253,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008792582,0.5675257,0.003983366,0.41703978,0.002658594
1837,13_1837-04-28_p2_sn83030311_00271743117_1837042801_0415,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020857511,0.013531662,0.009889771,0.5777572,0.37796384
