year,id,word_count,cooccur_topic1_house,smallpox_burial_cooccurrences,cooccur_topic5_price,cooccur_topic3_would,cooccur_topic5_good,smallpox_sick_cooccurrences,cooccur_topic4_year,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic5_stock,cooccur_topic2_street,cooccur_topic2_york,cooccur_topic4_cure,cooccur_topic2_ship,smallpox_epidemic_cooccurrences,cooccur_topic3_upon,cooccur_topic4_medicine,cooccur_topic1_county,cooccur_topic5_assortment,smallpox_death_cooccurrences,cooccur_topic3_state,cooccur_topic3_great,smallpox_died_cooccurrences,cooccur_topic4_every,cooccur_topic4_disease,smallpox_plague_cooccurrences,cooccur_topic1_said,cooccur_topic5_sale,cooccur_topic3_time,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1849,45_1849-05-16_p2_sn83030213_00206530297_1849051601_0184,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962032,0.013573479,0.009822163,0.007925655,0.006646749
1849,30_1849-12-25_p1_sn82007022_00393342894_1849122501_0561,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19946362,0.0091359755,0.7812972,0.0055017048,0.0046015433
1849,15_1849-12-29_pNone_sn84038582_00212472049_1849122901_0480,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6815373,0.039434053,0.27229998,0.0036616272,0.0030670236
1849,89_1849-06-07_p2_sn83030213_00206530297_1849060701_0264,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44298926,0.032012247,0.49203917,0.017940845,0.0150184585
1849,83_1849-06-06_p4_sn83030213_00206530297_1849060601_0262,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13477595,0.07785205,0.69999707,0.047520407,0.03985456
1849,3_1849-11-30_p1_sn83030313_00271743002_1849113001_0652,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11323081,0.0015731001,0.8677278,0.016694069,0.0007742028
1849,66_1849-05-15_p3_sn83030213_00206530297_1849051501_0181,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5823456,0.008871619,0.006619139,0.3977246,0.004439063
1849,7_1849-10-20_p3_sn82016488_00513688039_1849102001_0396,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105356716,0.017037509,0.79478526,0.082546845,0.0002736866
1849,82_1849-12-26_p3_sn82014751_00513688222_1849122601_0153,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865481,0.046662893,0.0354748,0.028492296,0.023888985
1849,66_1849-05-06_pNone_sn83030313_0027174299A_1849050601_0555,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93122816,0.024377128,0.017954476,0.01438195,0.012058378
1849,107_1849-02-20_p4_sn83030213_00206530285_1849022001_0602,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9434578,0.019810326,0.014793497,0.011926749,0.010011548
1849,16_1849-06-07_p3_sn83030213_00206530297_1849060701_0265,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07180796,0.83968014,0.035926193,0.028667126,0.023918463
1849,9_1849-03-28_p3_sn85042147_00296022615_1849032801_0481,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035979697,0.0020267782,0.0015267163,0.9918239,0.0010246026
1849,31_1849-04-25_p3_sn83030213_00206530297_1849042501_0097,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22812076,0.3177818,0.003879219,0.0031188221,0.4470994
1849,3_1849-10-20_p2_sn82016488_00513688039_1849102001_0395,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13825583,0.008682981,0.84367806,0.0051095425,0.004273647
1849,8_1849-05-02_p1_sn82014751_00513688222_1849050201_0039,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015536188,0.0009588844,0.17355387,0.82345444,0.0004791698
1849,80_1849-06-11_p2_sn83030213_00206530297_1849061101_0278,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29946226,0.005813719,0.6884785,0.003399383,0.002846071
1849,14_1849-10-02_p3_sn82007022_00393342894_1849100201_0519,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6201978,0.0037542607,0.00279073,0.37138873,0.001868554
1849,8_1849-12-05_p2_sn86058217_00271744766_1849120501_0398,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7649194,0.006056746,0.22240798,0.0036019061,0.003014001
1849,26_1849-09-25_p4_sn82007022_00393342894_1849092501_0516,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007933135,0.030338885,0.0036483132,0.74678546,0.21129416
1849,5_1849-06-19_p4_sn82007022_00393342894_1849061901_0462,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4441113,0.007116879,0.5410624,0.00419209,0.0035173632
1849,24_1849-08-11_p2_sn82016488_00513688039_1849081101_0355,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033432584,0.021285413,0.92338485,0.011913834,0.009983418
1849,11_1849-02-10_p2_sn92058841_00280779659_1849021001_0141,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053683873,0.0035575922,0.0026857862,0.9865768,0.0018115212
1849,4_1849-07-11_p1_sn82014751_00513688222_1849071101_0063,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052817557,0.0030668953,0.0022482863,0.7154854,0.2739177
1849,29_1849-09-08_p2_sn82016488_00513688039_1849090801_0371,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014268304,0.00909602,0.9669149,0.00528719,0.0044336193
1849,7_1849-05-15_p2_sn83030213_00206530297_1849051501_0180,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072436385,0.040155437,0.029990125,0.83720255,0.020215558
1849,29_1849-03-31_p2_sn83016348_0041562444A_1849033101_0361,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971739,0.009890245,0.0074411537,0.005943581,0.0049860957
1849,8_1849-11-30_p3_sn87090028_00415662403_1849113001_0360,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99344224,0.0022844123,0.0017289943,0.0013840543,0.0011602917
