year,id,word_count,cooccur_topic3_house,cooccur_topic5_white,cooccur_topic2_bank,cooccur_topic3_public,cooccur_topic1_work,smallpox_burial_cooccurrences,cooccur_topic4_would,cooccur_topic4_good,cooccur_topic4_france,cooccur_topic1_received,smallpox_sick_cooccurrences,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic5_black,cooccur_topic2_town,cooccur_topic5_company,smallpox_epidemic_cooccurrences,cooccur_topic2_county,smallpox_death_cooccurrences,cooccur_topic4_state,cooccur_topic1_read,cooccur_topic4_great,cooccur_topic1_american,smallpox_died_cooccurrences,cooccur_topic5_cotton,smallpox_plague_cooccurrences,cooccur_topic2_time,cooccur_topic1_vessel,cooccur_topic5_shall,cooccur_topic3_bill,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1814,16_1814-08-08_p3_sn83016082_00332895084_1814080801_0089,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014682894,0.9690462,0.0065719085,0.0052732695,0.0044257217
1814,66_1814-10-17_p4_sn83016082_00332895084_1814101701_0128,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100346066,0.789713,0.044557586,0.035536665,0.029846622
1814,5_1814-07-25_p4_sn83016082_00332895084_1814072501_0082,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9180612,0.06099022,0.008464972,0.0067917285,0.0056918827
1814,1_1814-08-08_p3_sn83016082_00332895084_1814080801_0089,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15213402,0.830978,0.0068102945,0.0054782494,0.004599511
1814,2_1814-12-26_pNone_sn83016082_00332895084_1814122601_0167,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019911865,0.011628853,0.95653325,0.0064976965,0.005428301
1814,27_1814-07-25_p4_sn83016082_00332895084_1814072501_0082,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03515275,0.024897471,0.017683866,0.014230973,0.9080349
1814,41_1814-08-08_p3_sn83016082_00332895084_1814080801_0089,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90423065,0.033246025,0.025162157,0.020306252,0.017054876
1814,5_1814-10-17_p2_sn83016082_00332895084_1814101701_0126,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017957393,0.011670732,0.95789176,0.006794333,0.0056857206
1814,10_1814-08-08_p3_sn83016082_00332895084_1814080801_0089,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5109238,0.4788514,0.004127055,0.003320604,0.0027771133
1814,14_1814-10-17_p4_sn83016082_00332895084_1814101701_0128,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039941303,0.027386913,0.020004308,0.0158262,0.8968413
1814,37_1814-08-29_p4_sn83016082_00332895084_1814082901_0102,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9032298,0.034183983,0.025117647,0.020390436,0.017078228
1814,58_1814-10-17_p4_sn83016082_00332895084_1814101701_0128,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280663,0.48086396,0.019589618,0.20560491,0.013278508
1814,34_1814-08-22_p4_sn83016082_00332895084_1814082201_0098,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022140425,0.95047444,0.011008982,0.008906985,0.00746921
1814,16_1814-08-22_p3_sn83016082_00332895084_1814082201_0097,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022701444,0.947926,0.011867053,0.009545738,0.00795978
1814,4_1814-12-26_pNone_sn83016082_00332895084_1814122601_0167,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61442983,0.3672907,0.0073625105,0.005943084,0.004973841
1814,13_1814-08-22_p3_sn83016082_00332895084_1814082201_0097,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04347766,0.90781003,0.019620674,0.015825737,0.013265925
1814,20_1814-08-22_p3_sn83016082_00332895084_1814082201_0097,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5037483,0.0191316,0.4569917,0.010938097,0.009190325
