year,id,word_count,cooccur_topic2_little,cooccur_topic1_house,cooccur_topic4_range,cooccur_topic4_land,cooccur_topic3_public,smallpox_burial_cooccurrences,cooccur_topic5_would,cooccur_topic1_good,smallpox_sick_cooccurrences,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic3_dollar,cooccur_topic4_black,cooccur_topic2_court,smallpox_epidemic_cooccurrences,cooccur_topic5_upon,cooccur_topic2_county,smallpox_death_cooccurrences,cooccur_topic5_great,cooccur_topic5_state,smallpox_died_cooccurrences,cooccur_topic4_township,smallpox_plague_cooccurrences,cooccur_topic4_said,cooccur_topic5_people,cooccur_topic1_time,cooccur_topic3_shall,cooccur_topic3_hundred,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1832,13_1832-05-09_p3_sn87062070_0039334295A_1832050901_0428,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020600543,0.0012683239,0.35576376,0.0007517194,0.6401561
1832,5_1832-12-08_p2_sn87065672_00199917584_1832120801_0198,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3295156,0.00063202815,0.00047951154,0.00037894092,0.6689939
1832,16_1832-09-05_p2_sn87062070_0039334295A_1832090501_0495,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8555099,0.0016334967,0.040139135,0.0009712658,0.10174618
1832,1_1832-06-20_p2_sn87062070_0039334295A_1832062001_0451,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013254167,0.00078100275,0.7854347,0.00046337987,0.21199551
1832,38_1832-11-21_p3_sn87062070_0039334295A_1832112101_0540,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46174362,0.06368227,0.0022948063,0.44377786,0.028501457
1832,2_1832-03-07_p2_sn87062070_0039334295A_1832030701_0391,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016616475,0.0010574575,0.0007997852,0.0006424046,0.9958387
1832,25_1832-07-25_p4_sn87062070_0039334295A_1832072501_0473,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98948896,0.0037403598,0.0027356828,0.0021957653,0.0018391975
1832,18_1832-01-25_p4_sn87062070_0039334295A_1832012501_0371,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009851291,0.97858983,0.004661512,0.0037531536,0.0031442705
1832,5_1832-05-26_p3_sn87065672_00199917584_1832052601_0085,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25841978,0.7195306,0.008935382,0.0071308957,0.0059833257
1832,6_1832-02-29_p4_sn87062070_0039334295A_1832022901_0389,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14580254,0.10061366,0.7453908,0.0044567673,0.0037362021
1832,19_1832-01-18_p1_sn87062070_0039334295A_1832011801_0364,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101940725,0.006578657,0.0048279604,0.9751709,0.0032284088
1832,15_1832-05-23_p1_sn87062070_0039334295A_1832052301_0434,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30152476,0.12956835,0.0036233256,0.0029124597,0.5623711
1832,3_1832-01-19_p2_sn84020071_00414182938_1832011901_0620,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18018569,0.0773803,0.00054420624,0.00043542145,0.74145436
1832,4_1832-05-31_p1_sn84020071_00414182938_1832053101_0695,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89839447,0.0006557479,0.100228816,0.00039240875,0.00032861787
1832,4_1832-06-20_p4_sn87062070_0039334295A_1832062001_0453,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5750491,0.029930223,0.28158686,0.087868795,0.025565008
1832,64_1832-02-15_p4_sn87062070_0039334295A_1832021501_0383,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5817648,0.37000597,0.002596919,0.043873955,0.0017584483
1832,5_1832-06-20_p3_sn87062070_0039334295A_1832062001_0452,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18165503,0.8102029,0.003287241,0.0026412734,0.0022135507
1832,19_1832-01-05_p3_sn84020071_00414182938_1832010501_0613,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04067101,0.91063297,0.019595167,0.015838172,0.013262676
1832,21_1832-02-08_p4_sn87062070_0039334295A_1832020801_0379,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5521831,0.41849604,0.0118432,0.009514403,0.007963279
1832,5_1832-01-19_p2_sn84020071_00414182938_1832011901_0620,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8752979,0.06407959,0.00111813,0.058756765,0.00074765296
1832,10_1832-02-16_p3_sn84020071_00414182938_1832021601_0637,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001847008,0.0011590404,0.00086739997,0.0006962135,0.99543035
1832,8_1832-04-18_p1_sn87062070_0039334295A_1832041801_0414,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2598467,0.02036598,0.4193532,0.0118839815,0.28855023
1832,1_1832-05-05_p3_sn87065672_00199917584_1832050501_0073,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90558857,0.0010658364,0.0007950386,0.09201645,0.0005340798
1832,18_1832-09-19_p3_sn87062070_0039334295A_1832091901_0504,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035193056,0.92089236,0.017722491,0.014249833,0.011942187
1832,3_1832-12-29_p3_sn87065672_00199917584_1832122901_0213,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9755564,0.008666209,0.006413314,0.0050953417,0.004268842
1832,9_1832-11-24_p2_sn87065672_00199917584_1832112401_0190,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06233985,0.04095237,0.85307336,0.023727618,0.019906795
