year,id,word_count,cooccur_topic3_house,cooccur_topic5_white,cooccur_topic2_bank,cooccur_topic3_public,cooccur_topic1_work,smallpox_burial_cooccurrences,cooccur_topic4_would,cooccur_topic4_good,cooccur_topic4_france,cooccur_topic1_received,smallpox_sick_cooccurrences,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic5_black,cooccur_topic2_town,cooccur_topic5_company,smallpox_epidemic_cooccurrences,cooccur_topic2_county,smallpox_death_cooccurrences,cooccur_topic4_state,cooccur_topic1_read,cooccur_topic4_great,cooccur_topic1_american,smallpox_died_cooccurrences,cooccur_topic5_cotton,smallpox_plague_cooccurrences,cooccur_topic2_time,cooccur_topic1_vessel,cooccur_topic5_shall,cooccur_topic3_bill,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1810,2_1810-03-31_p1_sn82014385_00271740232_1810033101_0233,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025613413,0.0017008249,0.0012490158,0.0009971804,0.9934916
1810,12_1810-06-11_p1_sn83016082_00332895084_1810061101_0095,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016479958,0.010349578,0.0076722945,0.0061887554,0.95930946
1810,29_1810-03-31_p4_sn82014385_00271740232_1810033101_0236,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013991493,0.68266386,0.005880935,0.29348123,0.003982466
1810,29_1810-03-24_p2_sn82014385_00271740232_1810032401_0225,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97875774,0.0075088274,0.0055541922,0.0044483077,0.0037309658
1810,18_1810-05-16_p4_sn82014385_00271740232_1810051601_0266,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9158965,0.029245872,0.022060119,0.017866235,0.014931362
1810,9_1810-05-23_p1_sn82014385_00271740232_1810052301_0272,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12194334,0.4180232,0.019672085,0.01580393,0.4245575
1810,8_1810-05-19_p1_sn82014385_00271740232_1810051901_0267,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022998555,0.014588439,0.0110375155,0.7052717,0.2461037
1810,4_1810-02-14_p3_sn82014385_00271740232_1810021401_0215,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620467,0.013862854,0.35026747,0.008376528,0.0070261043
1810,6_1810-05-16_p4_sn82014385_00271740232_1810051601_0266,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048067436,0.033445064,0.025242921,0.8761917,0.017052907
1810,12_1810-02-14_p4_sn82014385_00271740232_1810021401_0216,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01808349,0.011932287,0.008836575,0.95517147,0.005976272
1810,3_1810-05-12_p1_sn82014385_00271740232_1810051201_0259,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011623483,0.2239193,0.42706436,0.0043222136,0.33307067
1810,81_1810-12-17_pNone_sn83016082_00332895084_1810121701_0206,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3328376,0.22998515,0.175693,0.14213863,0.11934564
1810,18_1810-04-11_p3_sn82014385_00271740232_1810041101_0248,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8275953,0.06250669,0.044310324,0.035745792,0.029841956
1810,19_1810-03-14_p4_sn82014385_00271740232_1810031401_0221,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6643257,0.023616353,0.01760199,0.28251445,0.011941508
1810,1_1810-01-31_p1_sn82014385_00271740232_1810013101_0207,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023346338,0.79297966,0.006861732,0.17221929,0.0045929896
1810,3_1810-04-14_p2_sn82014385_00271740232_1810041401_0251,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33832398,0.003262388,0.65482616,0.0019513186,0.001636089
1810,26_1810-03-14_p1_sn82014385_00271740232_1810031401_0218,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9516373,0.016969604,0.012666795,0.010191362,0.008534883
1810,10_1810-02-14_p4_sn82014385_00271740232_1810021401_0216,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9509049,0.017827125,0.012578684,0.010161,0.008528305
1810,43_1810-12-17_pNone_sn83016082_00332895084_1810121701_0206,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038863108,0.9123983,0.019661319,0.015810112,0.013267114
1810,33_1810-03-28_p2_sn82014385_00271740232_1810032801_0230,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30405247,0.58642185,0.044136636,0.03553667,0.029852353
1810,8_1810-04-07_p4_sn82014385_00271740232_1810040701_0245,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032346805,0.0020676076,0.0015414464,0.99211764,0.0010386609
1810,4_1810-12-17_pNone_sn83016082_00332895084_1810121701_0204,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037049998,0.1654797,0.8283884,0.0013212152,0.001105656
1810,2_1810-05-19_p4_sn82014385_00271740232_1810051901_0270,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44483563,0.35854968,0.0066455454,0.18554483,0.0044243624
1810,16_1810-05-19_p4_sn82014385_00271740232_1810051901_0270,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77711296,0.0768399,0.05885166,0.047381468,0.03981401
1810,12_1810-04-07_p3_sn82014385_00271740232_1810040701_0244,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00647633,0.7338997,0.15123671,0.001981545,0.10640567
1810,5_1810-02-14_p4_sn82014385_00271740232_1810021401_0216,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011492172,0.0073702754,0.0055140303,0.004449767,0.97117376
1810,32_1810-05-12_p3_sn82014385_00271740232_1810051201_0261,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6633025,0.1180328,0.08784733,0.07114393,0.059673384
1810,30_1810-04-14_p2_sn82014385_00271740232_1810041401_0251,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004188249,0.99082017,0.0020168833,0.001617317,0.0013574039
1810,1_1810-04-07_p3_sn82014385_00271740232_1810040701_0244,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015269662,0.07182967,0.90196836,0.005953452,0.00497887
1810,57_1810-12-17_pNone_sn83016082_00332895084_1810121701_0206,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045896973,0.61031425,0.31108177,0.01778497,0.014922068
1810,21_1810-01-31_p2_sn82014385_00271740232_1810013101_0208,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010173659,0.006753611,0.975585,0.0040725954,0.0034151548
1810,6_1810-03-28_p3_sn82014385_00271740232_1810032801_0231,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023825813,0.016199736,0.94356763,0.008929144,0.0074777235
1810,2_1810-04-04_p3_sn82014385_00271740232_1810040401_0240,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014356596,0.009449479,0.39280626,0.5786086,0.004779067
1810,14_1810-03-24_p4_sn82014385_00271740232_1810032401_0227,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010858364,0.0067103,0.005060581,0.004077505,0.9732933
1810,71_1810-12-17_pNone_sn83016082_00332895084_1810121701_0206,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023050074,0.9525576,0.009828819,0.007928602,0.0066348426
1810,6_1810-06-11_p1_sn83016082_00332895084_1810061101_0095,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021048624,0.5869683,0.009970282,0.37537956,0.006633213
1810,17_1810-05-19_p3_sn82014385_00271740232_1810051901_0269,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037822787,0.52029616,0.017652348,0.014231989,0.40999684
1810,12_1810-03-14_p3_sn82014385_00271740232_1810031401_0220,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006207873,0.47652772,0.0029299334,0.51237696,0.0019575227
1810,20_1810-04-07_p2_sn82014385_00271740232_1810040701_0243,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9233454,0.027563363,0.019959915,0.015865806,0.01326542
1810,4_1810-04-07_p4_sn82014385_00271740232_1810040701_0245,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007542916,0.98329365,0.0037075072,0.0029671695,0.0024887617
1810,3_1810-05-16_p2_sn82014385_00271740232_1810051601_0264,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008300576,0.005208164,0.98092175,0.0030287101,0.0025407549
1810,16_1810-03-31_p3_sn82014385_00271740232_1810033101_0235,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03846953,0.02629333,0.01955002,0.015821846,0.89986527
1810,2_1810-04-11_p1_sn82014385_00271740232_1810041101_0246,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012732619,0.0081142085,0.006087323,0.0049098637,0.968156
1810,8_1810-02-14_p3_sn82014385_00271740232_1810021401_0215,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003323169,0.1687403,0.8255753,0.0012854534,0.0010757307
1810,2_1810-05-12_p4_sn82014385_00271740232_1810051201_0262,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95818645,0.014450735,0.010999147,0.008901618,0.007462048
1810,29_1810-05-19_p4_sn82014385_00271740232_1810051901_0270,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033067863,0.017319988,0.012630787,0.01018444,0.9267969
1810,7_1810-01-31_p3_sn82014385_00271740232_1810013101_0209,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02259002,0.012604673,0.009353354,0.0074878554,0.94796413
1810,4_1810-05-19_p1_sn82014385_00271740232_1810051901_0267,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00679317,0.98475,0.0034184086,0.0027410297,0.0022974228
1810,15_1810-05-16_p2_sn82014385_00271740232_1810051601_0264,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7752976,0.020054596,0.0147361085,0.17993471,0.009976923
1810,7_1810-01-31_p4_sn82014385_00271740232_1810013101_0210,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311227,0.02140409,0.016102767,0.4405729,0.49079758
1810,25_1810-02-14_p3_sn82014385_00271740232_1810021401_0215,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047855265,0.34265056,0.62018067,0.0017188392,0.030664375
1810,64_1810-12-17_pNone_sn83016082_00332895084_1810121701_0206,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012343009,0.14975077,0.32708624,0.004606478,0.50621355
1810,7_1810-02-14_p1_sn82014385_00271740232_1810021401_0213,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3328376,0.22998515,0.175693,0.14213863,0.11934564
1810,1_1810-03-14_p2_sn82014385_00271740232_1810031401_0219,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15432963,0.04879791,0.7937521,0.0016980357,0.0014223934
1810,7_1810-05-16_p4_sn82014385_00271740232_1810051601_0266,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9553228,0.015488869,0.011721151,0.009501371,0.0079658
1810,35_1810-03-31_p4_sn82014385_00271740232_1810033101_0236,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05038744,0.03398512,0.025119819,0.8734283,0.017079307
1810,19_1810-03-31_p3_sn82014385_00271740232_1810033101_0235,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003528795,0.0022170255,0.7117754,0.0116233025,0.2708554
1810,5_1810-05-19_p2_sn82014385_00271740232_1810051901_0268,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02243805,0.013866205,0.01052646,0.9461453,0.0070239003
1810,5_1810-04-04_p4_sn82014385_00271740232_1810040401_0241,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46207568,0.058740117,0.41358608,0.035699654,0.029898403
1810,35_1810-12-17_pNone_sn83016082_00332895084_1810121701_0206,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20852397,0.4945278,0.010453955,0.27947125,0.007023099
1810,5_1810-01-31_p4_sn82014385_00271740232_1810013101_0210,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28805,0.010528295,0.007743135,0.68848157,0.005197002
1810,19_1810-04-14_p2_sn82014385_00271740232_1810041401_0251,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91561145,0.02939742,0.022264808,0.017804176,0.014922161
1810,3_1810-03-31_p4_sn82014385_00271740232_1810033101_0236,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9680627,0.0110825915,0.008379052,0.00678764,0.005688006
1810,7_1810-04-18_p3_sn82014385_00271740232_1810041801_0256,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18617353,0.0022720138,0.0016911647,0.764849,0.04501432
1810,5_1810-02-05_p2_sn83016082_00332895084_1810020501_0024,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017057762,0.6007116,0.37130845,0.0059469556,0.004975305
1810,1_1810-02-14_p3_sn82014385_00271740232_1810021401_0215,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07029545,0.0039732126,0.8668455,0.056926467,0.001959383
1810,6_1810-01-01_p2_sn83016082_00332895084_1810010101_0004,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17600255,0.004504052,0.81454587,0.0026946831,0.0022528607
1810,24_1810-02-05_p2_sn83016082_00332895084_1810020501_0024,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05758302,0.039293498,0.8594143,0.023815691,0.019893546
1810,13_1810-05-16_p1_sn82014385_00271740232_1810051601_0263,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73854965,0.25121117,0.004146462,0.0033146425,0.0027780018
1810,5_1810-03-31_p3_sn82014385_00271740232_1810033101_0235,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25469235,0.71929324,0.010573181,0.0084111355,0.007030209
1810,21_1810-03-31_p4_sn82014385_00271740232_1810033101_0236,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5877103,0.014009492,0.010396179,0.008371353,0.37951258
1810,18_1810-03-14_p2_sn82014385_00271740232_1810031401_0219,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03512094,0.021222856,0.6363646,0.012985211,0.29430646
1810,26_1810-05-16_p1_sn82014385_00271740232_1810051601_0263,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06684601,0.8453467,0.035245117,0.028635545,0.023926593
1810,15_1810-12-17_pNone_sn83016082_00332895084_1810121701_0206,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29193887,0.009706721,0.0073453705,0.00593844,0.68507063
1810,5_1810-02-14_p2_sn82014385_00271740232_1810021401_0214,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028202122,0.16513215,0.59778965,0.23335314,0.00090485375
1810,18_1810-02-05_p2_sn83016082_00332895084_1810020501_0024,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038442064,0.08965866,0.8426764,0.015943896,0.013278906
1810,6_1810-05-19_p2_sn82014385_00271740232_1810051901_0268,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34001255,0.0033498243,0.5937853,0.0019522752,0.060900003
1810,6_1810-03-14_p3_sn82014385_00271740232_1810031401_0220,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9381637,0.021651937,0.016365452,0.012966446,0.010852506
1810,89_1810-12-17_pNone_sn83016082_00332895084_1810121701_0206,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11619856,0.0771705,0.059700996,0.047505017,0.6994249
1810,14_1810-04-11_p3_sn82014385_00271740232_1810041101_0248,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040557445,0.6262042,0.0016845544,0.06596888,0.3020866
1810,5_1810-05-16_p2_sn82014385_00271740232_1810051601_0264,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9946252,0.0018871212,0.0014069269,0.0011327281,0.0009479951
1810,42_1810-05-12_p3_sn82014385_00271740232_1810051201_0261,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036746953,0.018312395,0.92480713,0.010949249,0.009184288
1810,14_1810-03-24_p2_sn82014385_00271740232_1810032401_0225,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05971484,0.86681354,0.029842759,0.023729816,0.019899014
1810,15_1810-01-31_p3_sn82014385_00271740232_1810013101_0209,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90250874,0.034564372,0.025466137,0.020375522,0.017085219
1810,17_1810-06-11_p1_sn83016082_00332895084_1810061101_0095,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32559747,0.3558132,0.1794011,0.0014278423,0.1377603
1810,11_1810-04-18_p2_sn82014385_00271740232_1810041801_0255,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021906802,0.99516135,0.0010701461,0.00085761526,0.00072016363
1810,2_1810-03-28_p2_sn82014385_00271740232_1810032801_0230,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055529242,0.0037821687,0.9865733,0.002225889,0.001865707
