year,id,word_count,cooccur_topic4_would,cooccur_topic5_senate,cooccur_topic5_time,cooccur_topic3_town,cooccur_topic4_power,cooccur_topic5_maine,smallpox_death_cooccurrences,cooccur_topic1_portland,cooccur_topic3_name,cooccur_topic5_state,cooccur_topic4_dollar,cooccur_topic1_faid,cooccur_topic2_upon,cooccur_topic2_public,cooccur_topic3_county,cooccur_topic1_white,cooccur_topic2_country,cooccur_topic2_part,cooccur_topic1_john,cooccur_topic4_contribution,cooccur_topic4_bank,cooccur_topic1_hereby,cooccur_topic3_arrived,cooccur_topic3_land,cooccur_topic5_united,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1802,58_1802-12-20_p4_sn83016072_00332895060_1802122001_0121,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3328376,0.22998515,0.175693,0.14213863,0.11934564
1802,10_1802-03-01_p2_sn83016063_00332895059_1802030101_0763,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11046845,0.7632954,0.009400461,0.007511021,0.10932469
1802,31_1802-08-16_p2_sn83016063_00332895060_1802081601_0048,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048751518,0.03535497,0.8785172,0.02031029,0.01706604
1802,1_1802-12-13_p2_sn83016072_00332895060_1802121301_0115,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015718231,0.3730846,0.007731516,0.5982714,0.0051941653
1802,4_1802-12-27_p2_sn83016072_00332895060_1802122701_0123,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02500329,0.014045714,0.01044743,0.008366903,0.9421367
1802,11_1802-06-21_p4_sn83016063_00332895060_1802062101_0018,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97180134,0.009921783,0.007337518,0.0059625166,0.0049768947
1802,7_1802-02-22_p1_sn83016063_00332895059_1802022201_0758,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005966934,0.0034093498,0.0025607152,0.0020647445,0.9859983
1802,9_1802-12-13_p3_sn83016072_00332895060_1802121301_0116,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9664056,0.011698498,0.00880902,0.007119226,0.005967637
1802,39_1802-03-08_p3_sn83016063_00332895059_1802030801_0768,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009465155,0.38317618,0.18611546,0.21387346,0.20736971
1802,4_1802-03-15_p2_sn83016063_00332895059_1802031501_0771,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006464566,0.5947331,0.15462987,0.001699701,0.2424727
1802,11_1802-03-15_p4_sn83016063_00332895059_1802031501_0773,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02020095,0.9589324,0.00838756,0.00678964,0.0056894138
1802,25_1802-12-06_p4_sn83016072_00332895060_1802120601_0113,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25087538,0.005205068,0.73810065,0.0031648793,0.002654026
1802,7_1802-02-22_p2_sn83016063_00332895059_1802022201_0759,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9580744,0.014480163,0.01108452,0.008901549,0.0074593704
1802,3_1802-03-01_p1_sn83016063_00332895059_1802030101_0762,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060129226,0.95759624,0.002912428,0.03151901,0.0019593374
1802,10_1802-06-07_p4_sn83016063_00332895060_1802060701_0010,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7427224,0.010018167,0.16545172,0.07702823,0.0047794124
1802,3_1802-08-23_p1_sn83016063_00332895060_1802082301_0051,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007110458,0.83074594,0.15719974,0.0026906799,0.0022532416
1802,7_1802-07-26_p1_sn83016063_00332895060_1802072601_0035,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040347975,0.1346722,0.8031649,0.011857971,0.009957018
1802,4_1802-06-21_p1_sn83016063_00332895060_1802062101_0015,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012580587,0.008598355,0.0063310773,0.0050858096,0.9674042
1802,3_1802-07-19_p1_sn83016063_00332895060_1802071901_0031,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05843628,0.006140695,0.79003334,0.0037511636,0.14163847
1802,12_1802-07-05_p2_sn83016063_00332895060_1802070501_0024,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01091725,0.0072519374,0.005514885,0.9725833,0.0037325604
1802,13_1802-03-15_p3_sn83016063_00332895059_1802031501_0772,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9326393,0.02327671,0.017858922,0.01424965,0.011975405
1802,11_1802-12-20_p3_sn83016072_00332895060_1802122001_0120,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5185424,0.42653972,0.02207687,0.017890813,0.014950276
1802,18_1802-06-07_p1_sn83016063_00332895060_1802060701_0007,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020623095,0.9535112,0.0104657095,0.008372422,0.0070276
1802,31_1802-02-15_p2_sn83016063_00332895059_1802021501_0755,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113005795,0.076823294,0.05863935,0.047396313,0.70413524
1802,8_1802-02-22_p4_sn83016063_00332895059_1802022201_0761,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068839304,0.8435665,0.03528675,0.028428819,0.023878649
1802,53_1802-02-15_p3_sn83016063_00332895059_1802021501_0756,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94851804,0.017817382,0.013542307,0.010939624,0.009182667
1802,1_1802-06-21_p3_sn83016063_00332895060_1802062101_0017,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033150988,0.0021530238,0.8977332,0.001298505,0.095500164
1802,11_1802-12-20_p2_sn83016072_00332895060_1802122001_0119,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004409319,0.43360004,0.1713598,0.001659079,0.38897175
1802,14_1802-12-20_p4_sn83016072_00332895060_1802122001_0121,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016345743,0.010188562,0.4601966,0.0059461636,0.50732297
1802,32_1802-03-15_p3_sn83016063_00332895059_1802031501_0772,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3328376,0.22998515,0.175693,0.14213863,0.11934564
1802,30_1802-05-31_p3_sn83016063_00332895060_1802053101_0005,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96912247,0.0052404343,0.024060223,0.000857486,0.00071938214
1802,3_1802-12-20_p1_sn83016072_00332895060_1802122001_0118,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09411236,0.8783614,0.011139114,0.008920325,0.007466808
1802,3_1802-12-13_p2_sn83016072_00332895060_1802121301_0115,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036964202,0.9917814,0.0018207977,0.0014696316,0.0012316648
1802,11_1802-07-05_p2_sn83016063_00332895060_1802070501_0024,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048221834,0.03324359,0.025408888,0.5738851,0.31924066
1802,17_1802-03-22_p3_sn83016063_00332895059_1802032201_0776,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3919753,0.007687736,0.005717523,0.48335207,0.11126737
1802,19_1802-08-23_p3_sn83016063_00332895060_1802082301_0053,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674428,0.30928263,0.0065828003,0.005280262,0.004426395
1802,15_1802-03-08_p3_sn83016063_00332895059_1802030801_0768,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19005264,0.011810714,0.7850394,0.007122428,0.0059747626
1802,24_1802-02-22_p3_sn83016063_00332895059_1802022201_0760,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9825454,0.0061753513,0.0045626177,0.0036533133,0.0030633311
1802,8_1802-06-07_p3_sn83016063_00332895060_1802060701_0009,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90343785,0.03399169,0.025166648,0.020311192,0.017092546
1802,8_1802-03-15_p3_sn83016063_00332895059_1802031501_0772,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68352854,0.030145876,0.25354055,0.017853962,0.014931008
1802,14_1802-03-08_p3_sn83016063_00332895059_1802030801_0768,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925113,0.025772031,0.020058347,0.015793612,0.013262996
1802,6_1802-06-21_p3_sn83016063_00332895060_1802062101_0017,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88850427,0.038422152,0.029458525,0.023712922,0.01990215
1802,33_1802-06-14_p4_sn83016063_00332895060_1802061401_0014,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91521204,0.030096946,0.021991622,0.017777065,0.014922433
1802,9_1802-03-15_p3_sn83016063_00332895059_1802031501_0772,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13509353,0.49233514,0.26365194,0.005707268,0.103212126
1802,2_1802-08-23_p1_sn83016063_00332895060_1802082301_0051,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02441762,0.0163105,0.9418164,0.009491465,0.00796396
1802,42_1802-06-28_p4_sn83016063_00332895060_1802062801_0022,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7755299,0.078715086,0.058575798,0.04738087,0.03979838
1802,1_1802-07-26_p1_sn83016063_00332895060_1802072601_0035,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075672786,0.29264995,0.6942022,0.003038966,0.002541577
1802,6_1802-03-22_p3_sn83016063_00332895059_1802032201_0776,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77819145,0.01325537,0.0100379735,0.007930881,0.19058435
1802,8_1802-02-15_p3_sn83016063_00332895059_1802021501_0756,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98825043,0.004071503,0.0030867092,0.0024960907,0.00209525
1802,18_1802-06-28_p2_sn83016063_00332895060_1802062801_0020,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28479895,0.46105897,0.24831021,0.0031743844,0.0026574717
1802,10_1802-12-13_p3_sn83016072_00332895060_1802121301_0116,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6007031,0.046893135,0.3000944,0.02843337,0.023876071
1802,64_1802-12-20_p3_sn83016072_00332895060_1802122001_0120,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16642414,0.11499626,0.5878332,0.071071595,0.059674736
1802,12_1802-08-23_p3_sn83016063_00332895060_1802082301_0053,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02884282,0.2871451,0.66217834,0.011874998,0.009958809
1802,37_1802-03-01_p3_sn83016063_00332895059_1802030101_0764,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9801596,0.006907219,0.005228912,0.004188076,0.0035162172
1802,1_1802-12-27_p1_sn83016072_00332895060_1802122701_0122,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010951924,0.4110522,0.0055135344,0.004463841,0.5680185
1802,8_1802-03-08_p2_sn83016063_00332895059_1802030801_0767,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017995354,0.21539453,0.0008590864,0.7651711,0.00057995995
1802,51_1802-12-13_p4_sn83016072_00332895060_1802121301_0117,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80200076,0.14370269,0.004559397,0.0466739,0.0030632203
1802,2_1802-06-14_p2_sn83016063_00332895060_1802061401_0012,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14903224,0.016911225,0.012634223,0.81289023,0.0085321
1802,43_1802-12-20_p3_sn83016072_00332895060_1802122001_0120,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9691948,0.010720398,0.008170179,0.006486222,0.005428425
1802,20_1802-07-26_p1_sn83016063_00332895060_1802072601_0035,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9628459,0.012824847,0.009796905,0.007900623,0.006631706
1802,13_1802-06-28_p3_sn83016063_00332895060_1802062801_0021,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002769706,0.0015954529,0.99387586,0.0009571991,0.0008018361
1802,5_1802-12-13_p3_sn83016072_00332895060_1802121301_0116,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015655976,0.33765647,0.16653067,0.4749626,0.005194365
1802,10_1802-02-22_p3_sn83016063_00332895059_1802022201_0760,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8648065,0.046377346,0.03651597,0.0284284,0.023871766
1802,46_1802-12-13_p3_sn83016072_00332895060_1802121301_0116,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86454654,0.04783651,0.035284318,0.0284622,0.023870343
1802,19_1802-12-27_p3_sn83016072_00332895060_1802122701_0124,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037251865,0.002353784,0.0017606621,0.0014131656,0.99074715
1802,30_1802-12-20_p3_sn83016072_00332895060_1802122001_0120,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16951843,0.119582735,0.088295095,0.07107009,0.55153364
1802,3_1802-02-08_p4_sn83016063_00332895059_1802020801_0753,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027167395,0.018737584,0.013572058,0.748237,0.19228593
1802,5_1802-02-08_p4_sn83016063_00332895059_1802020801_0753,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010714181,0.7285059,0.004947914,0.2525133,0.0033186546
1802,14_1802-08-16_p3_sn83016063_00332895060_1802081601_0049,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59055334,0.023527926,0.3596699,0.014305328,0.011943609
1802,23_1802-12-20_p3_sn83016072_00332895060_1802122001_0120,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6661259,0.11499811,0.08812759,0.07107274,0.059675694
1802,33_1802-05-31_p4_sn83016063_00332895060_1802053101_0006,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26306215,0.010273229,0.5463625,0.17511092,0.0051911073
1802,5_1802-06-14_p3_sn83016063_00332895060_1802061401_0013,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553846,0.24659272,0.19207045,0.004077162,0.003413736
1802,26_1802-12-20_p2_sn83016072_00332895060_1802122001_0119,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050683554,0.5609308,0.35095677,0.020357322,0.017071573
1802,43_1802-12-13_p3_sn83016072_00332895060_1802121301_0116,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6910857,0.017023187,0.012623633,0.010197677,0.26906985
1802,16_1802-08-23_p3_sn83016063_00332895060_1802082301_0053,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02796172,0.7041888,0.24600314,0.011878451,0.009967852
1802,23_1802-06-14_p4_sn83016063_00332895060_1802061401_0014,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026127428,0.554643,0.012869878,0.39782068,0.008539004
1802,4_1802-12-20_p1_sn83016072_00332895060_1802122001_0118,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012171664,0.97309184,0.005996469,0.0047583897,0.0039816676
1802,30_1802-03-22_p4_sn83016063_00332895059_1802032201_0777,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962001,0.013623515,0.009776073,0.007948579,0.0066507966
1802,6_1802-03-01_p3_sn83016063_00332895059_1802030101_0764,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7198823,0.00837388,0.26271427,0.004910049,0.004119464
