year,id,word_count,cooccur_topic1_house,smallpox_burial_cooccurrences,cooccur_topic5_price,cooccur_topic3_would,cooccur_topic5_good,smallpox_sick_cooccurrences,cooccur_topic4_year,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic5_stock,cooccur_topic2_street,cooccur_topic2_york,cooccur_topic4_cure,cooccur_topic2_ship,smallpox_epidemic_cooccurrences,cooccur_topic3_upon,cooccur_topic4_medicine,cooccur_topic1_county,cooccur_topic5_assortment,smallpox_death_cooccurrences,cooccur_topic3_state,cooccur_topic3_great,smallpox_died_cooccurrences,cooccur_topic4_every,cooccur_topic4_disease,smallpox_plague_cooccurrences,cooccur_topic1_said,cooccur_topic5_sale,cooccur_topic3_time,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1845,2_1845-03-04_p4_sn84020566_00414187468_1845030401_0185,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009145463,0.00058749784,0.0004406765,0.9977597,0.00029755617
1845,111_1845-04-28_p3_sn83030213_00206530212_1845042801_0608,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11523799,0.7380766,0.05923992,0.047617573,0.039827883
1845,21_1845-04-01_p2_sn83030213_00206530212_1845040101_0515,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32866248,0.13339102,0.5278403,0.005501654,0.0046045026
1845,7_1845-05-01_p1_sn83030213_00206530212_1845050101_0618,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017026447,0.009677346,0.38275057,0.0057430174,0.5848026
1845,51_1845-12-02_p3_sn83030313_00271742927_1845120201_0650,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63518107,0.36087698,0.0015947248,0.0012772778,0.0010699141
1845,82_1845-12-05_p2_sn84020566_00414187468_1845120501_0827,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050478008,0.8947468,0.022033539,0.017807707,0.014933979
1845,41_1845-07-05_p4_sn82016312_00415661563_1845070501_0040,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9924144,0.0026883848,0.001983105,0.0015851464,0.0013289535
1845,78_1845-05-23_p1_sn83030213_00206530212_1845052301_0694,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77148867,0.082498245,0.058767352,0.047448065,0.039797727
1845,53_1845-10-14_p4_sn83030313_00271742927_1845101401_0447,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544638,0.04809494,0.03549908,0.34780514,0.023962816
1845,1_1845-04-23_p3_sn86053972_00295878472_1845042301_0077,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98653746,0.004681149,0.0035425266,0.0028489083,0.0023899202
1845,39_1845-02-02_p4_sn83030313_00271742915_1845020201_0149,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3054076,0.2608029,0.002976507,0.42881674,0.0019962345
1845,77_1845-03-05_p1_sn83030213_00206530212_1845030501_0422,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97258985,0.009817235,0.00710715,0.0057021123,0.0047836755
1845,22_1845-01-15_p2_sn82014751_00513688210_1845011501_0026,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4025898,0.0125482045,0.5710507,0.0075126244,0.006298674
1845,36_1845-01-22_p3_sn82014751_00513688210_1845012201_0031,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16791159,0.6115186,0.0886069,0.0717739,0.06018893
1845,21_1845-04-19_p4_sn84020566_00414187468_1845041901_0341,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016001603,0.18534328,0.008037826,0.0064857476,0.7841316
1845,22_1845-07-31_p4_sn83030313_00271742927_1845073101_0141,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97658056,0.008227534,0.006139475,0.0049218307,0.004130607
1845,48_1845-10-14_p4_sn83030313_00271742927_1845101401_0447,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033260934,0.0022564307,0.0016753133,0.9616789,0.001128385
1845,28_1845-08-06_p3_sn83030313_00271742927_1845080601_0164,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30607954,0.0052214907,0.003822071,0.68231547,0.0025614933
1845,25_1845-12-30_p2_sn84020566_00414187468_1845123001_0887,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032958481,0.002120072,0.0015888545,0.001283132,0.9917121
1845,84_1845-04-25_p4_sn83030213_00206530212_1845042501_0601,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4333381,0.029375998,0.5045534,0.017800419,0.014932094
1845,15_1845-03-04_p2_sn84020566_00414187468_1845030401_0183,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6825144,0.005195551,0.30669913,0.003041778,0.0025491146
1845,7_1845-03-13_p4_sn84020566_00414187468_1845031301_0213,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006858518,0.0004013988,0.00029726056,0.9984155,0.00019989144
1845,28_1845-02-25_p2_sn84020566_00414187468_1845022501_0171,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9512957,0.017211974,0.012750628,0.010190763,0.008550914
1845,28_1845-10-12_p3_sn83030313_00271742927_1845101201_0438,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28781417,0.6719067,0.016210452,0.01310439,0.010964297
1845,28_1845-12-13_p3_sn82016488_00513688040_1845121301_0551,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9787985,0.0073869415,0.005584147,0.004475047,0.0037553434
1845,22_1845-12-13_p4_sn84037932_00415668946_1845121301_0420,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043853093,0.901161,0.022086086,0.017905293,0.014994476
1845,7_1845-06-21_p3_sn82016312_00415661563_1845062101_0031,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86940634,0.0034106886,0.12343153,0.002042141,0.0017093656
1845,28_1845-04-11_p2_sn83030313_00271742915_1845041101_0415,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045386087,0.0012379119,0.8259904,0.16761282,0.00062037003
1845,38_1845-06-14_p4_sn84020566_00414187468_1845061401_0497,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011925696,0.5092884,0.0056959726,0.0046013882,0.4684886
1845,42_1845-05-22_p1_sn83030213_00206530212_1845052201_0690,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063423743,0.008949182,0.0028701022,0.97990716,0.0019311933
1845,43_1845-05-24_p2_sn84020566_00414187468_1845052401_0455,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9625165,0.013064998,0.009871761,0.0079103615,0.006636489
1845,18_1845-04-19_p2_sn83030313_00271742915_1845041901_0451,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38379934,0.00044561346,0.51186854,0.09054823,0.013338274
1845,45_1845-12-24_p3_sn83030213_00206530236_1845122401_0183,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223099,0.013029877,0.009797651,0.94822526,0.0066372715
1845,12_1845-05-15_p4_sn84020566_00414187468_1845051501_0429,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008293318,0.0005364079,0.00040271896,0.9979602,0.0002713423
1845,84_1845-12-18_p3_sn84020566_00414187468_1845121801_0864,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068203704,0.12288301,0.003338668,0.0026941176,0.86426383
1845,10_1845-07-24_p2_sn84020071_00414182963_1845072401_0087,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024047366,0.0013864376,0.5005652,0.49496478,0.0006789017
1845,2_1845-11-14_p4_sn83030313_00271742927_1845111401_0575,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45492256,0.15246241,0.04024908,0.00086101145,0.3515049
1845,90_1845-09-10_p4_sn85042147_00296022603_1845091001_0364,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98416436,0.005580228,0.004155394,0.0033182243,0.002781746
1845,19_1845-02-19_p2_sn83030213_00206530212_1845021901_0375,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025241112,0.014943339,0.94339836,0.008936297,0.00748085
1845,53_1845-05-14_p4_sn84020566_00414187468_1845051401_0425,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009727438,0.006625155,0.0047756303,0.9756375,0.0032343238
1845,3_1845-02-01_p1_sn83030213_00206530212_1845020101_0314,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5068981,0.0114827445,0.4690799,0.0068228464,0.005716394
1845,26_1845-09-09_p3_sn84020566_00414187468_1845090901_0620,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9012088,0.09107226,0.0031169727,0.0025032198,0.0020987305
1845,8_1845-02-15_p4_sn84020566_00414187468_1845021501_0149,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011764315,0.007933505,0.005700217,0.9707441,0.0038578724
1845,93_1845-03-14_p4_sn83030313_00271742915_1845031401_0305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3328376,0.22998515,0.175693,0.14213863,0.11934564
1845,49_1845-10-30_p3_sn84020071_00414182963_1845103001_0136,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01441074,0.00824999,0.006118871,0.0049193185,0.9663011
1845,5_1845-02-17_p1_sn83030313_00271742915_1845021701_0206,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011443468,0.00554179,0.5103144,0.4699128,0.002787482
1845,11_1845-09-17_p4_sn83030313_00271742927_1845091701_0333,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015263502,0.4315147,0.006374173,0.0051047206,0.54174286
