year,id,word_count,cooccur_topic3_name,cooccur_topic4_contribution,cooccur_topic3_town,cooccur_topic5_maine,cooccur_topic1_portland,cooccur_topic2_part,cooccur_topic3_arrived,cooccur_topic4_bank,cooccur_topic3_land,cooccur_topic5_time,cooccur_topic5_state,cooccur_topic3_county,cooccur_topic2_upon,cooccur_topic1_hereby,cooccur_topic1_john,cooccur_topic4_dollar,cooccur_topic1_faid,cooccur_topic2_country,cooccur_topic5_senate,cooccur_topic1_white,cooccur_topic4_would,cooccur_topic5_united,cooccur_topic2_public,smallpox_death_cooccurrences,cooccur_topic4_power,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1803,4_1803-07-04_p1_sn83016072_00332895060_1803070401_0232,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008945321,0.0059924596,0.97851396,0.003560851,0.002987407
1803,16_1803-05-30_p2_sn83016072_00332895060_1803053001_0213,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3328376,0.22998515,0.175693,0.14213863,0.11934564
1803,1_1803-01-17_pNone_sn83016072_00332895060_1803011701_0134,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009970024,0.89657915,0.08596543,0.004072826,0.0034125363
1803,18_1803-06-27_p2_sn83016072_00332895060_1803062701_0229,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72138786,0.015400137,0.145432,0.0095065795,0.108273454
1803,1_1803-07-04_p2_sn83016072_00332895060_1803070401_0233,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028013848,0.020091467,0.014724715,0.92722344,0.009946524
1803,15_1803-01-03_p4_sn83016072_00332895060_1803010301_0129,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9416988,0.021656565,0.014842934,0.011854347,0.009947342
1803,27_1803-01-10_p3_sn83016072_00332895060_1803011001_0132,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11159326,0.7420231,0.05915813,0.047441196,0.03978425
1803,21_1803-06-13_p3_sn83016072_00332895060_1803061301_0222,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78730047,0.008238713,0.006085632,0.0049202745,0.19345488
1803,3_1803-06-13_p1_sn83016072_00332895060_1803061301_0220,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016536158,0.8588916,0.1126548,0.0064870995,0.0054304134
1803,26_1803-07-04_p2_sn83016072_00332895060_1803070401_0233,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18602021,0.5193097,0.011789581,0.009517084,0.2733634
1803,5_1803-01-03_p3_sn83016072_00332895060_1803010301_0128,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41090313,0.024293281,0.32642752,0.014233874,0.22414216
1803,6_1803-06-13_p4_sn83016072_00332895060_1803061301_0223,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013329357,0.008186659,0.0060932324,0.9682687,0.004122072
1803,12_1803-07-04_p4_sn83016072_00332895060_1803070401_0235,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024626324,0.015160619,0.011055175,0.24613905,0.70301884
1803,24_1803-05-30_p3_sn83016072_00332895060_1803053001_0214,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92481977,0.026448168,0.019659827,0.015803095,0.013269267
1803,18_1803-07-04_p4_sn83016072_00332895060_1803070401_0235,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1288958,0.0074570505,0.8554661,0.0044491547,0.0037318787
1803,8_1803-01-10_p3_sn83016072_00332895060_1803011001_0132,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16130109,0.28966242,0.10815681,0.002690626,0.43818903
1803,18_1803-06-20_p4_sn83016072_00332895060_1803062001_0227,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13221465,0.4961598,0.13290685,0.012981097,0.22573763
1803,38_1803-01-03_p3_sn83016072_00332895060_1803010301_0128,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9521444,0.01651369,0.01265275,0.010159017,0.008530148
1803,27_1803-06-27_p4_sn83016072_00332895060_1803062701_0231,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9319077,0.02417766,0.017738985,0.0142366225,0.011939019
1803,14_1803-06-13_p3_sn83016072_00332895060_1803061301_0222,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22778149,0.74913156,0.009311698,0.007491569,0.006283679
1803,9_1803-01-03_p2_sn83016072_00332895060_1803010301_0127,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034473436,0.0021689343,0.00163088,0.0013067612,0.9914461
1803,11_1803-07-04_p4_sn83016072_00332895060_1803070401_0235,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532033,0.008987438,0.006841472,0.005497032,0.44664103
1803,29_1803-06-06_p2_sn83016072_00332895060_1803060601_0217,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114470854,0.73875004,0.059485957,0.047437754,0.039855342
