year,id,word_count,cooccur_topic2_house,cooccur_topic3_bank,smallpox_burial_cooccurrences,cooccur_topic5_would,cooccur_topic4_good,smallpox_sick_cooccurrences,cooccur_topic2_year,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic4_street,cooccur_topic1_court,cooccur_topic2_york,smallpox_epidemic_cooccurrences,cooccur_topic5_upon,cooccur_topic4_medicine,cooccur_topic2_mile,cooccur_topic1_county,smallpox_death_cooccurrences,cooccur_topic3_state,smallpox_died_cooccurrences,cooccur_topic4_disease,cooccur_topic5_every,smallpox_plague_cooccurrences,cooccur_topic5_said,cooccur_topic4_sale,cooccur_topic3_people,cooccur_topic5_time,cooccur_topic1_shall,cooccur_topic2_john,cooccur_topic3_country,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1838,16_1838-09-12_pNone_sn85042147_00202197966_1838091201_0146,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53822774,0.018426366,0.40977857,0.00057056337,0.032996774
1838,1_1838-02-08_p3_sn84020071_0041418294A_1838020801_0661,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03567356,0.0022542244,0.9595958,0.0013476128,0.0011288023
1838,8_1838-03-24_p1_sn86053569_00415661502_1838032401_0157,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5278841,0.008009796,0.26763284,0.004756315,0.19171695
1838,4_1838-12-18_p1_sn83016884_00295877662_1838121801_0562,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13746634,0.003986569,0.8541769,0.0023761014,0.0019941484
1838,16_1838-12-22_p2_sn86053569_00415661502_1838122201_0306,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9621595,0.013253544,0.009989699,0.007938484,0.0066587967
1838,35_1838-07-05_p3_sn84020071_0041418294A_1838070501_0745,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06589986,0.43656945,0.49169773,0.003174647,0.002658238
1838,5_1838-11-10_p3_sn87065417_00295878228_1838111001_0187,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9816554,0.0064739184,0.0047894455,0.0038520193,0.003229296
1838,1_1838-07-28_p3_sn86053569_00415661502_1838072801_0231,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020279668,0.0017516329,0.12878042,0.0010362591,0.84815204
1838,3_1838-06-16_p1_sn83016942_00295878204_1838061601_0687,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046014874,0.30720145,0.0019394573,0.0015511039,0.68470645
1838,14_1838-11-24_p3_sn86053569_00415661502_1838112401_0291,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7718697,0.20607817,0.008928995,0.007142412,0.0059807287
