year,id,word_count,cooccur_topic1_house,cooccur_topic5_several,cooccur_topic4_drop,cooccur_topic2_thee,cooccur_topic4_public,smallpox_burial_cooccurrences,cooccur_topic4_price,cooccur_topic3_would,smallpox_sick_cooccurrences,smallpox_pandemic_cooccurrences,smallpox_outbreak_cooccurrences,cooccur_topic1_street,cooccur_topic5_made,cooccur_topic2_thou,cooccur_topic3_could,smallpox_epidemic_cooccurrences,cooccur_topic4_medicine,smallpox_death_cooccurrences,cooccur_topic5_great,cooccur_topic5_state,smallpox_died_cooccurrences,smallpox_plague_cooccurrences,cooccur_topic1_market,cooccur_topic3_said,cooccur_topic2_love,cooccur_topic4_many,cooccur_topic2_heart,cooccur_topic2_soul,cooccur_topic5_time,cooccur_topic1_john,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1824,18_1824-01-29_p1_sn88053079_00271740244_1824012901_0099,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022008128,0.0012684298,0.5698679,0.15294726,0.27371567
1824,13_1824-06-29_p1_sn83016083_00332895114_1824062901_0275,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010484025,0.037584066,0.94465584,0.0039564995,0.0033195552
1824,87_1824-06-22_p4_sn83016083_00332895114_1824062201_0274,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66394913,0.1168208,0.08840249,0.07107298,0.059754655
1824,6_1824-12-09_p3_sn88053080_00271740244_1824120901_0275,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010871236,0.0070657595,0.0053640204,0.0043114536,0.97238755
1824,4_1824-05-20_p4_sn88053080_00271740244_1824052001_0173,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4027039,0.17540826,0.012260073,0.00083536014,0.4087924
1824,1_1824-02-12_p3_sn88053079_00271740244_1824021201_0111,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72264385,0.00317477,0.0023456223,0.27026317,0.0015725299
1824,27_1824-01-29_p4_sn88053079_00271740244_1824012901_0104,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97421104,0.008914793,0.006806938,0.0054752524,0.004591962
1824,6_1824-01-01_p2_sn88053079_00271740244_1824010101_0084,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042285966,0.0024610881,0.001855721,0.0014851637,0.98996943
1824,8_1824-11-11_p4_sn88053080_00271740244_1824111101_0260,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006891416,0.00410582,0.984403,0.0025036496,0.0020960984
1824,12_1824-05-13_p2_sn88053079_00271740244_1824051301_0165,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076805474,0.004374845,0.7134428,0.13606143,0.13844031
