year,id,word_count,cooccur_topic2_country,cooccur_topic1_white,cooccur_topic3_land,cooccur_topic5_maine,cooccur_topic5_united,cooccur_topic1_portland,cooccur_topic4_dollar,cooccur_topic2_public,cooccur_topic1_john,smallpox_death_cooccurrences,cooccur_topic1_hereby,cooccur_topic5_state,cooccur_topic3_town,cooccur_topic3_name,cooccur_topic3_county,cooccur_topic2_part,cooccur_topic3_arrived,cooccur_topic4_bank,cooccur_topic5_senate,cooccur_topic4_power,cooccur_topic1_faid,cooccur_topic5_time,cooccur_topic2_upon,cooccur_topic4_contribution,cooccur_topic4_would,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1800,21_1800-04-07_p4_sn83016063_00332895059_1800040701_0370,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082906475,0.0053444835,0.9805455,0.003165283,0.0026540295
1800,2_1800-04-07_p4_sn83016063_00332895059_1800040701_0370,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852442,0.7014753,0.0044335807,0.2825815,0.0029852502
1800,4_1800-04-07_p4_sn83016063_00332895059_1800040701_0370,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011434345,0.0075027253,0.97313136,0.0043140138,0.0036174294
1800,44_1800-04-07_p4_sn83016063_00332895059_1800040701_0370,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05906306,0.028820135,0.021987,0.8751988,0.014931016
