year,id,word_count,cooccur_topic1_house,cooccur_topic3_upon,cooccur_topic2_last,cooccur_topic4_street,cooccur_topic2_john,cooccur_topic1_also,cooccur_topic5_state,cooccur_topic5_county,cooccur_topic3_time,cooccur_topic4_disease,cooccur_topic5_court,cooccur_topic3_would,cooccur_topic1_sale,cooccur_topic4_cure,cooccur_topic2_york,cooccur_topic4_medicine,cooccur_topic4_remedy,cooccur_topic1_good,cooccur_topic5_said,cooccur_topic3_great,cooccur_topic2_bank,cooccur_topic5_bill,cooccur_topic2_city,smallpox_death_cooccurrences,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
1843,24_1843-10-21_p2_sn83030213_00206530194_1843102101_0074,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039339088,0.16220768,0.77220047,0.014279465,0.011973355
1843,17_1843-11-02_p3_sn83030213_00206530194_1843110201_0119,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076749325,0.0050046956,0.0037911136,0.98098123,0.0025480646
1843,10_1843-06-09_p4_sn87090028_00295877959_1843060901_0219,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6598767,0.3288626,0.0045370217,0.0036558453,0.0030678622
1843,9_1843-05-03_p3_sn85042147_00202197978_1843050301_0499,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037163824,0.0024990258,0.9855172,0.0015016859,0.0067656585
1843,2_1843-10-25_p4_sn83030213_00206530194_1843102501_0088,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07303995,0.9234654,0.0014109274,0.0011346914,0.000949019
1843,65_1843-02-28_p3_sn83030213_00206530170_1843022801_0729,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7503235,0.0122787105,0.009317226,0.22178097,0.0062995614
1843,53_1843-10-03_p1_sn83030213_00206530194_1843100301_0005,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96223855,0.013258389,0.009934532,0.00792857,0.006639889
1843,58_1843-07-29_p1_sn83030213_00206530182_1843072901_0517,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11507933,0.87335753,0.004661927,0.003754837,0.003146438
1843,69_1843-08-04_pNone_sn83030213_00206530182_1843080401_0540,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011021802,0.32567647,0.0050466545,0.0040719006,0.65418315
1843,37_1843-07-22_p4_sn83030213_00206530182_1843072201_0496,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019845556,0.9570966,0.009276141,0.0074916906,0.0062900796
1843,7_1843-07-08_p3_sn87090168_00295878174_1843070801_0265,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006868328,0.0035987096,0.985556,0.0021648377,0.0018121576
1843,8_1843-02-02_p1_sn84020071_00414182951_1843020201_0613,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044463207,0.25907663,0.7335896,0.0015718037,0.0013156502
1843,21_1843-10-07_p3_sn82007022_00393342882_1843100701_0021,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010326433,0.0065098936,0.004823437,0.0038666849,0.97447354
1843,16_1843-12-23_p4_sn83030213_00206530194_1843122301_0300,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030141994,0.8050715,0.14447832,0.011048925,0.009259331
1843,6_1843-03-30_p1_sn83030213_00206530182_1843033001_0103,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011011541,0.07381014,0.8715514,0.00038458928,0.0531527
1843,7_1843-04-22_p4_sn82016488_00513688040_1843042201_0028,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9906231,0.0032759295,0.0024568585,0.0019832612,0.0016608773
1843,10_1843-01-13_p1_sn87090028_00295877959_1843011301_0144,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038203493,0.027002348,0.9056673,0.015839145,0.01328774
1843,29_1843-10-28_p4_sn83016863_00415662051_1843102801_0203,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6942061,0.29530764,0.004235825,0.0034001335,0.0028503933
1843,14_1843-12-16_p2_sn83030213_00206530194_1843121601_0274,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02464684,0.94585055,0.0119574,0.009540712,0.008004491
1843,2_1843-12-18_p3_sn82016317_00415661642_1843121801_0187,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28669515,0.0019538812,0.0014622366,0.0011721422,0.70871663
1843,76_1843-09-18_p4_sn83030213_00206530182_1843091801_0692,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01850659,0.01117936,0.008436481,0.9561771,0.0057004355
1843,13_1843-05-24_p4_sn83030213_00206530182_1843052401_0296,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098114006,0.88666505,0.006141082,0.0049401317,0.00413969
1843,91_1843-12-19_p3_sn83030213_00206530194_1843121901_0283,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9434515,0.019846871,0.014834465,0.011898362,0.009968726
1843,10_1843-01-28_p4_sn83030213_00206530170_1843012801_0626,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006542586,0.89840305,0.0032205516,0.0025914735,0.08924234
1843,68_1843-11-29_pNone_sn83030213_00206530194_1843112901_0216,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8107404,0.18182877,0.0029931546,0.002412751,0.0020249172
1843,10_1843-11-04_p1_sn83016863_00415662051_1843110401_0204,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014188322,0.00088244746,0.996726,0.0005294607,0.00044340227
1843,4_1843-07-22_p4_sn83030213_00206530182_1843072201_0496,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8132607,0.04265542,0.00092381734,0.0007401955,0.1424199
1843,10_1843-09-05_p3_sn87065340_00295877765_1843090501_0303,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95952404,0.014358094,0.010632403,0.008444771,0.0070407265
1843,6_1843-11-29_p3_sn82016317_00415661642_1843112901_0123,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9874857,0.0043648626,0.0032924893,0.0026440169,0.002212903
1843,93_1843-05-25_p3_sn83030213_00206530182_1843052501_0299,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10043882,0.8819272,0.0071412213,0.005709157,0.004783674
1843,3_1843-06-29_p3_sn84020071_00414182951_1843062901_0693,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049387095,0.0028599857,0.0021140773,0.9886634,0.0014238594
1843,8_1843-10-03_p1_sn83030213_00206530194_1843100301_0005,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011353241,0.00057952903,0.997651,0.00034513953,0.00028904743
1843,1_1843-08-24_p2_sn83030213_00206530182_1843082401_0606,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019082818,0.79092896,0.1136034,0.092969865,0.0005895974
1843,1_1843-02-03_p3_sn83030213_00206530170_1843020301_0645,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30171567,0.5714212,0.0009122976,0.0007301922,0.12522075
1843,70_1843-04-20_p3_sn83030213_00206530182_1843042001_0179,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6700885,0.010851998,0.0080719115,0.30554962,0.0054379464
1843,2_1843-12-16_p1_sn82007022_00393342882_1843121601_0059,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001024154,0.0006505391,0.9976,0.000394742,0.0003306015
1843,43_1843-05-03_p3_sn83030213_00206530182_1843050301_0223,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3847394,0.50457036,0.012803245,0.010198049,0.0876889
1843,11_1843-09-25_p4_sn83030213_00206530182_1843092501_0716,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012076808,0.9777158,0.004115785,0.0033134264,0.0027781336
1843,28_1843-09-15_p4_sn87090028_00295877959_1843091501_0263,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98325163,0.0059643355,0.0043743253,0.0034895258,0.0029200823
1843,60_1843-07-08_p4_sn82016488_00513688040_1843070801_0070,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01846411,0.012332776,0.0092829075,0.0074986042,0.9524216
1843,1_1843-01-06_p3_sn83030213_00206530170_1843010601_0549,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047568963,0.989748,0.0022138548,0.001785821,0.0014954804
1843,1_1843-01-26_p4_sn84020071_00414182951_1843012601_0612,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81530166,0.0024822585,0.11229605,0.0014874279,0.06843253
1843,11_1843-04-29_p3_sn83030213_00206530182_1843042901_0211,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01815914,0.95974547,0.008970374,0.007141246,0.0059837806
1843,34_1843-05-11_pNone_sn84020071_00414182951_1843051101_0663,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10371956,0.33061162,0.4998951,0.03581185,0.029961871
1843,59_1843-07-08_p4_sn82016488_00513688040_1843070801_0070,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03925432,0.02590751,0.019562334,0.015815333,0.8994605
1843,53_1843-09-02_p3_sn87090169_00295878174_1843090201_0293,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77466154,0.079259865,0.058814928,0.047428507,0.039835133
1843,53_1843-07-28_p1_sn83030213_00206530182_1843072801_0513,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96043646,0.013706038,0.010413734,0.008408029,0.007035817
1843,12_1843-01-02_p4_sn83030213_00206530170_1843010201_0538,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02976584,0.019091867,0.013650819,0.010992351,0.9264991
1843,15_1843-11-28_p3_sn82016317_00415661642_1843112801_0119,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008264674,0.66872644,0.0040442585,0.0032464033,0.31571823
1843,41_1843-03-29_p3_sn83030213_00206530182_1843032901_0101,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002212242,0.99548584,0.00092863984,0.00074716733,0.00062607555
1843,26_1843-08-28_p2_sn83030213_00206530182_1843082801_0618,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012004939,0.45218346,0.40253037,0.0003840518,0.14370163
1843,11_1843-12-15_p4_sn83030213_00206530194_1843121501_0272,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007510453,0.00046967977,0.9462532,0.00028176294,0.05224425
1843,7_1843-03-30_p4_sn83030213_00206530182_1843033001_0106,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008343371,0.22367844,0.0038716586,0.003114778,0.76099175
1843,53_1843-07-01_p1_sn83030213_00206530182_1843070101_0425,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96194077,0.013597567,0.009887111,0.007924243,0.006650459
1843,3_1843-12-16_p4_sn82007022_00393342882_1843121601_0062,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99664384,0.0011724302,0.0008796843,0.0007094145,0.00059466204
1843,6_1843-09-05_p2_sn87065340_00295877765_1843090501_0302,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011396158,0.0064561404,0.33728477,0.0037714643,0.6410915
1843,14_1843-09-12_p3_sn87065340_00295877765_1843091201_0307,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4641684,0.009720101,0.0071507352,0.0057330695,0.5132277
1843,40_1843-09-27_p3_sn83030213_00206530182_1843092701_0723,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11901752,0.0065712403,0.004819327,0.8663381,0.0032537258
1843,25_1843-12-29_p1_sn83030213_00206530194_1843122901_0317,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23434584,0.008369368,0.00611953,0.0049235104,0.74624175
1843,21_1843-03-11_p3_sn82016488_00513688040_1843031101_0004,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010807948,0.006135892,0.004588895,0.44163373,0.5368335
1843,43_1843-10-07_p4_sn82016488_00513688040_1843100701_0121,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97583735,0.00845961,0.0063312966,0.0051001115,0.0042715943
1843,21_1843-11-11_p1_sn82016488_00513688040_1843111101_0138,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39725235,0.21092767,0.3066756,0.08406628,0.0010780935
1843,16_1843-08-05_p1_sn82016488_00513688040_1843080501_0083,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07227919,0.047260072,0.8280645,0.02849551,0.023900673
1843,29_1843-12-06_p1_sn82016317_00415661642_1843120601_0145,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99304324,0.002428574,0.0018256904,0.0014702718,0.0012321732
1843,70_1843-07-21_p4_sn83030213_00206530182_1843072101_0492,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85794777,0.12212327,0.008023525,0.00647455,0.0054308884
1843,4_1843-07-01_p3_sn83030213_00206530182_1843070101_0427,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785501,0.0044733137,0.0033104164,0.20449989,0.0022153642
1843,36_1843-08-31_p3_sn83030213_00206530182_1843083101_0631,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6063936,0.3691649,0.009842816,0.007948542,0.006650242
1843,18_1843-06-27_p1_sn83030213_00206530182_1843062701_0409,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51054806,0.008765756,0.0065824795,0.4696772,0.004426525
1843,1_1843-07-29_p2_sn83030213_00206530182_1843072901_0518,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051579773,0.38304648,0.56089854,0.004013018,0.00046217014
1843,14_1843-12-23_p3_sn83030213_00206530194_1843122301_0299,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32862794,0.0067137247,0.23930497,0.0039767874,0.42137653
1843,39_1843-06-27_p1_sn83030213_00206530182_1843062701_0409,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8643669,0.0479907,0.0352591,0.028499927,0.023883406
1843,15_1843-12-25_p1_sn83030213_00206530194_1843122501_0301,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11014742,0.0018403627,0.7309852,0.15611857,0.00090841047
1843,60_1843-02-27_p4_sn83030213_00206530170_1843022701_0726,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9161898,0.029032653,0.022024896,0.017809292,0.014943374
1843,5_1843-12-14_p3_sn83030213_00206530194_1843121401_0267,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2208813,0.005887098,0.39825532,0.3720572,0.0029190346
1843,24_1843-07-29_p3_sn87090168_00295878174_1843072901_0273,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950804,0.003018671,0.0022163712,0.0017808256,0.8979037
1843,69_1843-09-23_p4_sn83030213_00206530182_1843092301_0712,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42162392,0.5508909,0.011092479,0.008921546,0.007471196
1843,94_1843-04-08_pNone_sn83030213_00206530182_1843040801_0135,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6594769,0.23036364,0.04435734,0.035781913,0.030020205
1843,12_1843-07-24_p3_sn83030213_00206530182_1843072401_0499,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010921923,0.0065774913,0.093280524,0.0039688977,0.88525116
1843,1_1843-02-06_p4_sn83030213_00206530170_1843020601_0654,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013040599,0.00108304,0.57418156,0.00048339905,0.42294785
1843,16_1843-10-20_p1_sn83030213_00206530194_1843102001_0069,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960189,0.013904479,0.01045103,0.008413108,0.007042458
1843,68_1843-09-04_pNone_sn83030213_00206530182_1843090401_0643,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98335445,0.005923353,0.004318168,0.0034822202,0.0029218115
1843,19_1843-06-22_p2_sn83030213_00206530182_1843062201_0394,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7346825,0.24535628,0.00804011,0.0064849863,0.005436109
1843,5_1843-12-15_p1_sn83030213_00206530194_1843121501_0269,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059043307,0.7316777,0.20879246,0.00026489174,0.00022168031
1843,6_1843-05-20_p6_sn82016488_00513688040_1843052001_0046,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047332484,0.1738075,0.0010817499,0.0008694935,0.77690876
1843,8_1843-05-24_p1_sn83030213_00206530182_1843052401_0293,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017635799,0.0010222669,0.70436764,0.0006036843,0.29224285
1843,12_1843-10-28_p3_sn82016488_00513688040_1843102801_0132,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070452966,0.0887822,0.09107741,0.0013004002,0.748387
1843,5_1843-12-02_p3_sn82007022_00393342882_1843120201_0053,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008383936,0.98164093,0.004018149,0.0032395956,0.002717444
1843,53_1843-12-16_p4_sn83030213_00206530194_1843121601_0276,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011480166,0.9748182,0.0055169,0.0044488865,0.003735852
1843,63_1843-09-19_p4_sn83030213_00206530182_1843091901_0696,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008803524,0.004601475,0.0034207883,0.9808728,0.002301393
1843,16_1843-10-21_p3_sn82016488_00513688040_1843102101_0128,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97154623,0.0101411985,0.00737556,0.005953026,0.0049839388
1843,83_1843-04-27_p4_sn83030213_00206530182_1843042701_0204,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9642482,0.0126325805,0.009324051,0.0075043673,0.006290783
1843,36_1843-11-16_p3_sn83030213_00206530194_1843111601_0171,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9750162,0.008712587,0.006555476,0.0052892775,0.0044264835
