id,word_count,smallpox_death_cooccurrences,cooccur_topic1_black,cooccur_topic1_cotton,cooccur_topic1_white,cooccur_topic1_received,cooccur_topic1_good,cooccur_topic2_state,cooccur_topic2_house,cooccur_topic2_bill,cooccur_topic2_shall,cooccur_topic2_time,cooccur_topic3_bank,cooccur_topic3_capt,cooccur_topic3_american,cooccur_topic3_wilmington,cooccur_topic3_british,cooccur_topic4_shall,cooccur_topic4_company,cooccur_topic4_article,cooccur_topic4_person,cooccur_topic4_medicine,cooccur_topic5_state,cooccur_topic5_dollar,cooccur_topic5_shall,cooccur_topic5_share,cooccur_topic5_town,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
7_1810-01-31_p2_sn82014385_00271740232_1810013101_0208,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9906639456748962,0.0,0.0,0.0
2_1810-03-31_p1_sn82014385_00271740232_1810033101_0233,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.25703972578048706,0.0,0.5494258403778076,0.1895538866519928
12_1810-06-11_p1_sn83016082_00332895084_1810061101_0095,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6302530169487,0.011107244528830051,0.346164345741272,0.0,0.0
29_1810-03-31_p4_sn82014385_00271740232_1810033101_0236,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2629246711730957,0.0,0.0,0.5893073678016663,0.1338028460741043
29_1810-03-24_p2_sn82014385_00271740232_1810032401_0225,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4036875367164612,0.582548975944519,0.0,0.0,0.0
18_1810-05-16_p4_sn82014385_00271740232_1810051601_0266,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046254340559244156,0.8983259797096252,0.02269262634217739,0.017798593267798424,0.014928493648767471
9_1810-05-23_p1_sn82014385_00271740232_1810052301_0272,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5069401860237122,0.026283862069249153,0.43768954277038574,0.015809109434485435,0.013277309946715832
8_1810-05-19_p1_sn82014385_00271740232_1810051901_0267,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9580175876617432,0.014570455998182297,0.011029647663235664,0.0,0.0
4_1810-02-14_p3_sn82014385_00271740232_1810021401_0215,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019869599491357803,0.9544017910957336,0.010343785397708416,0.0,0.0
6_1810-05-16_p4_sn82014385_00271740232_1810051601_0266,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04966454580426216,0.033324118703603745,0.025196775794029236,0.8747571110725403,0.01705741696059704
12_1810-02-14_p4_sn82014385_00271740232_1810021401_0216,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018557270988821983,0.012204686179757118,0.0,0.953564465045929,0.0
3_1810-05-12_p1_sn82014385_00271740232_1810051201_0259,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014529825188219547,0.0,0.8098768591880798,0.0,0.16278278827667236
81_1810-12-17_pNone_sn83016082_00332895084_1810121701_0206,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33283761143684387,0.22998513281345367,0.17569300532341003,0.14213863015174866,0.11934563517570496
18_1810-04-11_p3_sn82014385_00271740232_1810041101_0248,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8307112455368042,0.05920292064547539,0.044684749096632004,0.03556280955672264,0.029838262125849724
19_1810-03-14_p4_sn82014385_00271740232_1810031401_0221,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04110703244805336,0.023269372060894966,0.01761537231504917,0.9060678482055664,0.01194039173424244
1_1810-01-31_p1_sn82014385_00271740232_1810013101_0207,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015385191887617111,0.9677444696426392,0.0,0.0,0.0
3_1810-04-14_p2_sn82014385_00271740232_1810041401_0251,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.988716721534729,0.0,0.0,0.0
26_1810-03-14_p1_sn82014385_00271740232_1810031401_0218,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02530522644519806,0.01697947084903717,0.9390125274658203,0.010174112394452095,0.0
10_1810-02-14_p4_sn82014385_00271740232_1810021401_0216,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478391170501709,0.01838797889649868,0.013787436299026012,0.2528344988822937,0.2365989238023758
43_1810-12-17_pNone_sn83016082_00332895084_1810121701_0206,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8880033493041992,0.03890707343816757,0.029400020837783813,0.02375655621290207,0.019933028146624565
33_1810-03-28_p2_sn82014385_00271740232_1810032801_0230,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08442594110965729,0.05896943062543869,0.0439252108335495,0.28489920496940613,0.5277802348136902
8_1810-04-07_p4_sn82014385_00271740232_1810040701_0245,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9918699860572815,0.0
4_1810-12-17_pNone_sn83016082_00332895084_1810121701_0204,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030596144497394562,0.5389127135276794,0.0,0.0,0.4273480772972107
2_1810-05-19_p4_sn82014385_00271740232_1810051901_0270,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015934860333800316,0.0,0.0,0.9633708596229553,0.0
16_1810-05-19_p4_sn82014385_00271740232_1810051901_0270,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11147789657115936,0.07720112055540085,0.7241377830505371,0.047400400042533875,0.0397828184068203
12_1810-04-07_p3_sn82014385_00271740232_1810040701_0244,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4032009243965149,0.0,0.4631379544734955,0.0,0.12836432456970215
5_1810-02-14_p4_sn82014385_00271740232_1810021401_0216,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011507471092045307,0.0,0.8623080849647522,0.1148589551448822,0.0
32_1810-05-12_p3_sn82014385_00271740232_1810051201_0261,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1888977438211441,0.11624733358621597,0.5641114115715027,0.07107003033161163,0.05967342108488083
30_1810-04-14_p2_sn82014385_00271740232_1810041401_0251,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9890328049659729
1_1810-04-07_p3_sn82014385_00271740232_1810040701_0244,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014844251796603203,0.0,0.9643980860710144,0.0,0.0
57_1810-12-17_pNone_sn83016082_00332895084_1810121701_0206,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9031862020492554,0.03424522653222084,0.025117360055446625,0.020366275683045387,0.01708492636680603
21_1810-01-31_p2_sn82014385_00271740232_1810013101_0208,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25513145327568054,0.42219680547714233,0.0,0.0,0.31295350193977356
6_1810-03-28_p3_sn82014385_00271740232_1810032801_0231,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023661140352487564,0.016263199970126152,0.011777722276747227,0.0,0.9387748837471008
2_1810-04-04_p3_sn82014385_00271740232_1810040401_0240,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018682511523365974,0.012618734501302242,0.0,0.9531003832817078,0.0
14_1810-03-24_p4_sn82014385_00271740232_1810032401_0227,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980697751045227,0.0,0.0,0.0,0.0
71_1810-12-17_pNone_sn83016082_00332895084_1810121701_0206,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9600970149040222,0.014044571667909622,0.01042934413999319,0.0,0.0
6_1810-06-11_p1_sn83016082_00332895084_1810061101_0095,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024324383586645126,0.9511576890945435,0.0,0.0,0.0
17_1810-05-19_p3_sn82014385_00271740232_1810051901_0269,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5463338494300842,0.02336631529033184,0.4041116237640381,0.014251897111535072,0.011936296708881855
12_1810-03-14_p3_sn82014385_00271740232_1810031401_0220,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9858538508415222,0.0,0.0,0.0
20_1810-04-07_p2_sn82014385_00271740232_1810040701_0243,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3728458285331726,0.5784156322479248,0.019666869193315506,0.015799418091773987,0.013272274285554886
4_1810-04-07_p4_sn82014385_00271740232_1810040701_0245,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046605274081230164,0.0,0.0,0.0,0.9412593841552734
3_1810-05-16_p2_sn82014385_00271740232_1810051601_0264,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9820442199707031,0.0,0.0,0.0
16_1810-03-31_p3_sn82014385_00271740232_1810033101_0235,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04281437769532204,0.028922034427523613,0.6072601079940796,0.30607306957244873,0.014930467121303082
2_1810-04-11_p1_sn82014385_00271740232_1810041101_0246,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012359250336885452,0.0,0.9700167179107666,0.0,0.0
8_1810-02-14_p3_sn82014385_00271740232_1810021401_0215,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7917528748512268,0.0,0.0,0.20186083018779755
2_1810-05-12_p4_sn82014385_00271740232_1810051201_0262,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02478705905377865,0.9477579593658447,0.01107722893357277,0.0,0.0
29_1810-05-19_p4_sn82014385_00271740232_1810051901_0270,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12160911411046982,0.01657756417989731,0.012670925818383694,0.8406134247779846,0.0
7_1810-01-31_p3_sn82014385_00271740232_1810013101_0209,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020377226173877716,0.634099006652832,0.0,0.3289273679256439,0.0
4_1810-05-19_p1_sn82014385_00271740232_1810051901_0267,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.12738710641860962,0.8567460179328918
15_1810-05-16_p2_sn82014385_00271740232_1810051601_0264,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08959462493658066,0.019708720967173576,0.8688694834709167,0.011875292286276817,0.0
7_1810-01-31_p4_sn82014385_00271740232_1810013101_0210,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9251316785812378,0.026059025898575783,0.019663000479340553,0.0158817358314991,0.013264570385217667
25_1810-02-14_p3_sn82014385_00271740232_1810021401_0215,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10539475828409195,0.7252442836761475,0.16608573496341705,0.0,0.0
64_1810-12-17_pNone_sn83016082_00332895084_1810121701_0206,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012698139995336533,0.0,0.9700710773468018,0.0,0.0
7_1810-02-14_p1_sn82014385_00271740232_1810021401_0213,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33283761143684387,0.22998513281345367,0.17569300532341003,0.14213863015174866,0.11934563517570496
1_1810-03-14_p2_sn82014385_00271740232_1810031401_0219,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10877925157546997,0.41915902495384216,0.0,0.0,0.4681929647922516
7_1810-05-16_p4_sn82014385_00271740232_1810051601_0266,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043765198439359665,0.9268742203712463,0.011872928589582443,0.0,0.0
35_1810-03-31_p4_sn82014385_00271740232_1810033101_0236,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049437761306762695,0.03293204307556152,0.02520981803536415,0.875365138053894,0.017055226489901543
19_1810-03-31_p3_sn82014385_00271740232_1810033101_0235,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9907639622688293,0.0,0.0,0.0
5_1810-05-19_p2_sn82014385_00271740232_1810051901_0268,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9588927030563354,0.01533664483577013,0.010375745594501495,0.0,0.0
5_1810-04-04_p4_sn82014385_00271740232_1810040401_0241,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8297004699707031,0.05994148179888725,0.044944390654563904,0.03557421639561653,0.029839422553777695
35_1810-12-17_pNone_sn83016082_00332895084_1810121701_0206,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8158987760543823,0.01644405536353588,0.01191706396639347,0.0,0.14624962210655212
5_1810-01-31_p4_sn82014385_00271740232_1810013101_0210,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9701857566833496,0.010538317263126373,0.0,0.0,0.0
19_1810-04-14_p2_sn82014385_00271740232_1810041401_0251,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41797178983688354,0.5188400745391846,0.02571134641766548,0.020412949845194817,0.01706383004784584
3_1810-03-31_p4_sn82014385_00271740232_1810033101_0236,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14001232385635376,0.8390209078788757,0.0,0.0,0.0
7_1810-04-18_p3_sn82014385_00271740232_1810041801_0256,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4469907581806183,0.3830637037754059,0.16727247834205627,0.0,0.0
5_1810-02-05_p2_sn83016082_00332895084_1810020501_0024,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6393991708755493,0.3415120840072632,0.0,0.0,0.0
1_1810-02-14_p3_sn82014385_00271740232_1810021401_0215,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9868157505989075,0.0,0.0,0.0
6_1810-01-01_p2_sn83016082_00332895084_1810010101_0004,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2617071270942688,0.7295085191726685,0.0,0.0,0.0
24_1810-02-05_p2_sn83016082_00332895084_1810020501_0024,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06757216900587082,0.8590616583824158,0.029756620526313782,0.023699715733528137,0.019909849390387535
13_1810-05-16_p1_sn82014385_00271740232_1810051601_0263,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4903552830219269,0.25094202160835266,0.24347424507141113
5_1810-03-31_p3_sn82014385_00271740232_1810033101_0235,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021421462297439575,0.9526669383049011,0.010489287786185741,0.0,0.0
21_1810-03-31_p4_sn82014385_00271740232_1810033101_0236,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37068915367126465,0.013630000874400139,0.010474764741957188,0.5981771349906921,0.0
18_1810-03-14_p2_sn82014385_00271740232_1810031401_0219,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03159412369132042,0.8438124656677246,0.01598534733057022,0.09775633364915848,0.010851668193936348
26_1810-05-16_p1_sn82014385_00271740232_1810051601_0263,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06732311099767685,0.04602319374680519,0.03519655391573906,0.6276432871818542,0.22381386160850525
15_1810-12-17_pNone_sn83016082_00332895084_1810121701_0206,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3980013132095337,0.010932679288089275,0.5791429877281189,0.0,0.0
5_1810-02-14_p2_sn82014385_00271740232_1810021401_0214,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9933335781097412,0.0,0.0,0.0
18_1810-02-05_p2_sn83016082_00332895084_1810020501_0024,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18720081448554993,0.7638780474662781,0.019848240539431572,0.01580904982984066,0.013263867236673832
6_1810-05-19_p2_sn82014385_00271740232_1810051901_0268,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354380339384079,0.6393370032310486,0.0,0.0,0.0
6_1810-03-14_p3_sn82014385_00271740232_1810031401_0220,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034840188920497894,0.02122514694929123,0.016006285324692726,0.012943007051944733,0.9149853587150574
89_1810-12-17_pNone_sn83016082_00332895084_1810121701_0206,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5102857351303101,0.07666794955730438,0.0587313249707222,0.31453198194503784,0.03978303447365761
14_1810-04-11_p3_sn82014385_00271740232_1810041101_0248,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.45107585191726685,0.259310245513916,0.23970460891723633,0.04612697660923004
5_1810-05-16_p2_sn82014385_00271740232_1810051601_0264,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365454763174057,0.0,0.0,0.0,0.6299290657043457
42_1810-05-12_p3_sn82014385_00271740232_1810051201_0261,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028709271922707558,0.020000960677862167,0.014718434773385525,0.011876965872943401,0.9246943593025208
14_1810-03-24_p2_sn82014385_00271740232_1810032401_0225,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670914575457573,0.8453615307807922,0.03524839133024216,0.028428664430975914,0.023869914934039116
15_1810-01-31_p3_sn82014385_00271740232_1810013101_0209,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059494517743587494,0.038882821798324585,0.8642203211784363,0.020334850996732712,0.017067478969693184
17_1810-06-11_p1_sn83016082_00332895084_1810061101_0095,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7646923661231995,0.15543042123317719,0.0,0.0,0.07645733654499054
11_1810-04-18_p2_sn82014385_00271740232_1810041801_0255,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9938945174217224
2_1810-03-28_p2_sn82014385_00271740232_1810032801_0230,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1869179606437683,0.8059945702552795,0.0,0.0,0.0
