id,word_count,smallpox_death_cooccurrences,cooccur_topic1_county,cooccur_topic1_late,cooccur_topic1_year,cooccur_topic1_notice,cooccur_topic1_taken,cooccur_topic2_black,cooccur_topic2_good,cooccur_topic2_cotton,cooccur_topic2_white,cooccur_topic2_plain,cooccur_topic3_day,cooccur_topic3_brig,cooccur_topic3_court,cooccur_topic3_whole,cooccur_topic3_state,cooccur_topic4_john,cooccur_topic4_bill,cooccur_topic4_public,cooccur_topic4_vote,cooccur_topic4_committee,cooccur_topic5_debt,cooccur_topic5_french,cooccur_topic5_army,cooccur_topic5_france,cooccur_topic5_petition,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
12_1809-01-16_p2_sn83016082_00332895072_1809011601_0537,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0542793795466423,0.0,0.0,0.927514910697937
32_1809-01-16_pNone_sn83016082_00332895072_1809011601_0539,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09570888429880142,0.03352358192205429,0.025224965065717697,0.4434290826320648,0.4021134674549103
48_1809-12-18_pNone_sn83016082_00332895072_1809121801_0730,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32537180185317993,0.199870765209198,0.01973133347928524,0.015831315889954567,0.43919479846954346
27_1809-10-09_p4_sn83016082_00332895072_1809100901_0691,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24969686567783356,0.0143860699608922,0.05815045163035393,0.6703035235404968,0.0
48_1809-12-11_pNone_sn83016082_00332895072_1809121101_0727,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03575956076383591,0.6298401951789856,0.3125367760658264,0.011912420392036438,0.0
4_1809-09-25_pNone_sn83016082_00332895072_1809092501_0683,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8159090876579285,0.17034535109996796,0.0,0.0,0.0
30_1809-10-30_p2_sn83016082_00332895072_1809103001_0701,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15725180506706238,0.0,0.2746695280075073,0.0,0.5647212266921997
4_1809-01-16_p2_sn83016082_00332895072_1809011601_0537,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8279767036437988,0.018566129729151726,0.013590758666396141,0.13066615164279938,0.0
16_1809-01-02_pNone_sn83016082_00332895072_1809010201_0528,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27918627858161926,0.2552056610584259,0.0223089549690485,0.017795950174331665,0.4255031645298004
3_1809-09-25_pNone_sn83016082_00332895072_1809092501_0683,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014190603978931904,0.9682921767234802,0.0,0.0,0.0
1_1809-09-25_pNone_sn83016082_00332895072_1809092501_0683,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022279944270849228,0.011736595071852207,0.0,0.9510807991027832,0.0
25_1809-09-25_pNone_sn83016082_00332895072_1809092501_0683,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979568600654602,0.0,0.0,0.0,0.0
26_1809-10-09_p4_sn83016082_00332895072_1809100901_0691,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4238688051700592,0.1440119594335556,0.0,0.0,0.42893657088279724
21_1809-09-25_pNone_sn83016082_00332895072_1809092501_0683,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02275601401925087,0.014468923211097717,0.14429917931556702,0.8114385604858398,0.0
21_1809-01-16_pNone_sn83016082_00332895072_1809011601_0539,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501248873770237,0.03060825727880001,0.022237218916416168,0.8820987343788147,0.014930885285139084
39_1809-12-11_pNone_sn83016082_00332895072_1809121101_0727,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010625925846397877,0.9302890300750732,0.0,0.05085552856326103,0.0
10_1809-08-14_pNone_sn83016082_00332895072_1809081401_0656,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655500590801239,0.31526628136634827,0.011760545894503593,0.0,0.0
18_1809-10-30_p4_sn83016082_00332895072_1809103001_0703,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9479805827140808,0.018264366313815117,0.013602206483483315,0.01096445880830288,0.0
8_1809-12-18_pNone_sn83016082_00332895072_1809121801_0731,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9868936538696289,0.0,0.0,0.0
