id,word_count,smallpox_death_cooccurrences,cooccur_topic1_county,cooccur_topic1_late,cooccur_topic1_year,cooccur_topic1_notice,cooccur_topic1_taken,cooccur_topic2_black,cooccur_topic2_good,cooccur_topic2_cotton,cooccur_topic2_white,cooccur_topic2_plain,cooccur_topic3_day,cooccur_topic3_brig,cooccur_topic3_court,cooccur_topic3_whole,cooccur_topic3_state,cooccur_topic4_john,cooccur_topic4_bill,cooccur_topic4_public,cooccur_topic4_vote,cooccur_topic4_committee,cooccur_topic5_debt,cooccur_topic5_french,cooccur_topic5_army,cooccur_topic5_france,cooccur_topic5_petition,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
2_1809-10-30_p4_sn83016082_00332895072_1809103001_0703,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8585399389266968,0.13044147193431854,0.0,0.0,0.0
4_1809-12-18_pNone_sn83016082_00332895072_1809121801_0731,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2451486587524414,0.0,0.33765220642089844,0.4076020419597626,0.0
10_1809-10-30_p4_sn83016082_00332895072_1809103001_0703,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9736355543136597,0.0,0.0,0.0,0.0
3_1809-10-09_p4_sn83016082_00332895072_1809100901_0691,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27536892890930176,0.7176609039306641,0.0,0.0,0.0
24_1809-10-16_pNone_sn83016082_00332895072_1809101601_0693,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6661047339439392,0.03367314487695694,0.2628328502178192,0.020326264202594757,0.017063014209270477
22_1809-10-23_p3_sn83016082_00332895072_1809102301_0698,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7654941082000732,0.0,0.0,0.0,0.22190739214420319
9_1809-10-09_p4_sn83016082_00332895072_1809100901_0691,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4548207223415375,0.014526951126754284,0.3560909330844879,0.1670980453491211,0.0
23_1809-10-23_p3_sn83016082_00332895072_1809102301_0698,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09426417201757431,0.05803850293159485,0.04395631328225136,0.2526063621044159,0.5511346459388733
19_1809-01-02_pNone_sn83016082_00332895072_1809010201_0529,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40619251132011414,0.0,0.5165414810180664,0.0,0.06469155102968216
3_1809-10-02_p1_sn83016082_00332895072_1809100201_0684,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019253157079219818,0.01357986219227314,0.0,0.0,0.9518426060676575
10_1809-09-25_pNone_sn83016082_00332895072_1809092501_0683,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9803050756454468,0.0,0.0,0.0,0.0
31_1809-12-11_pNone_sn83016082_00332895072_1809121101_0727,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4226090908050537,0.5049525499343872,0.0,0.06462515145540237,0.0
5_1809-10-30_p2_sn83016082_00332895072_1809103001_0701,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02455584891140461,0.6128358840942383,0.34948083758354187,0.0,0.0
38_1809-12-18_pNone_sn83016082_00332895072_1809121801_0731,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33283761143684387,0.22998513281345367,0.17569300532341003,0.14213863015174866,0.11934563517570496
6_1809-12-18_pNone_sn83016082_00332895072_1809121801_0731,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6837238669395447,0.014185160398483276,0.2866916060447693,0.0,0.0
18_1809-10-09_p4_sn83016082_00332895072_1809100901_0691,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2546379864215851,0.0,0.0,0.0,0.7359279990196228
7_1809-01-09_pNone_sn83016082_00332895072_1809010901_0533,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010619222186505795,0.0,0.0,0.0,0.9765006303787231
4_1809-10-16_pNone_sn83016082_00332895072_1809101601_0693,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610288143157959,0.15098293125629425,0.0,0.0,0.23217274248600006
6_1809-10-23_p3_sn83016082_00332895072_1809102301_0698,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31952527165412903,0.0,0.0,0.0,0.6593740582466125
19_1809-12-18_pNone_sn83016082_00332895072_1809121801_0730,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031183045357465744,0.01797535829246044,0.24786929786205292,0.6937860250473022,0.0
54_1809-10-30_p4_sn83016082_00332895072_1809103001_0703,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9642834067344666,0.012516855262219906,0.0,0.0,0.0
6_1809-09-25_pNone_sn83016082_00332895072_1809092501_0683,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332265704870224,0.6607639193534851,0.0,0.0,0.0
7_1809-09-25_pNone_sn83016082_00332895072_1809092501_0683,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8658235669136047,0.0,0.0,0.1209142729640007,0.0
