id,word_count,smallpox_death_cooccurrences,cooccur_topic1_county,cooccur_topic1_late,cooccur_topic1_year,cooccur_topic1_notice,cooccur_topic1_taken,cooccur_topic2_black,cooccur_topic2_good,cooccur_topic2_cotton,cooccur_topic2_white,cooccur_topic2_plain,cooccur_topic3_day,cooccur_topic3_brig,cooccur_topic3_court,cooccur_topic3_whole,cooccur_topic3_state,cooccur_topic4_john,cooccur_topic4_bill,cooccur_topic4_public,cooccur_topic4_vote,cooccur_topic4_committee,cooccur_topic5_debt,cooccur_topic5_french,cooccur_topic5_army,cooccur_topic5_france,cooccur_topic5_petition,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
11_1805-04-22_p2_sn83045636_00332895060_1805042201_0612,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07691700011491776,0.0,0.0,0.0,0.9136807918548584
10_1805-09-02_p1_sn83016082_00332895060_1805090201_0687,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9037269353866577,0.033589642494916916,0.025282610207796097,0.020345168188214302,0.017055634409189224
27_1805-04-29_p3_sn83045636_00332895060_1805042901_0617,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9324301481246948,0.023510999977588654,0.017833460122346878,0.014266329817473888,0.011959072202444077
25_1805-07-23_p2_sn83016082_00332895060_1805072301_0664,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4101586639881134,0.011612100526690483,0.42143771052360535,0.15081870555877686,0.0
33_1805-06-25_p4_sn83045636_00332895060_1805062501_0650,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11248836666345596,0.0,0.5690463185310364,0.0,0.3033817410469055
25_1805-08-12_p2_sn83016082_00332895060_1805081201_0676,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5792825818061829,0.04308164492249489,0.08133354038000107,0.0,0.2948613166809082
33_1805-07-09_p3_sn83045636_00332895060_1805070901_0657,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03634248301386833,0.02114439196884632,0.016029028221964836,0.9156255722045898,0.010858508758246899
4_1805-04-22_p3_sn83045636_00332895060_1805042201_0613,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06485026329755783,0.0,0.0,0.916231632232666,0.0
14_1805-11-11_p2_sn83016082_00332895060_1805111101_0728,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9477975368499756,0.018296988680958748,0.013768298551440239,0.010951287113130093,0.0
1_1805-06-11_p3_sn83045636_00332895060_1805061101_0641,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9914880394935608,0.0,0.0,0.0
8_1805-08-19_p2_sn83016082_00332895060_1805081901_0680,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.12837214767932892,0.34459492564201355,0.5211518406867981
1_1805-07-23_p1_sn83016082_00332895060_1805072301_0663,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4851738512516022,0.0,0.0,0.5044203996658325,0.0
44_1805-08-26_p4_sn83016082_00332895060_1805082601_0686,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044971857219934464,0.5755167603492737,0.019887113943696022,0.01587003655731678,0.34375423192977905
2_1805-12-23_p4_sn83016082_00332895060_1805122301_0754,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9748510122299194,0.0,0.0,0.0,0.0
56_1805-06-25_p3_sn83045636_00332895060_1805062501_0649,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33283761143684387,0.22998513281345367,0.17569300532341003,0.14213863015174866,0.11934563517570496
