id,word_count,smallpox_death_cooccurrences,cooccur_topic1_land,cooccur_topic1_black,cooccur_topic1_silk,cooccur_topic1_cotton,cooccur_topic1_good,cooccur_topic2_good,cooccur_topic2_work,cooccur_topic2_public,cooccur_topic2_john,cooccur_topic2_part,cooccur_topic3_state,cooccur_topic3_committee,cooccur_topic3_house,cooccur_topic3_time,cooccur_topic3_many,cooccur_topic4_county,cooccur_topic4_bank,cooccur_topic4_court,cooccur_topic4_portland,cooccur_topic4_notice,cooccur_topic5_state,cooccur_topic5_last,cooccur_topic5_time,cooccur_topic5_year,cooccur_topic5_house,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
36_1816-07-16_p2_sn83016082_00332895096_1816071601_0296,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08834920078516006,0.05798891931772232,0.04396149143576622,0.7798596024513245,0.029840800911188126
10_1816-07-16_p3_sn83016082_00332895096_1816071601_0297,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02748403698205948,0.18813607096672058,0.012802892364561558,0.010211126878857613,0.7613658905029297
11_1816-01-30_p1_sn83016082_00332895096_1816013001_0197,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06627737730741501,0.04930414631962776,0.7554107904434204,0.0,0.12852121889591217
46_1816-01-30_pNone_sn83016082_00332895096_1816013001_0200,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9817789196968079,0.0,0.0,0.0,0.0
9_1816-01-30_pNone_sn83016082_00332895096_1816013001_0200,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5594248175621033,0.2788568139076233,0.01046321727335453,0.0,0.14286811649799347
10_1816-01-16_pNone_sn83016082_00332895096_1816011601_0190,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07486512511968613,0.177681103348732,0.6454825401306152,0.0,0.10110078006982803
11_1816-11-19_p2_sn83016082_00332895096_1816111901_0371,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9923238158226013,0.0,0.0
13_1816-12-28_p2_sn83016082_00332895096_1816122801_0395,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056662242859601974,0.03837054595351219,0.8613693118095398,0.023704413324594498,0.019893445074558258
1_1816-02-06_p3_sn83016082_00332895096_1816020601_0203,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9843339920043945,0.0,0.0,0.0
3_1816-01-30_p2_sn83016082_00332895096_1816013001_0198,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.992816686630249,0.0,0.0
4_1816-07-16_p3_sn83016082_00332895096_1816071601_0297,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9925541877746582,0.0,0.0,0.0,0.0
11_1816-12-28_p2_sn83016082_00332895096_1816122801_0395,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319706529378891,0.0,0.1708916574716568,0.1122513934969902,0.3948994576931
46_1816-07-02_pNone_sn83016082_00332895096_1816070201_0290,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9854481220245361,0.0
26_1816-12-28_p3_sn83016082_00332895096_1816122801_0396,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02909175306558609,0.6365483999252319,0.01178522314876318,0.0,0.313082754611969
45_1816-07-16_p3_sn83016082_00332895096_1816071601_0297,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11127615720033646,0.8595237731933594,0.011731239967048168,0.0,0.0
34_1816-01-30_pNone_sn83016082_00332895096_1816013001_0200,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9330828189849854,0.06026026979088783,0.0,0.0,0.0
22_1816-02-06_p3_sn83016082_00332895096_1816020601_0203,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9482457041740417,0.018017688766121864,0.013549357652664185,0.01100205909460783,0.0
15_1816-01-30_pNone_sn83016082_00332895096_1816013001_0200,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48765406012535095,0.2883017361164093,0.0,0.1617666631937027,0.05732319504022598
12_1816-01-16_p3_sn83016082_00332895096_1816011601_0191,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6287538409233093,0.013853766955435276,0.010369563475251198,0.33999815583229065,0.0
14_1816-01-30_pNone_sn83016082_00332895096_1816013001_0200,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2089584767818451,0.023332523182034492,0.017639249563217163,0.7381317019462585,0.011937999166548252
3_1816-12-28_p3_sn83016082_00332895096_1816122801_0396,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4924117624759674,0.0,0.49218201637268066
2_1816-12-28_p4_sn83016082_00332895096_1816122801_0397,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013806617818772793,0.0,0.0,0.9656949043273926,0.0
7_1816-01-16_pNone_sn83016082_00332895096_1816011601_0190,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1804872304201126,0.0,0.637994647026062,0.17446282505989075,0.0
10_1816-01-30_pNone_sn83016082_00332895096_1816013001_0200,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022795211523771286,0.015558789484202862,0.011733854189515114,0.9419525265693665,0.0
6_1816-07-16_p1_sn83016082_00332895096_1816071601_0295,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4046526253223419,0.47448253631591797,0.11217951029539108,0.0
20_1816-06-18_pNone_sn83016082_00332895096_1816061801_0282,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9325350522994995,0.02364911511540413,0.017658546566963196,0.014216522686183453,0.011940818279981613
46_1816-02-06_p3_sn83016082_00332895096_1816020601_0203,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1837249994277954,0.02169530838727951,0.6575570702552795,0.1261684000492096,0.010854192078113556
20_1816-01-23_p3_sn83016082_00332895096_1816012301_0195,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9954630136489868,0.0,0.0
29_1816-07-02_pNone_sn83016082_00332895096_1816070201_0290,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2624626159667969,0.7037960290908813,0.013593584299087524,0.010961349122226238,0.0
6_1816-11-12_pNone_sn83016082_00332895096_1816111201_0368,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313054583966732,0.04398341104388237,0.9192494750022888,0.0,0.0
18_1816-01-23_p4_sn83016082_00332895096_1816012301_0196,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8017030954360962,0.08503690361976624,0.10348164290189743,0.0
34_1816-07-16_p1_sn83016082_00332895096_1816071601_0295,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05686325579881668,0.03890039026737213,0.029438508674502373,0.023700902238488197,0.8510969877243042
5_1816-01-30_p2_sn83016082_00332895096_1816013001_0198,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037611186504364014,0.0,0.6186078190803528,0.020849579945206642,0.3211728632450104
20_1816-01-16_p3_sn83016082_00332895096_1816011601_0191,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03831440582871437,0.02062387950718403,0.5886187553405762,0.3424789309501648,0.0
17_1816-12-28_p4_sn83016082_00332895096_1816122801_0397,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9511346220970154,0.01734865829348564,0.012803059071302414,0.010176261886954308,0.0
1_1816-01-16_p3_sn83016082_00332895096_1816011601_0191,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2913177013397217,0.0,0.03780709579586983,0.1497713327407837,0.5149475932121277
16_1816-07-02_pNone_sn83016082_00332895096_1816070201_0288,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3943748474121094,0.013935166411101818,0.22377566993236542,0.0,0.3595389425754547
7_1816-12-28_p3_sn83016082_00332895096_1816122801_0396,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3453317880630493,0.03965308144688606,0.03543487936258316,0.5784421563148499,0.0
