id,word_count,smallpox_death_cooccurrences,cooccur_topic1_power,cooccur_topic1_time,cooccur_topic1_state,cooccur_topic1_public,cooccur_topic1_government,cooccur_topic2_black,cooccur_topic2_portland,cooccur_topic2_white,cooccur_topic2_good,cooccur_topic2_john,cooccur_topic3_bill,cooccur_topic3_bank,cooccur_topic3_dollar,cooccur_topic3_name,cooccur_topic3_read,cooccur_topic4_aged,cooccur_topic4_land,cooccur_topic4_town,cooccur_topic4_acre,cooccur_topic4_half,cooccur_topic5_county,cooccur_topic5_town,cooccur_topic5_name,cooccur_topic5_incorporate,cooccur_topic5_portland,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
11_1802-12-20_p3_sn83016072_00332895060_1802122001_0120,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050665613263845444,0.8940819501876831,0.022528061643242836,0.017799517139792442,0.014924835413694382
18_1802-06-07_p1_sn83016063_00332895060_1802060701_0007,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6960203647613525,0.014454737305641174,0.010480459779500961,0.0,0.2706194818019867
31_1802-02-15_p2_sn83016063_00332895059_1802021501_0755,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11957770586013794,0.07666344195604324,0.3461702764034271,0.41780245304107666,0.03978611156344414
8_1802-02-22_p4_sn83016063_00332895059_1802022201_0761,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674481987953186,0.04714541137218475,0.03531268611550331,0.8262230157852173,0.023870667442679405
53_1802-02-15_p3_sn83016063_00332895059_1802021501_0756,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046557530760765076,0.026377437636256218,0.019528696313500404,0.015806641429662704,0.8917297124862671
1_1802-06-21_p3_sn83016063_00332895060_1802062101_0017,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6955143809318542,0.0,0.2971417009830475
11_1802-12-20_p2_sn83016072_00332895060_1802122001_0119,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7975951433181763,0.0,0.19613021612167358,0.0,0.0
14_1802-12-20_p4_sn83016072_00332895060_1802122001_0121,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36734506487846375,0.01006682775914669,0.0,0.0,0.6092837452888489
32_1802-03-15_p3_sn83016063_00332895059_1802031501_0772,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33283761143684387,0.22998513281345367,0.17569300532341003,0.14213863015174866,0.11934563517570496
30_1802-05-31_p3_sn83016063_00332895060_1802053101_0005,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4249412417411804,0.0,0.0,0.5703944563865662
3_1802-12-20_p1_sn83016072_00332895060_1802122001_0118,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48727524280548096,0.4787580072879791,0.013792882673442364,0.010983672924339771,0.0
3_1802-12-13_p2_sn83016072_00332895060_1802121301_0115,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26478129625320435,0.7302250862121582,0.0,0.0,0.0
11_1802-07-05_p2_sn83016063_00332895060_1802070501_0024,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051879093050956726,0.03312111645936966,0.8776078820228577,0.020313318818807602,0.017078589648008347
17_1802-03-22_p3_sn83016063_00332895059_1802032201_0776,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23856179416179657,0.6662364602088928,0.08673614263534546,0.0,0.0
19_1802-08-23_p3_sn83016063_00332895060_1802082301_0053,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016034215688705444,0.7972314357757568,0.0,0.17521759867668152,0.0
15_1802-03-08_p3_sn83016063_00332895059_1802030801_0768,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021175459027290344,0.01336175762116909,0.0,0.0,0.9477113485336304
24_1802-02-22_p3_sn83016063_00332895059_1802022201_0760,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9783089756965637,0.0,0.0,0.0,0.0
8_1802-06-07_p3_sn83016063_00332895060_1802060701_0009,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2205495536327362,0.03341516852378845,0.0251119714230299,0.7038707137107849,0.01705259643495083
8_1802-03-15_p3_sn83016063_00332895059_1802031501_0772,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04667016491293907,0.3011775016784668,0.02212965488433838,0.6150968670845032,0.014925820752978325
14_1802-03-08_p3_sn83016063_00332895059_1802030801_0768,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03896718844771385,0.0255877822637558,0.019642209634184837,0.9025365710258484,0.013266297057271004
6_1802-06-21_p3_sn83016063_00332895060_1802062101_0017,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05642247572541237,0.8703310489654541,0.0295106191188097,0.02381216548383236,0.019923657178878784
33_1802-06-14_p4_sn83016063_00332895060_1802061401_0014,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1813173145055771,0.7638014554977417,0.022185608744621277,0.017775295302271843,0.014920282177627087
9_1802-03-15_p3_sn83016063_00332895059_1802031501_0772,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017773574218153954,0.5644609332084656,0.16522812843322754,0.0,0.24684330821037292
2_1802-08-23_p1_sn83016063_00332895060_1802082301_0051,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13283632695674896,0.7343714237213135,0.012063060887157917,0.0,0.11119896918535233
42_1802-06-28_p4_sn83016063_00332895060_1802062801_0022,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11913782358169556,0.7349250912666321,0.05876798555254936,0.0473807230591774,0.03978835418820381
1_1802-07-26_p1_sn83016063_00332895060_1802072601_0035,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9799476861953735,0.0,0.0
6_1802-03-22_p3_sn83016063_00332895059_1802032201_0776,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251682847738266,0.01676371321082115,0.38817068934440613,0.5613670945167542,0.0
8_1802-02-15_p3_sn83016063_00332895059_1802021501_0756,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.98638516664505,0.0,0.0,0.0
18_1802-06-28_p2_sn83016063_00332895060_1802062801_0020,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3983304798603058,0.427974671125412,0.0,0.1619080752134323
10_1802-12-13_p3_sn83016072_00332895060_1802121301_0116,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20885507762432098,0.05919669196009636,0.043924424797296524,0.03568487986922264,0.6523389220237732
64_1802-12-20_p3_sn83016072_00332895060_1802122001_0120,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17742396891117096,0.11499833315610886,0.0878509059548378,0.07107287645339966,0.5486539006233215
12_1802-08-23_p3_sn83016063_00332895060_1802082301_0053,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9439724683761597,0.01935035176575184,0.014810928143560886,0.01190908346325159,0.0
37_1802-03-01_p3_sn83016063_00332895059_1802030101_0764,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5582224130630493,0.0,0.0,0.0,0.4224429130554199
1_1802-12-27_p1_sn83016072_00332895060_1802122701_0122,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855767011642456,0.0,0.12806767225265503,0.0,0.0
8_1802-03-08_p2_sn83016063_00332895059_1802030801_0767,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9964087009429932,0.0,0.0,0.0,0.0
51_1802-12-13_p4_sn83016072_00332895060_1802121301_0117,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9339065551757812,0.0,0.048961978405714035,0.0,0.0
2_1802-06-14_p2_sn83016063_00332895060_1802061401_0012,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027141207829117775,0.9413845539093018,0.012755312956869602,0.010184037499129772,0.0
43_1802-12-20_p3_sn83016072_00332895060_1802122001_0120,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017273757606744766,0.2220793515443802,0.29234710335731506,0.3429861068725586,0.1253136843442917
20_1802-07-26_p1_sn83016063_00332895060_1802072601_0035,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25011518597602844,0.014553573913872242,0.01037859171628952,0.0,0.7165780067443848
13_1802-06-28_p3_sn83016063_00332895060_1802062801_0021,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9933339953422546
5_1802-12-13_p3_sn83016072_00332895060_1802121301_0116,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017307164147496223,0.21816474199295044,0.753142774105072,0.0,0.0
10_1802-02-22_p3_sn83016063_00332895059_1802022201_0760,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06792647391557693,0.844244658946991,0.03518860042095184,0.028750458732247353,0.023889780044555664
46_1802-12-13_p3_sn83016072_00332895060_1802121301_0116,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3004949986934662,0.6115596890449524,0.03544789180159569,0.02859688550233841,0.023900523781776428
19_1802-12-27_p3_sn83016072_00332895060_1802122701_0124,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24936124682426453,0.16077379882335663,0.04209401085972786,0.0,0.5462378859519958
30_1802-12-20_p3_sn83016072_00332895060_1802122001_0120,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17261293530464172,0.608655571937561,0.08784756064414978,0.07112900167703629,0.05975494533777237
3_1802-02-08_p4_sn83016063_00332895059_1802020801_0753,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9430533647537231,0.020393045619130135,0.014730810187757015,0.011867347173392773,0.0
5_1802-02-08_p4_sn83016063_00332895059_1802020801_0753,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9799150228500366,0.0,0.0,0.0,0.0
14_1802-08-16_p3_sn83016063_00332895060_1802081601_0049,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041961632668972015,0.025902343913912773,0.9030563235282898,0.015807081013917923,0.013272596523165703
23_1802-12-20_p3_sn83016072_00332895060_1802122001_0120,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16925102472305298,0.6121515035629272,0.08785004168748856,0.07107217609882355,0.059675224125385284
33_1802-05-31_p4_sn83016063_00332895060_1802053101_0006,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016993321478366852,0.6592344045639038,0.31185710430145264,0.0,0.0
5_1802-06-14_p3_sn83016063_00332895060_1802061401_0013,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11922070384025574,0.1663229614496231,0.0,0.25934910774230957,0.44992315769195557
26_1802-12-20_p2_sn83016072_00332895060_1802122001_0119,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6377424001693726,0.29958754777908325,0.02514907717704773,0.020462844520807266,0.017058175057172775
43_1802-12-13_p3_sn83016072_00332895060_1802121301_0116,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9472227692604065,0.019053444266319275,0.013597840443253517,0.010937787592411041,0.0
