id,word_count,smallpox_death_cooccurrences,cooccur_topic1_county,cooccur_topic1_late,cooccur_topic1_year,cooccur_topic1_notice,cooccur_topic1_taken,cooccur_topic2_black,cooccur_topic2_good,cooccur_topic2_cotton,cooccur_topic2_white,cooccur_topic2_plain,cooccur_topic3_day,cooccur_topic3_brig,cooccur_topic3_court,cooccur_topic3_whole,cooccur_topic3_state,cooccur_topic4_john,cooccur_topic4_bill,cooccur_topic4_public,cooccur_topic4_vote,cooccur_topic4_committee,cooccur_topic5_debt,cooccur_topic5_french,cooccur_topic5_army,cooccur_topic5_france,cooccur_topic5_petition,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
12_1807-12-07_p1_sn83016082_00332895072_1807120701_0304,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9658991694450378,0.012032928876578808,0.0,0.0,0.0
15_1807-11-02_pNone_sn83016082_00332895072_1807110201_0286,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6860732436180115,0.0,0.0,0.2975420355796814,0.0
31_1807-06-08_pNone_sn83016082_00332895072_1807060801_0202,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03704100847244263,0.0,0.9431480169296265,0.0,0.0
33_1807-11-02_pNone_sn83016082_00332895072_1807110201_0287,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9794875979423523,0.0,0.0,0.0
15_1807-10-05_pNone_sn83016082_00332895072_1807100501_0268,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5605402588844299,0.020298922434449196,0.39901086688041687,0.010956771671772003,0.0
12_1807-05-11_pNone_sn83016082_00332895072_1807051101_0185,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3066919445991516,0.0,0.0,0.048759713768959045,0.6352154016494751
5_1807-11-02_pNone_sn83016082_00332895072_1807110201_0286,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015499026514589787,0.21850214898586273,0.0,0.7536716461181641,0.0
14_1807-06-01_p1_sn83016082_00332895072_1807060101_0196,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01963057368993759,0.21642625331878662,0.0,0.7491074800491333,0.0
12_1807-11-02_pNone_sn83016082_00332895072_1807110201_0287,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15271170437335968,0.8310202360153198,0.0,0.0,0.0
49_1807-11-02_pNone_sn83016082_00332895072_1807110201_0287,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6280533075332642,0.344306617975235,0.011245663277804852,0.0,0.0
39_1807-06-08_pNone_sn83016082_00332895072_1807060801_0202,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9518622756004333,0.01666104793548584,0.012726042419672012,0.010220074094831944,0.0
51_1807-05-04_p3_sn83016082_00332895072_1807050401_0182,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9542104005813599,0.0,0.0320499911904335,0.0
15_1807-06-08_pNone_sn83016082_00332895072_1807060801_0202,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050993096083402634,0.2693953216075897,0.02527759037911892,0.637263298034668,0.01707068644464016
7_1807-11-02_pNone_sn83016082_00332895072_1807110201_0287,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46156466007232666,0.011442376300692558,0.0,0.0,0.5117673873901367
3_1807-06-08_pNone_sn83016082_00332895072_1807060801_0202,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5809037685394287,0.0,0.0,0.3999958336353302,0.0
3_1807-12-07_p1_sn83016082_00332895072_1807120701_0304,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2463940978050232,0.0,0.0,0.18053953349590302,0.5664455890655518
20_1807-12-07_p1_sn83016082_00332895072_1807120701_0304,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042517922818660736,0.016572576016187668,0.012730699963867664,0.919644832611084,0.0
23_1807-11-30_p4_sn83016082_00332895072_1807113001_0303,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06849893927574158,0.8439466953277588,0.0352347157895565,0.02844340167939663,0.023876238614320755
30_1807-05-25_pNone_sn83016082_00332895072_1807052501_0195,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017381446436047554,0.012001381255686283,0.0,0.956551730632782,0.0
30_1807-11-02_pNone_sn83016082_00332895072_1807110201_0286,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9920922517776489,0.0,0.0,0.0
6_1807-06-01_p1_sn83016082_00332895072_1807060101_0196,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6204483509063721,0.0,0.053444117307662964,0.32062768936157227,0.0
40_1807-05-11_pNone_sn83016082_00332895072_1807051101_0185,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027657421305775642,0.015518143773078918,0.6266278624534607,0.32223212718963623,0.0
10_1807-05-11_pNone_sn83016082_00332895072_1807051101_0185,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8953746557235718,0.0,0.0,0.09285420179367065,0.0
32_1807-06-08_pNone_sn83016082_00332895072_1807060801_0202,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5983883142471313,0.023223521187901497,0.01778542250394821,0.348652720451355,0.011949987150728703
3_1807-04-27_pNone_sn83016082_00332895072_1807042701_0176,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01801525242626667,0.8904077410697937,0.0,0.07594197243452072,0.0
14_1807-11-30_p4_sn83016082_00332895072_1807113001_0303,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6367878913879395,0.0,0.0,0.3420373797416687,0.0
17_1807-05-25_p3_sn83016082_00332895072_1807052501_0194,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9731489419937134,0.0,0.0,0.0,0.0
7_1807-04-27_pNone_sn83016082_00332895072_1807042701_0176,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3181319534778595,0.020805049687623978,0.2886083722114563,0.0,0.3707582950592041
31_1807-11-02_pNone_sn83016082_00332895072_1807110201_0287,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027304917573928833,0.7599390149116516,0.09670203924179077,0.10752557218074799,0.0
6_1807-06-08_pNone_sn83016082_00332895072_1807060801_0202,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1405801773071289,0.8452313542366028,0.0,0.0,0.0
18_1807-04-27_pNone_sn83016082_00332895072_1807042701_0176,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050666067749261856,0.886841356754303,0.025110231712460518,0.020327847450971603,0.017054516822099686
