id,word_count,smallpox_death_cooccurrences,cooccur_topic1_land,cooccur_topic1_black,cooccur_topic1_silk,cooccur_topic1_cotton,cooccur_topic1_good,cooccur_topic2_good,cooccur_topic2_work,cooccur_topic2_public,cooccur_topic2_john,cooccur_topic2_part,cooccur_topic3_state,cooccur_topic3_committee,cooccur_topic3_house,cooccur_topic3_time,cooccur_topic3_many,cooccur_topic4_county,cooccur_topic4_bank,cooccur_topic4_court,cooccur_topic4_portland,cooccur_topic4_notice,cooccur_topic5_state,cooccur_topic5_last,cooccur_topic5_time,cooccur_topic5_year,cooccur_topic5_house,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
17_1819-04-27_p3_sn83016083_00332895096_1819042701_0866,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040946297347545624,0.040751196444034576,0.017645105719566345,0.0143052339553833,0.8863521218299866
13_1819-12-14_p4_sn85025061_00513684939_1819121401_0267,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09489637613296509,0.877572238445282,0.011124039068818092,0.0,0.0
17_1819-02-02_p3_sn83016083_00332895096_1819020201_0822,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023108161985874176,0.01550546009093523,0.0785009115934372,0.08319812268018723,0.7996873259544373
9_1819-06-01_p3_sn85025061_00513684939_1819060101_0158,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7504888772964478,0.0,0.0,0.23107439279556274,0.0
2_1819-05-11_p3_sn83016083_00332895096_1819051101_0874,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034337367862463,0.14569401741027832,0.4452146887779236,0.08683283627033234,0.28792113065719604
20_1819-10-26_p3_sn85025061_00513684939_1819102601_0238,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.351614773273468,0.0,0.6393911242485046
1_1819-04-20_p1_sn83016083_00332895096_1819042001_0860,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18470120429992676,0.49568304419517517,0.2647112011909485,0.0,0.052217986434698105
32_1819-08-31_pNone_sn85025061_00513684939_1819083101_0207,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3819087743759155,0.012616410851478577,0.38999098539352417,0.0,0.20797905325889587
20_1819-12-28_p1_sn85025061_00513684939_1819122801_0272,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707806795835495,0.0,0.0,0.6967250108718872,0.21576373279094696
5_1819-01-12_p3_sn83016083_00332895096_1819011201_0810,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9899488687515259,0.0,0.0,0.0,0.0
8_1819-12-28_p1_sn85025061_00513684939_1819122801_0272,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02241925336420536,0.015618829056620598,0.334878534078598,0.6191233992576599,0.0
10_1819-05-11_p3_sn83016083_00332895096_1819051101_0874,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9902135729789734,0.0,0.0,0.0,0.0
13_1819-02-23_p4_sn83016083_00332895096_1819022301_0835,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9483873248100281,0.0179604459553957,0.013530292548239231,0.010937396436929703,0.0
