id,word_count,smallpox_death_cooccurrences,cooccur_topic1_county,cooccur_topic1_late,cooccur_topic1_year,cooccur_topic1_notice,cooccur_topic1_taken,cooccur_topic2_black,cooccur_topic2_good,cooccur_topic2_cotton,cooccur_topic2_white,cooccur_topic2_plain,cooccur_topic3_day,cooccur_topic3_brig,cooccur_topic3_court,cooccur_topic3_whole,cooccur_topic3_state,cooccur_topic4_john,cooccur_topic4_bill,cooccur_topic4_public,cooccur_topic4_vote,cooccur_topic4_committee,cooccur_topic5_debt,cooccur_topic5_french,cooccur_topic5_army,cooccur_topic5_france,cooccur_topic5_petition,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
10_1806-05-26_p2_sn83016082_00332895060_1806052601_0835,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6166665554046631,0.0,0.37571603059768677
6_1806-02-10_p3_sn83016082_00332895060_1806021001_0777,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03064984269440174,0.9295893311500549,0.01598358526825905,0.01292711403220892,0.010850091464817524
24_1806-04-21_p4_sn83016082_00332895060_1806042101_0817,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23389612138271332,0.7112296223640442,0.02209351398050785,0.017845124006271362,0.014935577288269997
17_1806-05-05_p4_sn83016082_00332895060_1806050501_0825,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9045365452766418,0.0,0.0,0.08089826256036758
19_1806-02-17_p3_sn83016082_00332895060_1806021701_0781,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4437706470489502,0.05761335790157318,0.04429459944367409,0.03564930334687233,0.4186720848083496
2_1806-02-03_p1_sn83016082_00332895060_1806020301_0771,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7461298704147339,0.0,0.2444520890712738
7_1806-02-10_p4_sn83016082_00332895060_1806021001_0778,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9903591871261597,0.0,0.0,0.0
6_1806-06-02_p1_sn83016082_00332895060_1806060201_0838,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09683350473642349,0.0,0.8968744277954102,0.0,0.0
7_1806-06-02_p2_sn83016082_00332895060_1806060201_0839,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8769712448120117,0.014683166518807411,0.01118636317551136,0.0,0.08823531866073608
4_1806-01-06_p2_sn83016082_00332895060_1806010601_0760,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01330303493887186,0.0,0.0,0.0,0.9676567316055298
8_1806-05-19_p2_sn83016082_00332895060_1806051901_0831,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27748048305511475,0.0,0.0,0.0,0.7046000957489014
29_1806-01-13_p1_sn83016082_00332895060_1806011301_0763,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07389630377292633,0.39704883098602295,0.035476524382829666,0.4696677029132843,0.023910632357001305
18_1806-01-27_p4_sn83016082_00332895060_1806012701_0770,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9909284114837646
12_1806-06-02_p2_sn83016082_00332895060_1806060201_0839,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08820658177137375,0.42213284969329834,0.12997327744960785,0.0,0.35651496052742004
13_1806-01-27_p2_sn83016082_00332895060_1806012701_0768,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.47319138050079346,0.4350636601448059,0.0803239718079567
8_1806-05-19_p3_sn83016082_00332895060_1806051901_0832,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9910683035850525,0.0,0.0,0.0
9_1806-03-03_p3_sn83016082_00332895060_1806030301_0789,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6607238054275513,0.30987548828125,0.011907815001904964,0.0,0.0
18_1806-04-28_p1_sn83016082_00332895060_1806042801_0818,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1775299459695816,0.11701685190200806,0.574306070804596,0.0713777169585228,0.05976944789290428
8_1806-01-06_p3_sn83016082_00332895060_1806010601_0761,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9748438000679016,0.0,0.0,0.0,0.0
18_1806-04-07_p2_sn83016082_00332895060_1806040701_0808,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05656369775533676,0.03291182592511177,0.8730836510658264,0.02038363181054592,0.017057187855243683
9_1806-02-10_p2_sn83016082_00332895060_1806021001_0776,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9438052177429199,0.019402025267481804,0.014933399856090546,0.01189342699944973,0.0
36_1806-03-31_p4_sn83016082_00332895060_1806033101_0806,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7771021723747253,0.07688049972057343,0.05877134948968887,0.04745812714099884,0.039787840098142624
2_1806-01-06_p1_sn83016082_00332895060_1806010601_0759,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6956305503845215,0.0,0.22998212277889252,0.0,0.06393451243638992
16_1806-03-03_p3_sn83016082_00332895060_1806030301_0789,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9507741332054138,0.01780840940773487,0.012693667784333229,0.010184832848608494,0.0
5_1806-03-10_p2_sn83016082_00332895060_1806031001_0792,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14681850373744965,0.06561879068613052,0.20701836049556732,0.5748543739318848,0.0
21_1806-02-24_p2_sn83016082_00332895060_1806022401_0784,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3137868344783783,0.010636175982654095,0.1311025619506836,0.0,0.5379845499992371
24_1806-05-12_p2_sn83016082_00332895060_1806051201_0827,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2713017463684082,0.011007046326994896,0.0,0.5760108828544617,0.1331908404827118
13_1806-04-28_p2_sn83016082_00332895060_1806042801_0819,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2698739469051361,0.0,0.6458691358566284,0.0,0.0791277214884758
3_1806-03-24_p2_sn83016082_00332895060_1806032401_0800,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021264757961034775,0.013663914054632187,0.43479886651039124,0.0,0.5218918323516846
2_1806-06-23_p4_sn83016082_00332895060_1806062301_0853,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023946529254317284,0.4957370460033417,0.011780357919633389,0.4605751633644104,0.0
1_1806-04-07_p2_sn83016082_00332895060_1806040701_0808,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9797443151473999,0.0,0.0
