id,word_count,smallpox_death_cooccurrences,cooccur_topic1_power,cooccur_topic1_time,cooccur_topic1_state,cooccur_topic1_public,cooccur_topic1_government,cooccur_topic2_black,cooccur_topic2_portland,cooccur_topic2_white,cooccur_topic2_good,cooccur_topic2_john,cooccur_topic3_bill,cooccur_topic3_bank,cooccur_topic3_dollar,cooccur_topic3_name,cooccur_topic3_read,cooccur_topic4_aged,cooccur_topic4_land,cooccur_topic4_town,cooccur_topic4_acre,cooccur_topic4_half,cooccur_topic5_county,cooccur_topic5_town,cooccur_topic5_name,cooccur_topic5_incorporate,cooccur_topic5_portland,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
6_1803-07-18_p1_sn83021505_00332895060_1803071801_0240,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9410016536712646,0.054653365164995193,0.0,0.0,0.0
13_1803-06-06_p3_sn83016072_00332895060_1803060601_0218,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2718763053417206,0.0,0.0,0.0,0.7050427794456482
15_1803-06-27_p2_sn83016072_00332895060_1803062701_0229,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6379787921905518,0.3221721351146698,0.0160470362752676,0.012943310663104057,0.010858749970793724
2_1803-05-30_p4_sn83016072_00332895060_1803053001_0215,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33283761143684387,0.22998513281345367,0.17569300532341003,0.14213863015174866,0.11934563517570496
28_1803-06-27_p3_sn83016072_00332895060_1803062701_0230,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9569016098976135,0.015549467876553535,0.011155711486935616,0.0,0.0
52_1803-06-13_p3_sn83016072_00332895060_1803061301_0222,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037717897444963455,0.01982841081917286,0.5243793725967407,0.4081073999404907,0.0
20_1803-06-13_p1_sn83016072_00332895060_1803061301_0220,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07519872486591339,0.0,0.0,0.0,0.905022382736206
19_1803-05-30_p3_sn83016072_00332895060_1803053001_0214,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02129508927464485,0.5973560810089111,0.01108479406684637,0.3627982437610626,0.0
55_1803-06-20_p3_sn83016072_00332895060_1803062001_0226,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33283761143684387,0.22998513281345367,0.17569300532341003,0.14213863015174866,0.11934563517570496
9_1803-01-10_p3_sn83016072_00332895060_1803011001_0132,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08474760502576828,0.466566264629364,0.3832644522190094,0.03556278720498085,0.02985888347029686
25_1803-06-20_p2_sn83016072_00332895060_1803062001_0225,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33283761143684387,0.22998513281345367,0.17569300532341003,0.14213863015174866,0.11934563517570496
31_1803-06-27_p4_sn83016072_00332895060_1803062701_0231,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05265607684850693,0.32095807790756226,0.025157731026411057,0.5841751098632812,0.01705300249159336
15_1803-06-06_p3_sn83016072_00332895060_1803060601_0218,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01608716882765293,0.7051969170570374,0.0,0.2651412785053253,0.0
11_1803-01-03_p1_sn83016072_00332895060_1803010301_0126,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6646680235862732,0.11505176872015,0.08943413943052292,0.07111591100692749,0.05973014608025551
3_1803-06-20_p1_sn83016072_00332895060_1803062001_0224,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4351678192615509,0.49501609802246094,0.0,0.06409298628568649,0.0
1_1803-06-13_p4_sn83016072_00332895060_1803061301_0223,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032121237367391586,0.9341425895690918,0.013605060055851936,0.010943811386823654,0.0
4_1803-07-18_p1_sn83021505_00332895060_1803071801_0240,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7450518012046814,0.24899110198020935,0.0,0.0,0.0
1_1803-05-30_p4_sn83016072_00332895060_1803053001_0215,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9819635152816772,0.0
20_1803-05-30_p4_sn83016072_00332895060_1803053001_0215,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02418871410191059,0.015074504539370537,0.011020274832844734,0.9422500729560852,0.0
4_1803-07-04_p1_sn83016072_00332895060_1803070401_0232,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1509966254234314,0.0,0.0,0.0,0.8343871831893921
16_1803-05-30_p2_sn83016072_00332895060_1803053001_0213,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33283761143684387,0.22998513281345367,0.17569300532341003,0.14213863015174866,0.11934563517570496
1_1803-01-17_pNone_sn83016072_00332895060_1803011701_0134,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5367178916931152,0.4506615996360779,0.0,0.0,0.0
18_1803-06-27_p2_sn83016072_00332895060_1803062701_0229,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026086224243044853,0.8190966844558716,0.011770687997341156,0.0,0.13353180885314941
1_1803-07-04_p2_sn83016072_00332895060_1803070401_0233,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03557788208127022,0.02110295370221138,0.016001159325242043,0.9164661765098572,0.010851865634322166
15_1803-01-03_p4_sn83016072_00332895060_1803010301_0129,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034652870148420334,0.9215905070304871,0.017577841877937317,0.0142405666410923,0.011938154697418213
27_1803-01-10_p3_sn83016072_00332895060_1803011001_0132,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7731271982192993,0.0805315375328064,0.05905655771493912,0.04748057946562767,0.0398041196167469
21_1803-06-13_p3_sn83016072_00332895060_1803061301_0222,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013757428154349327,0.0,0.0,0.9672563672065735,0.0
3_1803-06-13_p1_sn83016072_00332895060_1803061301_0220,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521400511264801,0.3763866424560547,0.08973457664251328,0.0,0.0
26_1803-07-04_p2_sn83016072_00332895060_1803070401_0233,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8365475535392761,0.015754230320453644,0.13023428618907928,0.0,0.0
5_1803-01-03_p3_sn83016072_00332895060_1803010301_0128,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03796123340725899,0.6677745580673218,0.017684532329440117,0.014229226857423782,0.2623504400253296
6_1803-06-13_p4_sn83016072_00332895060_1803061301_0223,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01321397814899683,0.0,0.9691147804260254,0.0,0.0
12_1803-07-04_p4_sn83016072_00332895060_1803070401_0235,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3226775527000427,0.4590637981891632,0.1298685073852539,0.0809236690402031,0.0
24_1803-05-30_p3_sn83016072_00332895060_1803053001_0214,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038296062499284744,0.9128838777542114,0.01973486691713333,0.015811137855052948,0.013274048455059528
18_1803-07-04_p4_sn83016072_00332895060_1803070401_0235,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011651976965367794,0.0,0.0,0.9706524610519409,0.0
8_1803-01-10_p3_sn83016072_00332895060_1803011001_0132,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22298099100589752,0.7410356402397156,0.030734246596693993,0.0,0.0
18_1803-06-20_p4_sn83016072_00332895060_1803062001_0227,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8446160554885864,0.02294677495956421,0.10864679515361786,0.012926248833537102,0.010864153504371643
38_1803-01-03_p3_sn83016072_00332895060_1803010301_0128,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9433369040489197,0.02012094482779503,0.014709969982504845,0.011870082467794418,0.0
27_1803-06-27_p4_sn83016072_00332895060_1803062701_0231,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03414168208837509,0.9220007061958313,0.01761019602417946,0.014308554120361805,0.011938891373574734
14_1803-06-13_p3_sn83016072_00332895060_1803061301_0222,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019701428711414337,0.9559762477874756,0.0,0.0,0.0
9_1803-01-03_p2_sn83016072_00332895060_1803010301_0127,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9751750230789185,0.0,0.0,0.0,0.019411085173487663
11_1803-07-04_p4_sn83016072_00332895060_1803070401_0235,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153110446408391,0.0,0.9647330045700073,0.0,0.0
29_1803-06-06_p2_sn83016072_00332895060_1803060601_0217,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7747528553009033,0.07775402814149857,0.06006518378853798,0.04758709296584129,0.03984083980321884
