id,word_count,smallpox_death_cooccurrences,cooccur_topic1_land,cooccur_topic1_black,cooccur_topic1_silk,cooccur_topic1_cotton,cooccur_topic1_good,cooccur_topic2_good,cooccur_topic2_work,cooccur_topic2_public,cooccur_topic2_john,cooccur_topic2_part,cooccur_topic3_state,cooccur_topic3_committee,cooccur_topic3_house,cooccur_topic3_time,cooccur_topic3_many,cooccur_topic4_county,cooccur_topic4_bank,cooccur_topic4_court,cooccur_topic4_portland,cooccur_topic4_notice,cooccur_topic5_state,cooccur_topic5_last,cooccur_topic5_time,cooccur_topic5_year,cooccur_topic5_house,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob
7_1818-12-29_p4_sn83016083_00332895096_1818122901_0803,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9827929735183716,0.0
26_1818-01-06_p4_sn83016082_00332895096_1818010601_0597,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57883620262146,0.018807044252753258,0.013600249774754047,0.010944828391075134,0.37781164050102234
42_1818-07-21_p1_sn83016083_00332895096_1818072101_0706,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014860427938401699,0.0,0.354946106672287,0.0,0.6142847537994385
7_1818-07-14_p4_sn83016083_00332895096_1818071401_0705,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020839203149080276,0.013704730197787285,0.010411818511784077,0.0,0.9466640949249268
31_1818-12-29_p1_sn83016083_00332895096_1818122901_0800,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9823632836341858,0.0,0.0,0.0,0.0
19_1818-07-28_p3_sn83016083_00332895096_1818072801_0712,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9718659520149231,0.0,0.0,0.0,0.0
12_1818-07-07_p2_sn83016083_00332895096_1818070701_0699,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06400270015001297,0.038881514221429825,0.25723162293434143,0.023733798414468765,0.6161503791809082
49_1818-12-29_p4_sn83016083_00332895096_1818122901_0803,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17181168496608734,0.79448401927948,0.013544009067118168,0.010969708673655987,0.0
22_1818-07-07_p4_sn83016083_00332895096_1818070701_0701,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02019285224378109,0.9566311836242676,0.0,0.0,0.0
30_1818-07-28_p3_sn83016083_00332895096_1818072801_0712,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03875720873475075,0.9125187993049622,0.01956743560731411,0.01588718593120575,0.01326935924589634
55_1818-01-20_p3_sn83016082_00332895096_1818012001_0604,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2876499593257904,0.6847653388977051,0.011205652728676796,0.0,0.0
7_1818-01-13_p4_sn83016082_00332895096_1818011301_0601,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015672190114855766,0.0102171516045928,0.0,0.9612565636634827,0.0
15_1818-07-07_p2_sn83016083_00332895096_1818070701_0699,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23633581399917603,0.0,0.0,0.0,0.7605724930763245
20_1818-12-22_p3_sn83016083_00332895096_1818122201_0798,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025962665677070618,0.47755324840545654,0.013761298730969429,0.4735332727432251,0.0
39_1818-07-28_p3_sn83016083_00332895096_1818072801_0712,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9797652959823608,0.0,0.0,0.0
7_1818-01-06_p2_sn83016082_00332895096_1818010601_0595,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08060028403997421,0.0,0.06256815791130066,0.05448021739721298,0.8006330132484436
27_1818-07-14_p4_sn83016083_00332895096_1818071401_0705,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9329339861869812,0.023319978266954422,0.01757451891899109,0.014229865744709969,0.011941669508814812
8_1818-07-28_p1_sn83016083_00332895096_1818072801_0710,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1356009691953659,0.0,0.0,0.0,0.8428328633308411
3_1818-06-30_p3_sn83016083_00332895096_1818063001_0696,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02656259387731552,0.018062129616737366,0.013620326295495033,0.16042079031467438,0.7813341617584229
40_1818-07-21_p1_sn83016083_00332895096_1818072101_0706,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9234791994094849,0.027490289881825447,0.019906317815184593,0.015833236277103424,0.01329098641872406
16_1818-12-22_p4_sn83016083_00332895096_1818122201_0799,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019902123138308525,0.013612326234579086,0.01035135705024004,0.9491132497787476,0.0
5_1818-12-22_p3_sn83016083_00332895096_1818122201_0798,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3276740312576294,0.3989884853363037,0.13193602859973907,0.0,0.1356847733259201
1_1818-12-29_p2_sn83016083_00332895096_1818122901_0801,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140178631991148,0.11341710388660431,0.8708052635192871,0.0,0.0
13_1818-01-13_p4_sn83016082_00332895096_1818011301_0601,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016063861548900604,0.011011079885065556,0.0,0.958867609500885,0.0
4_1818-01-20_p2_sn83016082_00332895096_1818012001_0603,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6688503623008728,0.32053014636039734,0.0,0.0
8_1818-08-04_p1_sn83016083_00332895096_1818080401_0714,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9845848679542542,0.0,0.0,0.0,0.0
26_1818-07-28_p4_sn83016083_00332895096_1818072801_0713,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2312059998512268,0.01849491335451603,0.013546713627874851,0.010978778824210167,0.7257735729217529
2_1818-12-22_p3_sn83016083_00332895096_1818122201_0798,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9860319495201111,0.0,0.0,0.0,0.0
65_1818-06-30_p3_sn83016083_00332895096_1818063001_0696,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022680550813674927,0.013072538189589977,0.0,0.0,0.9463889598846436
4_1818-08-11_p3_sn83016083_00332895096_1818081101_0720,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.07816995680332184,0.9165887832641602
13_1818-01-20_p2_sn83016082_00332895096_1818012001_0603,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041344236582517624,0.24513393640518188,0.4643574357032776,0.23589162528514862,0.013272806070744991
13_1818-12-29_p3_sn83016083_00332895096_1818122901_0802,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01191407348960638,0.0,0.0,0.25300776958465576,0.721389651298523
35_1818-01-06_p4_sn83016082_00332895096_1818010601_0597,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.983916699886322
38_1818-12-22_p3_sn83016083_00332895096_1818122201_0798,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.41099390387535095,0.08379632979631424,0.4980466663837433
8_1818-01-27_p2_sn83016082_00332895096_1818012701_0607,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.09888508915901184,0.6878873705863953,0.0,0.20948979258537292
27_1818-08-04_p4_sn83016083_00332895096_1818080401_0717,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018069304525852203,0.9620099067687988,0.0,0.0,0.0
16_1818-02-03_p1_sn83016082_00332895096_1818020301_0610,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9917365908622742,0.0,0.0,0.0,0.0
50_1818-07-21_p3_sn83016083_00332895096_1818072101_0708,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8634235858917236,0.048884905874729156,0.0353151373565197,0.028481394052505493,0.023894991725683212
20_1818-08-04_p3_sn83016083_00332895096_1818080401_0716,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03161954507231712,0.021556871011853218,0.4115452468395233,0.012997277081012726,0.5222810506820679
32_1818-07-21_p4_sn83016083_00332895096_1818072101_0709,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6059060096740723,0.010753350332379341,0.37193724513053894,0.0,0.0
13_1818-01-06_p3_sn83016082_00332895096_1818010601_0596,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12494678050279617,0.0,0.0,0.0,0.8607650399208069
17_1818-08-04_p4_sn83016083_00332895096_1818080401_0717,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9141331911087036,0.031077822670340538,0.022067736834287643,0.017784032970666885,0.014937251806259155
12_1818-07-28_p4_sn83016083_00332895096_1818072801_0713,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9721149802207947,0.0,0.0,0.0,0.0
1_1818-08-04_p2_sn83016083_00332895096_1818080401_0715,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3272916078567505,0.0,0.0,0.0,0.6616058349609375
12_1818-08-04_p4_sn83016083_00332895096_1818080401_0717,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01441238820552826,0.0,0.0,0.9633433818817139,0.0
14_1818-02-03_p1_sn83016082_00332895096_1818020301_0610,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06943201273679733,0.8430536985397339,0.035200975835323334,0.028430577367544174,0.023882735520601273
37_1818-07-07_p3_sn83016083_00332895096_1818070701_0700,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9908275008201599,0.0,0.0,0.0,0.0
34_1818-01-27_p4_sn83016082_00332895096_1818012701_0609,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3417452871799469,0.5468946099281311,0.09497503191232681,0.0,0.0
20_1818-12-15_p6_sn83016083_00332895096_1818121501_0795,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9943376183509827,0.0,0.0,0.0
39_1818-12-29_p1_sn83016083_00332895096_1818122901_0800,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15458860993385315,0.026024136692285538,0.7903203368186951,0.015794627368450165,0.013272356241941452
75_1818-12-22_p4_sn83016083_00332895096_1818122201_0799,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33283761143684387,0.22998513281345367,0.17569300532341003,0.14213863015174866,0.11934563517570496
26_1818-06-30_p3_sn83016083_00332895096_1818063001_0696,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3282209038734436,0.6405239701271057,0.012573274783790112,0.010154377669095993,0.0
3_1818-07-14_p3_sn83016083_00332895096_1818071401_0704,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9796001315116882,0.0
32_1818-12-29_p1_sn83016083_00332895096_1818122901_0800,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04329489916563034,0.029169335961341858,0.02205347642302513,0.017788155004382133,0.8876941204071045
12_1818-08-11_p3_sn83016083_00332895096_1818081101_0720,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015140445902943611,0.010089580900967121,0.0,0.9619295001029968,0.0
22_1818-07-28_p4_sn83016083_00332895096_1818072801_0713,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19773586094379425,0.023374373093247414,0.017616432160139084,0.014278157614171505,0.7469951510429382
33_1818-08-04_p4_sn83016083_00332895096_1818080401_0717,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03837345540523529,0.9248999357223511,0.014862868003547192,0.011905145831406116,0.0
8_1818-07-07_p1_sn83016083_00332895096_1818070701_0698,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09883827716112137,0.0,0.3424898684024811,0.0,0.5520301461219788
4_1818-12-22_p1_sn83016083_00332895096_1818122201_0796,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01047991681843996,0.0,0.4332720935344696,0.0,0.5452296137809753
5_1818-07-14_p2_sn83016083_00332895096_1818071401_0703,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9784964919090271
50_1818-08-04_p4_sn83016083_00332895096_1818080401_0717,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9253942370414734,0.02601425163447857,0.019526127725839615,0.015794312581419945,0.013271080330014229
5_1818-06-30_p4_sn83016083_00332895096_1818063001_0697,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.9801589250564575,0.0
9_1818-08-11_p1_sn83016083_00332895096_1818081101_0718,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34864604473114014,0.0,0.20335111021995544,0.06377429515123367,0.3828098177909851
33_1818-08-11_p1_sn83016083_00332895096_1818081101_0718,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02657516673207283,0.01799177937209606,0.013760684989392757,0.010966548696160316,0.9307058453559875
13_1818-08-04_p2_sn83016083_00332895096_1818080401_0715,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027257846668362617,0.04294544830918312,0.496645450592041,0.0,0.4322308301925659
7_1818-01-27_p4_sn83016082_00332895096_1818012701_0609,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055748987942934036,0.0,0.0,0.9238941073417664,0.0
34_1818-01-13_p1_sn83016082_00332895096_1818011301_0598,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992347240447998,0.0,0.0,0.0,0.0
25_1818-01-20_p1_sn83016082_00332895096_1818012001_0602,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03737511858344078,0.023739401251077652,0.01791466400027275,0.014232095330953598,0.9067386984825134
15_1818-01-20_p1_sn83016082_00332895096_1818012001_0602,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8030796051025391,0.18778224289417267,0.0,0.0,0.0
5_1818-01-13_p3_sn83016082_00332895096_1818011301_0600,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01828922890126705,0.9586018919944763,0.0,0.0,0.0
